Row,Model_1
c_T_0_pusher,0.0861
c_T_top,0
c_Q_top,0
c_T_J_pusher,0.677762594554399
c_L_0,0.347465800037757
c_L_alpha,4.49045997885198
c_L_q,-8.54443271739327
c_L_delta_e,-0.786296448932456
c_D_p,0.085712794266989
c_D_alpha,0.24507005002699
c_D_alpha_sq,0.183470000091997
c_D_q,25.0028289086986
c_D_delta_e,1.08403973615043
c_m_0,0.129847578311064
c_m_alpha,-2.43767141474341
c_m_q,-30.5821868902846
c_m_delta_e,-1.09474978084805
c_Y_beta,-0.351976
c_Y_p,0.112085
c_Y_r,0.258965
c_Y_delta_a,-0.00057
c_Y_delta_r,0.00558
c_l_beta,-0.02498
c_l_p,-0.472
c_l_r,0.141
c_l_delta_a,0.283041150794627
c_l_delta_r,-0.00830788802939694
c_n_beta,0.11104
c_n_p,-0.0635
c_n_r,-0.0869
c_n_delta_a,0.0103132403123548
