Row,Model_1,Model_2,Model_3
e0,27.9887460566863,29.8196275975838,57.0170507480054
e1,-8.15850315585591,8.69241865196854,47.8147084972243
e2,-5.4075675034461,-43.0584382306883,37.8227208771225
e4,40.2224554296749,70.4643669145404,60.1155754261213
q,49.5910334522648,60.7092731888708,55.9195652080481
u,-28.8589813904285,11.4121463764699,3.31368634644679
w,37.1249409745315,34.0843060215435,47.0108803886233
