timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
492572644,64871.08,140.5764,53,122425,2841,65536,0,3,127
493573345,65016.867,140.58746,53,122671,3492,65536,0,3,127
494574383,65165.35,140.60417,53,122919,2613,65536,0,3,127
498578411,65348.027,139.79063,55,123907,2459,65536,0,3,127
499579355,65493.25,139.80196,55,124155,4417,65536,0,3,127
500580348,65639.91,139.81625,55,124401,4711,65536,0,3,127
501581543,65789.805,139.83733,55,124649,2478,65536,0,3,127
502582376,65937.09,139.85287,55,124895,1658,65536,0,3,127
503583356,66079.19,139.85735,55,125143,7257,65536,0,3,127
504584353,66228.03,139.87602,55,125389,5385,65536,0,3,127
505585379,66376.49,139.89381,55,125637,3973,65536,0,3,127
506586351,66525.734,139.91318,55,125885,1750,65536,0,3,127
507587406,66672.87,139.92802,55,126131,1775,65536,0,3,127
508588350,66816.0,139.93446,55,126379,5851,65536,0,3,127
509589349,66965.82,139.95483,55,126625,2866,65536,0,3,127
510590375,67110.14,139.96364,55,126873,6381,65536,0,3,127
511591344,67261.17,139.98639,55,127119,1758,65536,0,3,127
512592353,67404.64,139.99333,55,127367,5421,65536,0,3,127
513593377,67554.97,140.01445,55,127615,2841,65536,0,3,127
514594359,67699.97,140.02449,55,127861,4795,65536,0,3,127
515595350,67848.555,140.04187,55,128109,3258,65536,0,3,127
516596372,67993.97,140.05264,55,128355,5070,65536,0,3,127
517597393,68139.82,140.06425,55,128603,6402,65536,0,3,127
518598458,68288.0,140.08061,55,128850,5140,65536,0,3,127
519599360,68437.336,140.09929,55,129097,3098,65536,0,3,127
520600795,68583.99,140.11227,55,129345,3664,65536,0,3,127
521601344,68729.02,140.12215,55,129591,5634,65536,0,3,127
522602405,68877.43,140.13869,55,129839,4514,65536,0,3,127
523603387,69023.695,140.15086,55,130085,5172,65536,0,3,127
524604348,69171.68,140.16647,55,130333,4280,65536,0,3,127
525605690,69320.1,140.18277,55,130581,3105,65536,0,3,127
526606344,69465.414,140.19295,55,130827,4763,65536,0,3,127
527607385,69615.39,140.21236,55,131075,1831,65536,0,3,127
528608353,69760.0,140.22093,55,131321,4456,65536,0,3,127
529609356,69909.21,140.23866,55,131569,2684,65536,0,3,127
530610346,70056.68,140.25287,55,131815,1714,65536,0,3,127
531611346,70201.04,140.2608,55,132063,5147,65536,0,3,127
532612421,70349.48,140.2768,55,132311,3637,65536,0,3,127
533613367,70497.83,140.2926,55,132557,2886,65536,0,3,127
534614362,70643.07,140.30217,55,132805,4732,65536,0,3,127
535615350,70792.68,140.32034,55,133051,2015,65536,0,3,127
536616353,70938.14,140.33023,55,133299,3912,65536,0,3,127
537617382,71085.34,140.3435,55,133545,3641,65536,0,3,127
538618348,71232.0,140.35567,55,133793,4105,65536,0,3,127
539619444,71377.2,140.3649,55,134041,6266,65536,0,3,127
540620344,71527.83,140.3848,55,134287,2465,65536,0,3,127
541621356,71672.09,140.39212,55,134535,5358,65536,0,3,127
542622388,71820.78,140.40805,55,134781,4256,65536,0,3,127
543623355,71965.84,140.41687,55,135029,6314,65536,0,3,127
544624370,72115.836,140.43524,55,135275,3180,65536,0,3,127
545625374,72260.13,140.44247,55,135523,6204,65536,0,3,127
546626358,72351.11,140.34625,55,135771,63662,65536,0,3,127
550630353,72542.17,139.63235,59,136759,4711,65536,0,3,127
551631352,72691.79,139.65126,59,137005,2663,65536,0,3,127
552632389,72836.17,139.66005,59,137253,5480,65536,0,3,127
553633540,72985.76,139.67874,59,137501,2916,65536,0,3,127
554634367,73132.85,139.6927,59,137747,2970,65536,0,3,127
555635360,73280.0,139.70663,59,137995,2906,65536,0,3,127
556636347,73424.875,139.71622,59,138241,4989,65536,0,3,127
557637392,73574.625,139.73499,59,138489,2553,65536,0,3,127
558638347,73720.17,139.74576,59,138735,3923,65536,0,3,127
559639353,73864.82,139.75478,59,138983,6445,65536,0,3,127
560640360,74014.61,139.77344,59,139231,4426,65536,0,3,127
561641359,74161.72,139.78702,59,139477,4094,65536,0,3,127
562642397,74308.625,139.80014,59,139725,4303,65536,0,3,127
563643373,74455.97,139.81404,59,139971,3666,65536,0,3,127
564644356,74603.36,139.82799,59,140219,3841,65536,0,3,127
565645467,74752.0,139.8442,59,140467,2138,65536,0,3,127
566646349,74898.05,139.85555,59,140713,3403,65536,0,3,127
567647386,75042.98,139.86473,59,140961,5593,65536,0,3,127
568648344,75191.67,139.8809,59,141207,3637,65536,0,3,127
569649353,75337.72,139.8921,59,141455,4958,65536,0,3,127
570650387,75487.234,139.90967,59,141701,2712,65536,0,3,127
571651352,75631.49,139.91745,59,141949,5207,65536,0,3,127
572652778,75780.22,139.93335,59,142197,4299,65536,0,3,127
573653346,75925.78,139.94357,59,142443,5632,65536,0,3,127
574654358,76075.414,139.96115,59,142691,3046,65536,0,3,127
575655347,76223.984,139.97672,59,142937,1578,65536,0,3,127
576656352,76369.51,139.98662,59,143185,3258,65536,0,3,127
577657378,76514.98,139.99637,59,143431,4786,65536,0,3,127
578658347,76664.81,140.0141,59,143679,2192,65536,0,3,127
579659381,76808.83,140.02113,59,143927,5361,65536,0,3,127
580660348,76959.06,140.03947,59,144173,1929,65536,0,3,127
581661603,77103.55,140.04723,59,144421,5359,65536,0,3,127
582662377,77252.055,140.06236,59,144667,3299,65536,0,3,127
583663353,77397.664,140.07216,59,144915,4795,65536,0,3,127
584664351,77546.06,140.08694,59,145161,3961,65536,0,3,127
585665346,77691.42,140.0962,59,145409,5811,65536,0,3,127
586666440,77840.984,140.11298,59,145657,3258,65536,0,3,127
587667374,77985.75,140.1211,59,145903,5707,65536,0,3,127
588668353,78136.28,140.13951,59,146151,2208,65536,0,3,127
589669351,78280.56,140.14668,59,146397,4915,65536,0,3,127
590670360,78430.555,140.16402,59,146645,2607,65536,0,3,127
591671345,78575.77,140.17279,59,146891,3830,65536,0,3,127
592672378,78724.14,140.18712,59,147139,2880,65536,0,3,127
593673354,78869.83,140.19667,59,147387,4148,65536,0,3,127
594674355,79019.875,140.2139,59,147633,1354,65536,0,3,127
595675351,79163.87,140.22034,59,147881,4547,65536,0,3,127
596676344,79313.75,140.23717,59,148127,1588,65536,0,3,127
597677384,79459.17,140.24608,59,148375,3353,65536,0,3,127
598678349,79607.75,140.26051,59,148621,1636,65536,0,3,127
599679381,79753.17,140.26933,59,148869,4027,65536,0,3,127
600681077,79901.31,140.28273,59,149117,2968,65536,0,3,127
601681370,80047.06,140.29224,59,149363,3562,65536,0,3,127
602682385,80192.0,140.30013,59,149611,6023,65536,0,3,127
603683355,80341.336,140.31566,59,149857,3990,65536,0,3,127
604684356,80487.305,140.32527,59,150105,5132,65536,0,3,127
605685345,80635.4,140.33855,59,150351,4236,65536,0,3,127
606686352,80784.49,140.35353,59,150599,2163,65536,0,3,127
607687404,80930.49,140.36305,59,150847,3299,65536,0,3,127
608688362,81075.76,140.3713,59,151093,5187,65536,0,3,127
609689357,81224.4,140.38538,59,151341,4129,65536,0,3,127
610690418,81369.99,140.39409,59,151587,5045,65536,0,3,127
611691348,81520.13,140.41064,59,151835,2138,65536,0,3,127
612692485,81664.0,140.41634,59,152083,5828,65536,0,3,127
613693356,81814.13,140.4328,59,152329,2603,65536,0,3,127
614694355,81959.61,140.4412,59,152577,4573,65536,0,3,127
615695344,82105.234,140.44983,59,152823,5758,65536,0,3,127
616696357,82253.64,140.46318,59,153071,4388,65536,0,3,127
617697385,82403.53,140.479,59,153317,1818,65536,0,3,127
618698352,82549.016,140.48729,59,153565,3510,65536,0,3,127
619700115,82696.39,140.49855,59,153813,3656,65536,0,3,127
620700346,82841.31,140.50601,59,154059,5490,65536,0,3,127
621701357,82990.39,140.5203,59,154307,3890,65536,0,3,127
622702379,83132.734,140.52313,59,154553,8151,65536,0,3,127
627707378,83307.19,139.63666,60,155789,4868,65536,0,3,127
628708352,83456.0,139.6518,60,156037,3102,65536,0,3,127
629709347,83601.734,139.66171,60,156283,4516,65536,0,3,127
630710351,83750.99,139.67749,60,156531,2320,65536,0,3,127
631711354,83896.56,139.68707,60,156777,4184,65536,0,3,127
632712397,84045.23,139.70175,60,157025,3307,65536,0,3,127
633713623,84189.305,139.70872,60,157273,6411,65536,0,3,127
634714358,84338.56,139.72438,60,157519,3775,65536,0,3,127
635715382,84484.67,139.7347,60,157767,5246,65536,0,3,127
636716362,84630.04,139.74377,60,158013,6869,65536,0,3,127
637717387,84779.92,139.76027,60,158261,4225,65536,0,3,127
638718349,84928.0,139.77373,60,158507,2995,65536,0,3,127
639719374,85044.31,139.73494,63,158755,4435,65536,0,3,127
640720355,85117.86,139.62613,65,159003,39142,65536,0,3,127
641721346,85300.25,139.69594,65,159249,2719,65536,0,3,127
642722389,85444.18,139.70262,65,159497,6228,65536,0,3,127
643723343,85593.875,139.71873,65,159743,3593,65536,0,3,127
644724356,85739.7,139.72845,65,159991,4903,65536,0,3,127
645725347,85888.0,139.74216,65,160237,3483,65536,0,3,127
646726383,86032.41,139.74951,65,160485,6491,65536,0,3,127
647727384,86182.32,139.76576,65,160733,3587,65536,0,3,127
648728367,86329.02,139.77678,65,160979,3780,65536,0,3,127
649729369,86476.414,139.78885,65,161227,3790,65536,0,3,127
650730348,86621.83,139.79771,65,161473,5361,65536,0,3,127
651731358,86770.03,139.81102,65,161721,4647,65536,0,3,127
652732377,86916.86,139.82208,65,161967,4992,65536,0,3,127
653733352,87065.92,139.8367,65,162215,3021,65536,0,3,127
654734377,87211.4,139.84552,65,162463,4676,65536,0,3,127
655735354,87360.0,139.85931,65,162709,3219,65536,0,3,127
656736352,87505.25,139.8677,65,162957,5054,65536,0,3,127
657737403,87652.695,139.87958,65,163203,4588,65536,0,3,127
658738349,87800.86,139.89256,65,163451,3778,65536,0,3,127
659739448,87949.09,139.90558,65,163698,2416,65536,0,3,127
660740350,88095.29,139.91537,65,163945,3357,65536,0,3,127
661741734,88240.04,139.92273,65,164193,6434,65536,0,3,127
662742376,88388.27,139.93575,65,164439,4951,65536,0,3,127
663743374,88534.07,139.94481,65,164687,6302,65536,0,3,127
664744384,88684.71,139.96146,65,164933,2712,65536,0,3,127
665745375,88832.0,139.97278,65,165181,2530,65536,0,3,127
666746562,88977.21,139.98076,65,165429,4404,65536,0,3,127
667747374,89126.5,139.99521,65,165675,2225,65536,0,3,127
668748351,89271.69,140.00314,65,165923,4192,65536,0,3,127
669749348,89421.016,140.0175,65,166169,1717,65536,0,3,127
670750359,89565.695,140.02457,65,166417,4866,65536,0,3,127
671751344,89712.14,140.0344,65,166663,4901,65536,0,3,127
672752375,89860.16,140.0466,65,166911,3925,65536,0,3,127
673753418,90006.22,140.05574,65,167159,5216,65536,0,3,127
674754354,90152.88,140.06581,65,167405,5956,65536,0,3,127
675755351,90304.0,140.08273,65,167653,1826,65536,0,3,127
676756344,90449.26,140.09053,65,167899,3762,65536,0,3,127
677757391,90594.5,140.09827,65,168147,5678,65536,0,3,127
678758347,90745.234,140.11449,65,168393,1802,65536,0,3,127
679759348,90888.54,140.11917,65,168641,5890,65536,0,3,127
680760466,91038.164,140.13358,65,168889,3287,65536,0,3,127
681761346,91184.766,140.14333,65,169135,3564,65536,0,3,127
682762467,91264.0,140.0496,67,169383,49994,65536,0,3,127
683763356,91456.0,140.12901,67,169629,3861,65536,0,3,127
684764355,91604.93,140.14227,67,169877,1999,65536,0,3,127
685765367,91751.25,140.1515,67,170123,2785,65536,0,3,127
686766380,91896.25,140.15868,67,170371,4851,65536,0,3,127
687767389,92045.08,140.17165,67,170619,3090,65536,0,3,127
688768348,92191.2,140.1805,67,170865,3961,65536,0,3,127
689769360,92338.97,140.19182,67,171113,3708,65536,0,3,127
690770347,92484.37,140.1995,67,171359,4920,65536,0,3,127
691771357,92633.266,140.21245,67,171607,3708,65536,0,3,127
692772385,92778.59,140.21996,67,171853,5385,65536,0,3,127
693773382,92928.0,140.23361,67,172101,3040,65536,0,3,127
694774572,93048.34,140.20338,67,172349,30669,65536,0,3,127
697777407,93132.58,139.69823,70,173089,4015,65536,0,3,127
698778388,93279.04,139.70815,70,173337,5132,65536,0,3,127
699779348,93428.77,139.72295,70,173583,1812,65536,0,3,127
700780354,93572.04,139.72803,70,173831,5941,65536,0,3,127
701781370,93721.7,139.74263,70,174079,3299,65536,0,3,127
702782384,93868.375,139.75273,70,174325,4031,65536,0,3,127
703783416,94016.0,139.76422,70,174573,3702,65536,0,3,127
704784370,94161.16,139.77203,70,174819,5520,65536,0,3,127
705785357,94310.41,139.78589,70,175067,3287,65536,0,3,127
706786448,94455.38,139.79333,70,175314,5510,65536,0,3,127
707787380,94604.66,139.80714,70,175561,3299,65536,0,3,127
708788357,94750.52,139.81589,70,175809,4536,65536,0,3,127
709789345,94896.53,139.8248,70,176055,5553,65536,0,3,127
710790352,95044.33,139.83633,70,176303,4813,65536,0,3,127
711791384,95194.44,139.85121,70,176549,2003,65536,0,3,127
712792386,95339.66,139.85889,70,176797,4195,65536,0,3,127
713793559,95488.0,139.87106,70,177045,2895,65536,0,3,127
714794346,95632.77,139.87808,70,177291,5103,65536,0,3,127
715795360,95780.77,139.88972,70,177539,4359,65536,0,3,127
716796347,95927.44,139.89941,70,177785,4653,65536,0,3,127
717797388,96076.51,139.91255,70,178033,2713,65536,0,3,127
718798349,96221.28,139.91943,70,178279,5213,65536,0,3,127
719799349,96368.836,139.93031,70,178527,4763,65536,0,3,127
720800376,96516.17,139.94084,70,178775,4469,65536,0,3,127
721801351,96649.37,139.93088,70,179021,19233,65536,0,3,127
722802649,96807.16,139.95642,71,179269,6118,65536,0,3,127
723803344,96955.66,139.96863,71,179515,4473,65536,0,3,127
724804355,97101.05,139.97624,71,179763,6022,65536,0,3,127
725805346,97249.88,139.98878,71,180009,4504,65536,0,3,127
726806346,97396.62,139.99829,71,180257,4851,65536,0,3,127
727807467,97544.15,140.00888,71,180505,4658,65536,0,3,127
728808344,97691.09,140.01863,71,180751,4639,65536,0,3,127
729809382,97839.41,140.0303,71,180999,3368,65536,0,3,127
730810358,97988.07,140.04243,71,181245,2267,65536,0,3,127
731811364,98132.93,140.0491,71,181493,4599,65536,0,3,127
732812407,98280.34,140.0594,71,181739,3885,65536,0,3,127
733813373,98427.41,140.06918,71,181987,4258,65536,0,3,127
734814361,98572.97,140.07678,71,182235,5634,65536,0,3,127
735815352,98722.625,140.0902,71,182481,3068,65536,0,3,127
736816355,98869.43,140.09949,71,182729,3391,65536,0,3,127
737817379,99016.8,140.10957,71,182975,2976,65536,0,3,127
738818387,99161.055,140.11523,71,183223,6131,65536,0,3,127
739819351,99310.63,140.1284,71,183469,3368,65536,0,3,127
740820376,99456.0,140.13557,71,183717,5154,65536,0,3,127
741821843,99605.81,140.14891,71,183965,3075,65536,0,3,127
742822429,99750.66,140.1554,71,184211,4826,65536,0,3,127
743823357,99898.41,140.16586,71,184459,4514,65536,0,3,127
744824352,100045.75,140.17572,71,184705,4317,65536,0,3,127
745825353,100191.2,140.1829,71,184953,6075,65536,0,3,127
746826344,100338.5,140.19266,71,185199,5705,65536,0,3,127
747827354,100488.92,140.20673,71,185447,2542,65536,0,3,127
748828379,100634.12,140.21347,71,185695,4467,65536,0,3,127
749829360,100780.52,140.22191,71,185941,4996,65536,0,3,127
750830354,100928.0,140.2318,71,186189,4839,65536,0,3,127
751831371,101077.44,140.24437,71,186435,2242,65536,0,3,127
752832394,101221.97,140.2501,71,186683,5295,65536,0,3,127
753833455,101371.67,140.26299,71,186930,2736,65536,0,3,127
754834356,101517.27,140.27019,71,187177,4256,65536,0,3,127
755835356,101666.55,140.28241,71,187425,2004,65536,0,3,127
756836344,101811.7,140.28894,71,187671,3792,65536,0,3,127
757837392,101956.41,140.29482,71,187919,6352,65536,0,3,127
758838379,102105.53,140.30675,71,188165,4119,65536,0,3,127
759839347,102254.99,140.31914,71,188413,1920,65536,0,3,127
760841042,102400.0,140.32524,71,188661,4486,65536,0,3,127
761841345,102545.44,140.33217,71,188907,5568,65536,0,3,127
762842391,102696.055,140.34601,71,189155,2488,65536,0,3,127
763843352,102842.87,140.35466,71,189401,2603,65536,0,3,127
764844359,102936.89,140.29132,71,189649,56985,65536,0,3,127
768848346,103079.26,139.72289,75,190644,2408,65536,0,3,127
769849353,103222.805,139.72789,75,190892,6056,65536,0,3,127
770850345,103373.5,139.74251,75,191138,2159,65536,0,3,127
771851352,103518.52,139.74945,75,191391,3934,65536,0,3,127
772852386,103667.15,139.76122,75,191637,2694,65536,0,3,127
773853352,103812.8,139.76898,75,191885,4123,65536,0,3,127
774854443,103960.92,139.78,75,192133,3320,65536,0,3,127
775855344,104107.39,139.78882,75,192379,3754,65536,0,3,127
776856416,104256.0,139.80043,75,192634,1789,65536,0,3,127
777857386,104400.97,139.80717,75,192880,4077,65536,0,3,127
778858358,104550.11,139.81949,75,193128,2379,65536,0,3,127
779859346,104697.06,139.82883,75,193374,1940,65536,0,3,127
780860382,104840.54,139.83348,75,193622,5868,65536,0,3,127
781861362,104990.63,139.84697,75,193870,3055,65536,0,3,127
782862450,105135.35,139.85326,75,194116,5336,65536,0,3,127
783863355,105284.63,139.86562,75,194364,3320,65536,0,3,127
784864392,105430.33,139.87315,75,194610,4457,65536,0,3,127
785865356,105579.766,139.88565,75,194858,2009,65536,0,3,127
786866346,105727.266,139.89554,75,195104,1677,65536,0,3,127
787867378,105872.33,139.90218,75,195359,3279,65536,0,3,127
788868366,106018.33,139.91005,75,195607,4415,65536,0,3,127
789869370,106165.234,139.91908,75,195853,4678,65536,0,3,127
790870351,106312.18,139.92815,75,196101,4805,65536,0,3,127
791871348,106458.56,139.93645,75,196347,5381,65536,0,3,127
792872392,106606.18,139.94635,75,196595,5545,65536,0,3,127
793873344,106752.0,139.95387,75,196846,5599,65536,0,3,127
794874354,106901.14,139.96571,75,197094,3967,65536,0,3,127
795875380,107046.79,139.97295,75,197342,5658,65536,0,3,127
796876358,107196.72,139.98578,75,197588,2603,65536,0,3,127
797877387,107341.25,139.99152,75,197836,5249,65536,0,3,127
798878373,107490.03,140.00278,75,198082,3575,65536,0,3,127
799879351,107635.88,140.01021,75,198330,4836,65536,0,3,127
800880443,107784.305,140.02095,75,198577,3328,65536,0,3,127
801881347,107930.05,140.02821,75,198824,4922,65536,0,3,127
802882735,108079.51,140.04016,75,199072,2939,65536,0,3,127
803883344,108224.0,140.04584,75,199325,4870,65536,0,3,127
804884358,108373.516,140.05788,75,199573,2613,65536,0,3,127
805885388,108520.18,140.06622,75,199819,2866,65536,0,3,127
806886354,108664.3,140.07127,75,200067,5931,65536,0,3,127
807887574,108812.52,140.08154,75,200315,4994,65536,0,3,127
808888344,108958.125,140.08849,75,200561,6229,65536,0,3,127
809889388,109108.07,140.10097,75,200809,3258,65536,0,3,127
810890347,109239.24,140.08934,75,201061,19274,65536,0,3,127
814894389,109414.51,139.5973,81,202051,3283,65536,0,3,127
815895349,109560.016,139.60466,81,202297,4762,65536,0,3,127
816896379,109708.75,139.61609,81,202545,3287,65536,0,3,127
817897383,109854.24,139.6234,81,202791,4973,65536,0,3,127
818898355,110003.85,139.6359,81,203039,2386,65536,0,3,127
819899381,110148.5,139.64207,81,203285,4932,65536,0,3,127
820900354,110298.125,139.65454,81,203533,2814,65536,0,3,127
821901714,110442.89,139.66077,81,203781,5218,65536,0,3,127
822902374,110592.0,139.67258,81,204027,2727,65536,0,3,127
823903376,110737.44,139.67967,81,204275,4864,65536,0,3,127
824904354,110883.27,139.68726,81,204521,5999,65536,0,3,127
825905352,111032.77,139.69942,81,204769,3747,65536,0,3,127
826906344,111181.17,139.71017,81,205015,2078,65536,0,3,127
827907380,111326.55,139.7171,81,205263,3812,65536,0,3,127
828908355,111475.44,139.72844,81,205511,2086,65536,0,3,127
829909357,111620.63,139.7351,81,205757,4338,65536,0,3,127
830910362,111766.484,139.74257,81,206005,5614,65536,0,3,127
831911381,111914.47,139.75269,81,206251,4209,65536,0,3,127
832912412,112064.0,139.76471,81,206499,2139,65536,0,3,127
833913368,112208.695,139.77068,81,206745,5129,65536,0,3,127
834914391,112358.16,139.78255,81,206993,2718,65536,0,3,127
835915386,112503.984,139.7899,81,207241,4032,65536,0,3,127
836916369,112652.6,139.80069,81,207487,2502,65536,0,3,127
837917387,112798.22,139.80772,81,207735,4061,65536,0,3,127
838918347,112944.07,139.81503,81,207981,5111,65536,0,3,127
839919359,113092.24,139.82518,81,208229,4716,65536,0,3,127
840920345,113238.08,139.83244,81,208475,5345,65536,0,3,127
841921351,113384.234,139.84007,81,208723,6772,65536,0,3,127
842922406,113531.58,139.84912,81,208971,6743,65536,0,3,127
843923395,113681.86,139.86179,81,209217,3195,65536,0,3,127
844924353,113829.63,139.87135,81,209465,2480,65536,0,3,127
845925417,113975.64,139.8787,81,209711,3663,65536,0,3,127
846926353,114120.89,139.88513,81,209959,5528,65536,0,3,127
847927485,114269.92,139.89612,81,210206,3359,65536,0,3,127
848928349,114415.37,139.90276,81,210453,5304,65536,0,3,127
849929359,114564.19,139.91348,81,210701,3575,65536,0,3,127
850930345,114709.27,139.91962,81,210947,5515,65536,0,3,127
851931398,114859.84,139.93242,81,211195,2208,65536,0,3,127
852932389,115004.82,139.93839,81,211441,4633,65536,0,3,127
853933356,115153.04,139.94827,81,211689,3499,65536,0,3,127
854934577,115298.59,139.95488,81,211937,5329,65536,0,3,127
855935345,115448.45,139.96677,81,212183,2196,65536,0,3,127
856936360,115594.04,139.97339,81,212431,3762,65536,0,3,127
857937382,115742.22,139.98314,81,212677,2782,65536,0,3,127
858938359,115887.85,139.9898,81,212925,4705,65536,0,3,127
859939346,116036.14,139.99965,81,213171,2866,65536,0,3,127
860940345,116181.625,140.00609,81,213419,4723,65536,0,3,127
861941412,116327.92,140.01349,81,213667,5625,65536,0,3,127
862942381,116477.94,140.02534,81,213913,2907,65536,0,3,127
863943603,116624.5,140.03299,81,214161,3708,65536,0,3,127
864944380,116770.73,140.04028,81,214407,4433,65536,0,3,127
865945358,116915.85,140.04622,81,214655,6463,65536,0,3,127
866946345,117065.18,140.05714,81,214901,4195,65536,0,3,127
867947379,117210.15,140.06284,81,215149,6453,65536,0,3,127
868948593,117345.336,140.05682,81,215397,19161,65536,0,3,127
870950378,117552.266,139.96939,82,215891,3203,65536,0,3,127
871951352,117700.0,139.97847,82,216137,2367,65536,0,3,127
872952390,117845.83,139.98524,82,216385,3733,65536,0,3,127
873953345,117992.53,139.99304,82,216631,3492,65536,0,3,127
874954371,118140.516,140.00235,82,216879,3075,65536,0,3,127
875955363,118242.38,139.95705,82,217127,49596,65536,0,3,127
879959352,118392.34,139.47354,84,218115,3287,65536,0,3,127
880960353,118540.9,139.48405,84,218361,2086,65536,0,3,127
881961387,118685.47,139.48987,84,218609,4448,65536,0,3,127
882962846,118831.77,139.49763,84,218857,5680,65536,0,3,127
883963368,118980.21,139.50803,84,219103,3562,65536,0,3,127
884964358,119125.875,139.51508,84,219351,5746,65536,0,3,127
885965349,119275.69,139.52695,84,219597,2866,65536,0,3,127
886966350,119424.0,139.53706,84,219845,1610,65536,0,3,127
887967378,119569.92,139.54436,84,220091,2907,65536,0,3,127
888968392,119716.39,139.55225,84,220339,3492,65536,0,3,127
889969353,119863.75,139.56119,84,220587,3299,65536,0,3,127
890970349,120008.63,139.56721,84,220833,5707,65536,0,3,127
891971359,120159.14,139.57976,84,221081,2632,65536,0,3,127
892972401,120303.25,139.58484,84,221327,5045,65536,0,3,127
893973349,120452.3,139.59566,84,221575,3733,65536,0,3,127
894974451,120598.195,139.60277,84,221822,4807,65536,0,3,127
895975353,120747.46,139.6138,84,222069,2574,65536,0,3,127
896976351,120896.0,139.62395,84,222317,1346,65536,0,3,127
897977378,121040.766,139.62971,84,222563,3546,65536,0,3,127
898978353,121186.46,139.63655,84,222811,5004,65536,0,3,127
899979394,121336.734,139.64862,84,223057,1790,65536,0,3,127
900980349,121480.84,139.6536,84,223305,4836,65536,0,3,127
901982029,121629.69,139.66388,84,223553,3474,65536,0,3,127
902982374,121775.07,139.67038,84,223799,5132,65536,0,3,127
903983356,121924.34,139.68123,84,224047,2880,65536,0,3,127
904984355,122069.06,139.68683,84,224293,5161,65536,0,3,127
905985351,122215.77,139.6947,84,224541,5777,65536,0,3,127
906986347,122365.54,139.70604,84,224787,2866,65536,0,3,127
907987378,122509.8,139.71106,84,225035,5758,65536,0,3,127
908988444,122658.46,139.7211,84,225283,4363,65536,0,3,127
909989348,122807.93,139.73204,84,225529,1779,65536,0,3,127
910990359,122952.52,139.73741,84,225777,4828,65536,0,3,127
911991344,123102.484,139.74886,84,226023,1534,65536,0,3,127
912992437,123249.01,139.75636,84,226271,2138,65536,0,3,127
913993354,123396.336,139.7648,84,226517,2223,65536,0,3,127
914994348,123541.914,139.77121,84,226765,3986,65536,0,3,127
915995465,123688.414,139.77864,84,227013,4650,65536,0,3,127
916996345,123835.02,139.78622,84,227259,5005,65536,0,3,127
917997411,123984.55,139.79703,84,227507,2863,65536,0,3,127
918998350,124131.25,139.80466,84,227753,2947,65536,0,3,127
919999362,124276.41,139.81053,84,228001,5355,65536,0,3,127
921000344,124424.81,139.82002,84,228247,3631,65536,0,3,127
922001373,124570.02,139.82591,84,228495,5993,65536,0,3,127
923002392,124720.195,139.83736,84,228743,2922,65536,0,3,127
924003462,124864.0,139.84164,84,228989,6107,65536,0,3,127
925004357,125013.9,139.85275,84,229237,3409,65536,0,3,127
926005406,125158.69,139.8581,84,229483,5520,65536,0,3,127
927006357,125307.195,139.86758,84,229731,4181,65536,0,3,127
928007378,125454.05,139.87523,84,229977,4346,65536,0,3,127
929008375,125599.73,139.88155,84,230225,5817,65536,0,3,127
930009544,125747.71,139.89037,84,230473,5580,65536,0,3,127
931010345,125896.766,139.90044,84,230719,2988,65536,0,3,127
932011357,126041.98,139.90616,84,230967,5315,65536,0,3,127
933012413,126191.445,139.91661,84,231213,2988,65536,0,3,127
934013359,126336.0,139.9216,84,231461,5568,65536,0,3,127
935014350,126485.84,139.93242,84,231707,2343,65536,0,3,127
936015351,126630.62,139.9376,84,231955,5213,65536,0,3,127
937016421,126780.9,139.94887,84,232203,1900,65536,0,3,127
938017381,126925.08,139.95338,84,232449,4997,65536,0,3,127
939018457,127071.17,139.95998,84,232697,6450,65536,0,3,127
940019376,127216.34,139.96558,84,232943,7797,65536,0,3,127
941020353,127368.07,139.97835,84,233191,3309,65536,0,3,127
942021496,127514.45,139.9852,84,233439,4498,65536,0,3,127
943022383,127663.27,139.99475,84,233685,2632,65536,0,3,127
944023356,127808.0,139.99979,84,233933,5308,65536,0,3,127
945024345,127957.75,140.0103,84,234179,2383,65536,0,3,127
946025359,128102.625,140.01547,84,234427,4639,65536,0,3,127
947026387,128251.266,140.02472,84,234673,3204,65536,0,3,127
948027383,128396.61,140.03038,84,234921,5018,65536,0,3,127
949028584,128545.555,140.0399,84,235169,3198,65536,0,3,127
950029347,128690.71,140.04535,84,235415,5098,65536,0,3,127
951030351,128840.7,140.05603,84,235663,2129,65536,0,3,127
952031347,128986.14,140.0617,84,235909,3678,65536,0,3,127
957036357,129160.305,139.49272,88,237145,5650,65536,0,3,127
958037387,129309.56,139.5031,88,237393,3461,65536,0,3,127
959038348,129455.414,139.5098,88,237639,4755,65536,0,3,127
960039353,129604.164,139.51959,88,237887,3075,65536,0,3,127
961040354,129749.414,139.5256,88,238133,5236,65536,0,3,127
962041383,129897.625,139.53477,88,238381,4304,65536,0,3,127
963042479,130044.03,139.54199,88,238629,5031,65536,0,3,127
964043344,130193.19,139.55217,88,238875,2254,65536,0,3,127
965044357,130338.68,139.55836,88,239123,4303,65536,0,3,127
966045352,130484.32,139.56473,88,239369,5614,65536,0,3,127
967046353,130632.34,139.57362,88,239617,4640,65536,0,3,127
