timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
31609416,31608958,2424842,2424842,0.00012474014,-4.441031e-05,2.1760166e-05,-0.001681332,9.7228e-05,-0.04793159,4889,4889,0
32107988,32107534,2424842,2424842,-0.0001780602,-0.0011198532,7.373046e-05,0.00055644254,-0.0052815527,-0.043225687,4887,4887,0
32611458,32610998,2424842,2424842,0.00027110818,0.0005664476,6.5316024e-05,-0.004322158,0.0005954204,-0.055729255,4886,4886,0
33110061,33109575,2424842,2424842,-0.0002784872,-4.2332656e-05,0.00026468327,0.00023240397,0.0048682676,-0.048961036,4889,4889,0
33613526,33613038,2424842,2424842,-0.0002811581,4.82e-06,0.00060046365,-0.006018511,0.0065852567,-0.04928322,4886,4886,0
34112075,34111616,2424842,2424842,-4.789669e-05,-0.00016274619,0.0005143683,-0.0032727893,0.0029710953,-0.053923234,4889,4889,0
34610653,34610190,2424842,2424842,-3.3271e-05,0.0008986256,-0.00026106893,0.0005144741,0.0069157146,-0.042390432,4888,4888,0
35109276,35108766,2424842,2424842,-0.00014495499,-0.00096516986,-0.0016089171,0.0073348144,0.0057466873,-0.05683689,4889,4889,0
35607798,35607342,2424842,2424842,0.00015029607,-1.0737611e-05,-0.0022270568,-0.008374873,-0.0022992902,-0.04452467,4888,4888,0
36111281,36110806,2424842,2424842,0.00030582747,-0.0006032134,-0.0022252805,0.0020665363,0.0018847263,-0.04710128,4887,4887,0
36609876,36609382,2424842,2424842,-0.00054967916,0.00036769698,-0.0018653914,0.00048151633,-0.0006000852,-0.04387955,4888,4888,0
37113324,37112847,2424842,2424842,-0.00062983,0.00047388516,-0.001940083,-0.0048784884,-0.004243755,-0.043921605,4889,4889,0
37611915,37611422,2424842,2424842,0.00036246175,0.00081877067,-0.0014284446,-0.0069450173,-0.0017007496,-0.045665383,4888,4888,0
38110451,38109997,2424842,2424842,0.00017254174,7.435154e-05,0.0002833675,0.0049378546,0.0007369033,-0.048688855,4887,4887,0
38613924,38613462,2424842,2424842,-0.00046459175,0.00017760666,0.0008512862,0.006082527,0.0016354147,-0.04702476,4888,4888,0
39112501,39112038,2424842,2424842,-0.0005071538,-4.1902185e-06,0.00018162989,0.0034301889,-0.0027293388,-0.04831928,4888,4888,0
39611102,39610616,2424842,2424842,-2.220963e-05,0.0006761032,-0.00015856218,0.00014933269,0.0057388535,-0.039391562,4890,4890,0
40109648,40109190,2424842,2424842,1.0996442e-05,-0.00025658862,-0.00064403465,-0.0067738523,0.0011520718,-0.044998977,4888,4888,0
40613113,40612657,2424842,2424842,0.00018538663,-0.00020411986,-0.0001775526,-0.009769597,0.005253363,-0.03391059,4891,4891,0
41111688,41111230,2424842,2424842,-0.00014824906,0.00035624552,9.215682e-05,0.007164765,0.004190072,-0.046849456,4888,4888,0
41610308,41609820,2424842,2424842,-0.000119126824,-0.00017090721,7.981232e-05,0.0034239036,-0.0002124963,-0.05040007,4903,4903,0
42108844,42108382,2424842,2424842,9.2617825e-05,-0.00023104758,-0.00028676545,-0.006815323,0.0030850647,-0.03816202,4888,4888,0
