timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
32098271,0,-34.620815,-34.620792,-1000.0,0
33110093,0,-34.620815,-34.620792,-1000.0,0
34107236,0,-34.620815,-34.620792,-1000.0,0
35104362,0,-34.620815,-34.620792,-1000.0,0
36101551,0,-34.620815,-34.620792,-1000.0,0
37113361,0,-34.620815,-34.620792,-1000.0,0
38110487,0,-34.620815,-34.620792,-1000.0,0
39107699,0,-34.620815,-34.620792,-1000.0,0
40104817,0,-34.620815,-34.620792,-1000.0,0
41101944,0,-34.620815,-34.620792,-1000.0,0
42099101,0,-34.620815,-34.620792,-1000.0,0
43110918,0,-34.620815,-34.620792,-1000.0,0
44108063,0,-34.620815,-34.620792,-1000.0,0
45105262,0,-34.620815,-34.620792,-1000.0,0
46102418,0,-34.620815,-34.620792,-1000.0,0
47099554,0,-34.620815,-34.620792,-1000.0,0
48111339,0,-34.620815,-34.620792,-1000.0,0
49108492,0,-34.620815,-34.620792,-1000.0,0
50105639,0,-34.620815,-34.620792,-1000.0,0
53111763,0,-34.620815,-34.620792,-1000.0,0
54108912,0,-34.620815,-34.620792,-1000.0,0
55106103,0,-34.620815,-34.620792,-1000.0,0
56103213,0,-34.620815,-34.620792,-1000.0,0
57100360,0,-34.620815,-34.620792,-1000.0,0
58112172,0,-34.620815,-34.620792,-1000.0,0
59109342,0,-34.620815,-34.620792,-1000.0,0
60106479,0,-34.620815,-34.620792,-1000.0,0
61103628,0,-34.620815,-34.620792,-1000.0,0
62100856,0,-34.620815,-34.620792,-1000.0,0
63097931,0,-34.620815,-34.620792,-1000.0,0
64109756,0,-34.620815,-34.620792,-1000.0,0
65106900,0,-34.620815,-34.620792,-1000.0,0
66104054,0,-34.620815,-34.620792,-1000.0,0
67101234,0,-34.620815,-34.620792,-1000.0,0
68113020,0,-34.620815,-34.620792,-1000.0,0
69110199,0,-34.620815,-34.620792,-1000.0,0
70107350,0,-34.620815,-34.620792,-1000.0,0
71104477,0,-34.620815,-34.620792,-1000.0,0
72101659,0,-34.620815,-34.620792,-1000.0,0
73113445,0,-34.620815,-34.620792,-1000.0,0
74110604,0,-34.620815,-34.620792,-1000.0,0
75107774,0,-34.620815,-34.620792,-1000.0,0
76104901,0,-34.620815,-34.620792,-1000.0,0
77102051,0,-34.620815,-34.620792,-1000.0,0
78099241,0,-34.620815,-34.620792,-1000.0,0
79111037,0,-34.620815,-34.620792,-1000.0,0
80108172,0,-34.620815,-34.620792,-1000.0,0
81105332,0,-34.620815,-34.620792,-1000.0,0
82102479,0,-34.620815,-34.620792,-1000.0,0
83114298,0,-34.620815,-34.620792,-1000.0,0
84111485,0,-34.620815,-34.620792,-1000.0,0
85108599,0,-34.620815,-34.620792,-1000.0,0
86105748,0,-34.620815,-34.620792,-1000.0,0
87102899,0,-34.620815,-34.620792,-1000.0,0
88100053,0,-34.620815,-34.620792,-1000.0,0
89111869,0,-34.620815,-34.620792,-1000.0,0
90109023,0,-34.620815,-34.620792,-1000.0,0
91106206,0,-34.620815,-34.620792,-1000.0,0
92103353,0,-34.620815,-34.620792,-1000.0,0
93100481,0,-34.620815,-34.620792,-1000.0,0
94112321,0,-34.620815,-34.620792,-1000.0,0
95109445,0,-34.620815,-34.620792,-1000.0,0
96106598,0,-34.620815,-34.620792,-1000.0,0
97103748,0,-34.620815,-34.620792,-1000.0,0
98100899,0,-34.620815,-34.620792,-1000.0,0
99112773,0,-34.620815,-34.620792,-1000.0,0
100109919,0,-34.620815,-34.620792,-1000.0,0
101107020,0,-34.620815,-34.620792,-1000.0,0
102104173,0,-34.620815,-34.620792,-1000.0,0
103101324,0,-34.620815,-34.620792,-1000.0,0
104113143,0,-34.620815,-34.620792,-1000.0,0
105110307,0,-34.620815,-34.620792,-1000.0,0
106107441,0,-34.620815,-34.620792,-1000.0,0
107104602,0,-34.620815,-34.620792,-1000.0,0
108101749,0,-34.620815,-34.620792,-1000.0,0
109098933,0,-34.620815,-34.620792,-1000.0,0
110110758,0,-34.620815,-34.620792,-1000.0,0
111107867,0,-34.620815,-34.620792,-1000.0,0
112105023,0,-34.620815,-34.620792,-1000.0,0
113102169,0,-34.620815,-34.620792,-1000.0,0
118102598,0,-34.620815,-34.620792,-1000.0,0
119099750,0,-34.620815,-34.620792,-1000.0,0
120111568,0,-34.620815,-34.620792,-1000.0,0
121108765,0,-34.620815,-34.620792,-1000.0,0
122105959,0,-34.620815,-34.620792,-1000.0,0
123103050,0,-34.620815,-34.620792,-1000.0,0
124100193,0,-34.620815,-34.620792,-1000.0,0
125111993,0,-34.620815,-34.620792,-1000.0,0
126109182,0,-34.620815,-34.620792,-1000.0,0
127106325,0,-34.620815,-34.620792,-1000.0,0
128103464,0,-34.620815,-34.620792,-1000.0,0
129100620,0,-34.620815,-34.620792,-1000.0,0
130112420,0,-34.620815,-34.620792,-1000.0,0
131109566,0,-34.620815,-34.620792,-1000.0,0
132106739,0,-34.620815,-34.620792,-1000.0,0
133103871,0,-34.620815,-34.620792,-1000.0,0
134101026,0,-34.620815,-34.620792,-1000.0,0
135112862,0,-34.620815,-34.620792,-1000.0,0
136109992,0,-34.620815,-34.620792,-1000.0,0
137107141,0,-34.620815,-34.620792,-1000.0,0
138104294,0,-34.620815,-34.620792,-1000.0,0
139101476,0,-34.620815,-34.620792,-1000.0,0
140098634,0,-34.620815,-34.620792,-1000.0,0
141110444,0,-34.620815,-34.620792,-1000.0,0
142107595,0,-34.620815,-34.620792,-1000.0,0
143104720,0,-34.620815,-34.620792,-1000.0,0
144101872,0,-34.620815,-34.620792,-1000.0,0
145099020,0,-34.620815,-34.620792,-1000.0,0
146110851,0,-34.620815,-34.620792,-1000.0,0
147107990,0,-34.620815,-34.620792,-1000.0,0
148105133,0,-34.620815,-34.620792,-1000.0,0
149102318,0,-34.620815,-34.620792,-1000.0,0
150114109,0,-34.620815,-34.620792,-1000.0,0
151111267,0,-34.620815,-34.620792,-1000.0,0
152108414,0,-34.620815,-34.620792,-1000.0,0
153105561,0,-34.620815,-34.620792,-1000.0,0
154102746,0,-34.620815,-34.620792,-1000.0,0
155099893,0,-34.620815,-34.620792,-1000.0,0
156111687,0,-34.620815,-34.620792,-1000.0,0
157108844,0,-34.620815,-34.620792,-1000.0,0
158106016,0,-34.620815,-34.620792,-1000.0,0
159103142,0,-34.620815,-34.620792,-1000.0,0
160100310,0,-34.620815,-34.620792,-1000.0,0
163106412,0,-34.620815,-34.620792,-1000.0,0
164103566,0,-34.620815,-34.620792,-1000.0,0
165100725,0,-34.620815,-34.620792,-1000.0,0
166112535,0,-34.620815,-34.620792,-1000.0,0
167109685,0,-34.620815,-34.620792,-1000.0,0
168106873,0,-34.620815,-34.620792,-1000.0,0
169104022,0,-34.620815,-34.620792,-1000.0,0
170101174,0,-34.620815,-34.620792,-1000.0,0
171112991,0,-34.620815,-34.620792,-1000.0,0
172110156,0,-34.620815,-34.620792,-1000.0,0
173107335,0,-34.620815,-34.620792,-1000.0,0
174104445,0,-34.620815,-34.620792,-1000.0,0
175101599,0,-34.620815,-34.620792,-1000.0,0
176098756,0,-34.620815,-34.620792,-1000.0,0
177110572,0,-34.620815,-34.620792,-1000.0,0
178107707,0,-34.620815,-34.620792,-1000.0,0
179104877,0,-34.620815,-34.620792,-1000.0,0
180101990,0,-34.620815,-34.620792,-1000.0,0
181113803,0,-34.620815,-34.620792,-1000.0,0
182110973,0,-34.620815,-34.620792,-1000.0,0
183108109,0,-34.620815,-34.620792,-1000.0,0
184105309,0,-34.620815,-34.620792,-1000.0,0
185102413,0,-34.620815,-34.620792,-1000.0,0
186099565,0,-34.620815,-34.620792,-1000.0,0
187111384,0,-34.620815,-34.620792,-1000.0,0
188108534,0,-34.620815,-34.620792,-1000.0,0
189105683,0,-34.620815,-34.620792,-1000.0,0
190102861,0,-34.620815,-34.620792,-1000.0,0
191099994,0,-34.620815,-34.620792,-1000.0,0
192111833,0,-34.620815,-34.620792,-1000.0,0
193109000,0,-34.620815,-34.620792,-1000.0,0
194106108,0,-34.620815,-34.620792,-1000.0,0
195103259,0,-34.620815,-34.620792,-1000.0,0
