timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
31100651,2424842,0.0038874748,-0.0007435327,0.0010618796,2424842,0.0,0.0,0.21542884,592905,0.0,0.0,0.0
32102647,2424842,0.0038827409,-0.00071233173,0.0011782255,2424842,-0.01142707,0.0019793054,0.21618833,592905,0.0,0.0,0.0
33109575,2424842,0.0039274404,-0.00066524494,0.0021255708,2424842,-0.05859032,0.026236672,0.21932487,592905,0.0,0.0,0.0
34111616,2424842,0.003928695,-0.0006701379,0.0030146472,2424842,-0.08086262,0.033361346,0.22287999,592905,0.0,0.0,0.0
35108766,2424842,0.0039057892,-0.0006386734,0.003011226,2424842,-0.05858271,0.037660863,0.22363879,592905,0.0,0.0,0.0
36110806,2424842,0.0038872277,-0.000661444,0.0030008934,2424842,-0.06882248,0.044537134,0.22940716,592905,0.0,0.0,0.0
37107958,2424842,0.00388699,-0.0006345352,0.0030270088,2424842,-0.060235705,0.04651073,0.22803827,592905,0.0,0.0,0.0
38109997,2424842,0.0038518137,-0.00060764415,0.0030857238,2424842,-0.04953905,0.051426448,0.22965945,592905,0.0,0.0,0.0
39102262,2424842,0.0038161115,-0.00055411394,0.0031226038,2424842,-0.03915159,0.04891051,0.22641295,592905,0.0,0.0,0.0
40109190,2424842,0.0037759556,-0.0005485328,0.003467191,2424842,-0.02699838,0.048629656,0.22677743,592905,0.0,0.0,0.0
41111230,2424842,0.0037337132,-0.00050218444,0.0034219504,2424842,-0.022593142,0.046619546,0.22445403,592905,0.0,0.0,0.0
42108382,2424842,0.003679966,-0.00049345376,0.0033338428,2424842,-0.020007364,0.04817801,0.22266154,592905,0.0,0.0,0.0
43110422,2424842,0.0037061519,-0.0004101712,0.003138438,2424842,-0.019744767,0.044998415,0.2214037,592905,0.0,0.0,0.0
44107574,2424842,0.0037345786,-0.00031122164,0.0031153595,2424842,-0.017666087,0.042477317,0.22258037,592905,0.0,0.0,0.0
45109616,2424842,0.0037965267,-0.00027405427,0.0030993829,2424842,-0.017679965,0.040800817,0.22329037,592905,0.0,0.0,0.0
46111655,2424842,0.0038494305,-0.0003575413,0.0035122384,2424842,-0.019270806,0.039368723,0.22039999,592905,0.0,0.0,0.0
47099065,2424842,0.0037732131,-0.00040045267,0.0031138943,2424842,-0.021472977,0.04189572,0.22039205,592905,0.0,0.0,0.0
48110848,2424842,0.0037083263,-0.00045079156,0.002762414,2424842,-0.023807617,0.043007173,0.2206838,592905,0.0,0.0,0.0
49103110,2424842,0.003653459,-0.00051823,0.0029100343,2424842,-0.02658847,0.043352,0.21907552,592905,0.0,0.0,0.0
50110038,2424842,0.0036393877,-0.0005870142,0.0029746213,2424842,-0.02879897,0.042796064,0.22018817,592905,0.0,0.0,0.0
53111270,2424842,0.003984227,-0.0007029471,0.0045010517,2424842,-0.024160396,0.027749574,0.22799698,592905,0.0,0.0,0.0
54108422,2424842,0.004170007,-0.0007768657,0.0052253813,2424842,-0.024331642,0.022903858,0.23071107,592905,0.0,0.0,0.0
55110462,2424842,0.004208689,-0.0008543363,0.0056441575,2424842,-0.025067337,0.020785151,0.2293852,592905,0.0,0.0,0.0
56102726,2424842,0.0042736675,-0.0009160794,0.0061147474,2424842,-0.023937816,0.019997494,0.22786252,592905,0.0,0.0,0.0
57109656,2424842,0.0042492226,-0.00096558017,0.0063137133,2424842,-0.020775221,0.02044025,0.22205734,592905,0.0,0.0,0.0
58111694,2424842,0.0042272364,-0.0010004063,0.0064699533,2424842,-0.0192104,0.02102737,0.21838486,592905,0.0,0.0,0.0
59108848,2424842,0.0041423356,-0.0009937909,0.006509269,2424842,-0.021436969,0.02164836,0.22113904,592905,0.0,0.0,0.0
60110886,2424842,0.0040523475,-0.0009867476,0.0067593367,2424842,-0.024145119,0.023726769,0.22707787,592905,0.0,0.0,0.0
61112926,2424842,0.003986559,-0.0009629906,0.0070071686,2424842,-0.024056582,0.024649184,0.2282282,592905,0.0,0.0,0.0
62100345,2424842,0.0039632227,-0.00089987216,0.007318752,2424842,-0.022716574,0.024878867,0.22984795,592905,0.0,0.0,0.0
63102341,2424842,0.0039142654,-0.0009823957,0.0073237293,2424842,-0.0224522,0.02304562,0.23216552,592905,0.0,0.0,0.0
64109270,2424842,0.0039026018,-0.0011264498,0.006848146,2424842,-0.021714073,0.01899809,0.2356309,592905,0.0,0.0,0.0
65111310,2424842,0.003810388,-0.0012815075,0.0063217375,2424842,-0.022468638,0.012481984,0.24122024,592905,0.0,0.0,0.0
66108462,2424842,0.0038204282,-0.0013571177,0.005724124,2424842,-0.01875085,0.0048382105,0.2521116,592905,0.0,0.0,0.0
67110502,2424842,0.0038680285,-0.0013752681,0.005335526,2424842,-0.012842514,-0.0010873359,0.26428425,592905,0.0,0.0,0.0
68112542,2424842,0.003918706,-0.0013218528,0.0050439206,2424842,-0.0037152586,-0.0015924491,0.2757771,592905,0.0,0.0,0.0
69109694,2424842,0.0039709085,-0.0012426977,0.0047085313,2424842,0.0058175605,0.0022750432,0.28731963,592905,0.0,0.0,0.0
70101958,2424842,0.003988178,-0.0011654808,0.004402251,2424842,0.012133444,0.0063125244,0.2988301,592905,0.0,0.0,0.0
71103998,2424842,0.0039899363,-0.0011149809,0.0041738125,2424842,0.0149119,0.009149997,0.3100256,592905,0.0,0.0,0.0
72110926,2424842,0.0039939396,-0.0010661179,0.0039685955,2424842,0.014402108,0.013659681,0.32351074,592905,0.0,0.0,0.0
73108079,2424842,0.003968427,-0.0010036022,0.003752681,2424842,0.014313381,0.019823872,0.32842004,592905,0.0,0.0,0.0
74105232,2424842,0.0039580623,-0.0009738735,0.0036339057,2424842,0.012554525,0.02425811,0.3329651,592905,0.0,0.0,0.0
75107272,2424842,0.003923874,-0.000966501,0.0035885551,2424842,0.009162151,0.025978822,0.3330885,592905,0.0,0.0,0.0
76109310,2424842,0.003886064,-0.0009410667,0.003465173,2424842,0.005115526,0.02795191,0.33314443,592905,0.0,0.0,0.0
77111350,2424842,0.0038067228,-0.0009214052,0.003332228,2424842,-0.0010573823,0.029458743,0.3327096,592905,0.0,0.0,0.0
78103617,2424842,0.0037007171,-0.000916717,0.0031402519,2424842,-0.0069758003,0.029436603,0.32581165,592905,0.0,0.0,0.0
79110543,2424842,0.0036289603,-0.0009396413,0.0030126395,2424842,-0.0123546235,0.028927289,0.31918472,592905,0.0,0.0,0.0
80112582,2424842,0.0036206788,-0.0009956646,0.0028858855,2424842,-0.015673725,0.028899034,0.31454378,592905,0.0,0.0,0.0
81109734,2424842,0.0035369499,-0.0009867465,0.0026860703,2424842,-0.019527307,0.026579442,0.307292,592905,0.0,0.0,0.0
82111773,2424842,0.0035583684,-0.0010000422,0.0025197703,2424842,-0.022586152,0.025008423,0.3062641,592905,0.0,0.0,0.0
83113814,2424842,0.0035748028,-0.0010257927,0.002312071,2424842,-0.025407502,0.023070976,0.30150256,592905,0.0,0.0,0.0
84110966,2424842,0.0036061031,-0.0010602495,0.0022900274,2424842,-0.026390558,0.023155922,0.2972486,592905,0.0,0.0,0.0
85103230,2424842,0.0035819742,-0.0010140119,0.0021828166,2424842,-0.0270839,0.021260433,0.28832838,592905,0.0,0.0,0.0
86110160,2424842,0.0036265547,-0.0010338711,0.0020250475,2424842,-0.029243793,0.01970427,0.2815421,592905,0.0,0.0,0.0
87112198,2424842,0.0036587878,-0.0010564697,0.0018840302,2424842,-0.031054378,0.018520718,0.27529097,592905,0.0,0.0,0.0
88109350,2424842,0.0036829552,-0.001087417,0.001764464,2424842,-0.032411486,0.0176752,0.27117082,592905,0.0,0.0,0.0
89111390,2424842,0.0036880337,-0.001049778,0.0016824376,2424842,-0.03285415,0.016370427,0.26351032,592905,0.0,0.0,0.0
90108542,2424842,0.003765799,-0.0010741655,0.0014682536,2424842,-0.035419203,0.014637938,0.2576381,592905,0.0,0.0,0.0
91110583,2424842,0.0037872603,-0.001189161,0.0013762704,2424842,-0.038967133,0.017734203,0.25468868,592905,0.0,0.0,0.0
92102846,2424842,0.0037848314,-0.0012983538,0.001353184,2424842,-0.040721163,0.021055985,0.25163037,592905,0.0,0.0,0.0
93109822,2424842,0.0037571087,-0.0013640277,0.0013361468,2424842,-0.04029591,0.025070373,0.24818558,592905,0.0,0.0,0.0
94106926,2424842,0.0036742499,-0.0014178199,0.0014667906,2424842,-0.037412293,0.030627193,0.24842809,592905,0.0,0.0,0.0
95108966,2424842,0.0035772235,-0.0014178313,0.0015854468,2424842,-0.0326237,0.03462944,0.2491892,592905,0.0,0.0,0.0
96111007,2424842,0.003468478,-0.001326421,0.0017218218,2424842,-0.025861409,0.035078067,0.24960181,592905,0.0,0.0,0.0
97108158,2424842,0.0033656468,-0.0011489243,0.001924192,2424842,-0.017212806,0.030811807,0.25111404,592905,0.0,0.0,0.0
98110198,2424842,0.003311747,-0.000986362,0.0020829446,2424842,-0.011692683,0.024167165,0.25219956,592905,0.0,0.0,0.0
99107350,2424842,0.0032819216,-0.00090598967,0.002244767,2424842,-0.007772076,0.02146926,0.25585818,592905,0.0,0.0,0.0
100109390,2424842,0.003259666,-0.00084356574,0.0024115278,2424842,-0.005346381,0.018703636,0.26212132,592905,0.0,0.0,0.0
101111430,2424842,0.003204322,-0.000713314,0.002503451,2424842,-0.0033966014,0.0067578293,0.25933468,592905,0.0,0.0,0.0
102103694,2424842,0.0031632634,-0.00070535345,0.0025531177,2424842,-0.004051148,0.0022759389,0.25460544,592905,0.0,0.0,0.0
103110623,2424842,0.0031405052,-0.0007111118,0.0026178518,2424842,-0.005651855,-0.005866169,0.24965408,592905,0.0,0.0,0.0
104112663,2424842,0.0031346576,-0.00073727424,0.0026324985,2424842,-0.007893056,-0.00974604,0.2441932,592905,0.0,0.0,0.0
