timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
32109592,2621474,2621474,0,0,0,0,0,0.021693178,0.00044110094,2.5960003e-07,409,409
33033455,2621474,2621474,0,0,0,0,0,0.0353939,0.00084372325,3.0221895e-07,409,409
34059918,2621474,2621474,0,0,0,0,0,0.03744514,0.0009096031,5.185143e-07,409,409
35086382,2621474,2621474,0,0,0,0,0,0.04568107,0.00094076747,7.4147323e-07,409,409
36010594,2621474,2621474,0,0,0,0,0,0.043710016,0.0010365082,2.0701668e-06,409,409
37036693,2621474,2621474,0,0,0,0,0,0.03659265,0.0009462473,1.8862968e-06,409,409
38063169,2621474,2621474,0,0,0,0,0,0.048576374,0.0011112355,1.1658303e-06,409,409
39089651,2621474,2621474,0,0,0,0,0,0.048653,0.00085469265,7.8844823e-07,409,409
40013482,2621474,2621474,0,0,0,0,0,0.04315239,0.0009000636,4.6704577e-07,409,409
41040012,2621474,2621474,0,0,0,0,0,0.041329216,0.0012347755,4.155989e-07,409,409
42066449,2621474,2621474,0,0,0,0,0,0.046973135,0.001104343,2.576719e-07,409,409
43093129,2621474,2621474,0,0,0,0,0,0.05648129,0.0010193407,6.38771e-07,409,409
44016756,2621474,2621474,0,0,0,0,0,0.040567942,0.0009621296,3.0954337e-07,409,409
45043234,2621474,2621474,0,0,0,0,0,0.041887596,0.0008832402,2.0363638e-07,409,409
46069733,2621474,2621474,0,0,0,0,0,0.042109206,0.0010480128,3.5843377e-07,409,409
47096244,2621474,2621474,0,0,0,0,0,0.045376554,0.0012875416,7.125817e-07,409,409
48020078,2621474,2621474,0,0,0,0,0,0.044325255,0.0010523311,2.1945603e-07,409,409
49046509,2621474,2621474,0,0,0,0,0,0.044951387,0.00088200916,1.9032504e-07,409,409
50073097,2621474,2621474,0,0,0,0,0,0.043436173,0.0010658154,5.1775294e-07,409,409
53049816,2621474,2621474,0,0,0,0,0,0.040637493,0.001245001,9.917565e-07,409,409
54076290,2621474,2621474,0,0,0,0,0,0.039730374,0.0013443532,1.0232878e-06,409,409
55103158,2621474,2621474,0,0,0,0,0,0.06672233,0.002135531,1.4511199e-06,409,409
56026576,2621474,2621474,0,0,0,0,0,0.067876816,0.0020935654,8.520885e-07,409,409
57053125,2621474,2621474,0,0,0,0,0,0.07525514,0.002151892,1.3229628e-06,409,409
58079530,2621474,2621474,0,0,0,0,0,0.058702175,0.0016167891,8.941438e-07,409,409
59106084,2621474,2621474,0,0,0,0,0,0.04961218,0.001474641,8.2262665e-07,409,409
60029916,2621474,2621474,0,0,0,0,0,0.052717127,0.0014882089,7.5158096e-07,409,409
61056322,2621474,2621474,0,0,0,0,0,0.0576103,0.0016080972,5.267413e-07,409,409
62083096,2621474,2621474,0,0,0,0,0,0.050311025,0.0014660048,1.3836396e-06,409,409
63109283,2621474,2621474,0,0,0,0,0,0.04767917,0.0014791415,1.5612899e-06,409,409
64033114,2621474,2621474,0,0,0,0,0,0.047073558,0.001485411,1.603384e-06,409,409
65059629,2621474,2621474,0,0,0,0,0,0.047655035,0.0014982173,2.944876e-06,409,409
66086118,2621474,2621474,0,0,0,0,0,0.048943985,0.0014698644,1.8947331e-06,409,409
67009925,2621474,2621474,0,0,0,0,0,0.04913847,0.0014663928,2.7636102e-06,409,409
68036418,2621474,2621474,0,0,0,0,0,0.04988361,0.0014320085,2.1242474e-06,409,409
69063125,2621474,2621474,0,0,0,0,0,0.04861898,0.0014427418,2.6415157e-06,409,409
70089365,2621474,2621474,0,0,0,0,0,0.0472089,0.0014376064,1.7410432e-06,409,409
71013217,2621474,2621474,0,0,0,0,0,0.045047123,0.0014519967,2.7488281e-06,409,409
72039660,2621474,2621474,0,0,0,0,0,0.04434618,0.001467502,1.8206439e-06,409,409
73066219,2621474,2621474,0,0,0,0,0,0.04365615,0.0014424488,2.2025647e-06,409,409
74092636,2621474,2621474,0,0,0,0,0,0.043750677,0.001432737,1.4049876e-06,409,409
75016453,2621474,2621474,0,0,0,0,0,0.04450535,0.0014533331,1.4291466e-06,409,409
76043094,2621474,2621474,0,0,0,0,0,0.043199964,0.0014074448,1.8246578e-06,409,409
77069412,2621474,2621474,0,0,0,0,0,0.04412088,0.0014519007,9.794743e-07,409,409
78095923,2621474,2621474,0,0,0,0,0,0.046239994,0.0014457292,1.6428297e-06,409,409
79019811,2621474,2621474,0,0,0,0,0,0.045174133,0.0014555113,1.3676694e-06,409,409
80046245,2621474,2621474,0,0,0,0,0,0.045217704,0.0014728435,9.065861e-07,409,409
81073053,2621474,2621474,0,0,0,0,0,0.042904142,0.0014267843,6.017295e-07,409,409
