timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
330020650,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330526647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331032648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331538713,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
332044648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
332550648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
333056665,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336598662,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
337104711,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
337610648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338116648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338622649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339128660,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339634648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340140712,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340646647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341152647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341658648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
342164648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
342670647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
343176662,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
343682649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344188703,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
344694664,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345200707,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345706664,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
346212654,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
346718648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347224651,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347730655,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348236648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348742649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
349248668,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
349755086,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350260649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350766666,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
351272694,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
351778952,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352284648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352790648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353296648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353802648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
354308667,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
354814676,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
355320710,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
355826665,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356332648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356838647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357344649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357850649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358356647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358862667,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359368667,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359874648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360380648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360886678,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361392649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361898648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
362404645,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
362910744,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
363416829,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
363922674,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
364428669,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
364934647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365440906,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365946668,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366452674,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366958665,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
367464665,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
367970666,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368476648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368982672,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
369488669,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
369994675,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370500647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371006648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371512648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
372018672,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
372524650,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373030648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373536647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
374042673,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
374548669,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
375054648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
375560648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376066649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376572768,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377078792,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377584665,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
378090648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
378596648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
379102972,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
379608670,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
380114647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
380620682,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
381126649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
381632648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382138648,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382644646,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
383150649,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
383656647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
384162647,1182898,305070143,304152607,305070143,15,2,0,0,22,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
