timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
50109066,5.0728636,0.0,0,0,3,0,0,0,0
50609279,5.0594697,0.0,0,0,3,0,0,0,0
53109067,4.957855,0.0,0,0,3,0,0,0,0
53609094,5.002771,0.0,0,0,3,0,0,0,0
54109255,5.0108275,0.0,0,0,3,0,0,0,0
54609109,5.002771,0.0,0,0,3,0,0,0,0
55109064,5.0197906,0.0,0,0,3,0,0,0,0
55609090,5.029962,0.0,0,0,3,0,0,0,0
56109065,5.0094175,0.0,0,0,3,0,0,0,0
56609139,5.0564485,0.0,0,0,3,0,0,0,0
57109065,5.056952,0.0,0,0,3,0,0,0,0
57609066,5.064102,0.0,0,0,3,0,0,0,0
58109065,5.0562468,0.0,0,0,3,0,0,0,0
58609064,5.053729,0.0,0,0,3,0,0,0,0
59109064,5.108011,0.0,0,0,3,0,0,0,0
59609095,5.060074,0.0,0,0,3,0,0,0,0
