timestamp,timestamp_sample,device_id,error_count,pressure,temperature
409105025,409105014,3997706,0,1017.47,43.1
410110499,410110489,3997706,0,1017.44995,43.1
411105452,411105441,3997706,0,1017.52997,43.09
412111112,412111102,3997706,0,1017.8,43.09
413096552,413096542,3997706,0,1018.36,43.09
414101798,414101788,3997706,0,1018.97,43.1
415107213,415107202,3997706,0,1019.38,43.1
416112484,416112473,3997706,0,1019.73,43.09
417107917,417107907,3997706,0,1019.99,43.09
418113577,418113567,3997706,0,1020.13,43.1
419108798,419108788,3997706,0,1020.06,43.09
420093961,420093950,3997706,0,1019.97,43.1
421099934,421099924,3997706,0,1020.13995,43.09
422104926,422104916,3997706,0,1020.67,43.09
423110402,423110392,3997706,0,1021.33997,43.1
424106517,424106506,3997706,0,1021.81,43.1
425111508,425111498,3997706,0,1022.25,43.1
426107911,426107901,3997706,0,1022.57,43.1
427093357,427093346,3997706,0,1022.58997,43.1
428098339,428098329,3997706,0,1022.75995,43.11
429104268,429104257,3997706,0,1022.56,43.1
430109753,430109742,3997706,0,1022.64996,43.11
431105643,431105632,3997706,0,1022.99,43.11
432110905,432110895,3997706,0,1023.67,43.11
433106338,433106328,3997706,0,1023.82996,43.11
434112252,434112241,3997706,0,1023.75,43.11
435097953,435097943,3997706,0,1023.27997,43.12
436103634,436103623,3997706,0,1022.76996,43.12
437108838,437108828,3997706,0,1022.11,43.11
438103812,438103802,3997706,0,1021.29,43.12
439110253,439110242,3997706,0,1020.64996,43.12
440105462,440105451,3997706,0,1020.17,43.12
441110932,441110922,3997706,0,1019.42,43.12
442095869,442095859,3997706,0,1018.89996,43.12
443101279,443101269,3997706,0,1018.43,43.11
446107647,446107637,3997706,0,1018.16,43.12
447112922,447112912,3997706,0,1018.35,43.12
448108559,448108549,3997706,0,1018.54,43.11
449093725,449093715,3997706,0,1018.82996,43.11
450098735,450098725,3997706,0,1019.18,43.11
451103711,451103701,3997706,0,1019.41,43.11
452109653,452109641,3997706,0,1019.68,43.11
453105083,453105073,3997706,0,1019.87,43.11
454111025,454111014,3997706,0,1019.87,43.11
455106456,455106446,3997706,0,1019.8,43.12
456111712,456111702,3997706,0,1019.77997,43.12
457096893,457096883,3997706,0,1020.14996,43.12
458102557,458102547,3997706,0,1020.47,43.12
459108057,459108047,3997706,0,1020.70996,43.12
460103711,460103701,3997706,0,1020.58997,43.129997
461108710,461108700,3997706,0,1020.07996,43.12
462104153,462104143,3997706,0,1019.42,43.129997
463109840,463109830,3997706,0,1018.82,43.129997
464095007,464094997,3997706,0,1018.19,43.129997
465100498,465100488,3997706,0,1017.74,43.129997
466105731,466105721,3997706,0,1016.94,43.14
467111638,467111628,3997706,0,1016.33997,43.14
468106619,468106608,3997706,0,1015.44995,43.14
469102067,469102057,3997706,0,1014.76996,43.14
470107974,470107964,3997706,0,1014.02997,43.14
471112980,471112971,3997706,0,1013.43,43.14
472098408,472098398,3997706,0,1013.06,43.14
473103827,473103816,3997706,0,1013.19995,43.14
474108818,474108808,3997706,0,1013.57996,43.14
475113815,475113805,3997706,0,1014.16,43.14
476109012,476109002,3997706,0,1014.52997,43.14
477104933,477104923,3997706,0,1014.83997,43.14
478110412,478110402,3997706,0,1015.08997,43.14
479095583,479095573,3997706,0,1015.20996,43.14
480101261,480101251,3997706,0,1015.42,43.14
481106523,481106513,3997706,0,1015.66,43.14
482112165,482112154,3997706,0,1015.82,43.14
483107430,483107420,3997706,0,1015.98,43.149998
484103338,484103328,3997706,0,1015.98,43.14
485108291,485108281,3997706,0,1016.29,43.14
486113747,486113737,3997706,0,1016.77997,43.149998
487098672,487098661,3997706,0,1017.32996,43.16
488103967,488103957,3997706,0,1017.75,43.16
489109879,489109869,3997706,0,1018.07996,43.16
490105555,490105544,3997706,0,1018.3,43.16
491110760,491110749,3997706,0,1018.57996,43.16
492106213,492106202,3997706,0,1018.57996,43.17
493111426,493111416,3997706,0,1018.54,43.17
494096608,494096598,3997706,0,1018.58997,43.17
495102035,495102025,3997706,0,1018.94995,43.17
498108402,498108392,3997706,0,1020.57996,43.19
499103870,499103860,3997706,0,1020.79,43.19
500109562,500109552,3997706,0,1021.02997,43.19
501094723,501094713,3997706,0,1021.16,43.2
502100468,502100458,3997706,0,1020.98,43.2
503106649,503106639,3997706,0,1020.89996,43.21
504102098,504102088,3997706,0,1021.02997,43.21
505107799,505107788,3997706,0,1021.56,43.21
506113509,506113499,3997706,0,1021.95996,43.219997
507109149,507109139,3997706,0,1022.22,43.23
508094348,508094338,3997706,0,1021.73,43.23
509099832,509099822,3997706,0,1021.23,43.239998
510105048,510105038,3997706,0,1020.51996,43.239998
511110984,511110974,3997706,0,1019.82,43.25
512106695,512106685,3997706,0,1019.19,43.25
513112109,513112098,3997706,0,1018.49,43.25
514107356,514107345,3997706,0,1017.92,43.26
515093013,515093003,3997706,0,1017.19,43.26
516098214,516098202,3997706,0,1016.69995,43.26
517103668,517103657,3997706,0,1016.41,43.26
518108918,518108907,3997706,0,1016.26996,43.26
519104301,519104291,3997706,0,1016.25995,43.26
520109834,520109822,3997706,0,1016.38,43.26
521105001,521104991,3997706,0,1016.45996,43.27
522110914,522110903,3997706,0,1016.58997,43.27
523095868,523095858,3997706,0,1016.8,43.27
524101597,524101587,3997706,0,1017.1,43.27
525108030,525108020,3997706,0,1017.44,43.27
526103913,526103903,3997706,0,1017.69995,43.27
527109667,527109657,3997706,0,1018.01996,43.27
528105111,528105101,3997706,0,1018.25995,43.27
529111020,529111010,3997706,0,1018.57,43.28
530096735,530096725,3997706,0,1018.94,43.28
531102168,531102157,3997706,0,1019.23,43.28
532108838,532108828,3997706,0,1019.51996,43.28
533104528,533104518,3997706,0,1019.77997,43.28
534110021,534110011,3997706,0,1019.85,43.29
535105957,535105947,3997706,0,1019.82996,43.29
536110947,536110937,3997706,0,1019.49,43.29
537096345,537096335,3997706,0,1019.25995,43.3
538102544,538102534,3997706,0,1018.82996,43.3
539108002,539107991,3997706,0,1018.38,43.3
540103917,540103906,3997706,0,1017.69,43.3
541109396,541109385,3997706,0,1017.11,43.309998
542105348,542105338,3997706,0,1016.43,43.309998
543111273,543111263,3997706,0,1015.73,43.309998
544096894,544096883,3997706,0,1015.19,43.309998
545102454,545102444,3997706,0,1014.52997,43.32
546108357,546108347,3997706,0,1013.88995,43.32
550110642,550110632,3997706,0,1012.17,43.329998
551096283,551096273,3997706,0,1011.82,43.329998
552101775,552101765,3997706,0,1011.68,43.329998
553106991,553106980,3997706,0,1011.77997,43.329998
554102906,554102895,3997706,0,1012.0,43.329998
555108378,555108368,3997706,0,1012.3,43.329998
556113808,556113797,3997706,0,1012.68,43.329998
557109494,557109483,3997706,0,1012.98,43.34
558094438,558094428,3997706,0,1013.24,43.34
559099676,559099666,3997706,0,1013.5,43.35
560105333,560105323,3997706,0,1013.86,43.35
561111090,561111080,3997706,0,1013.94995,43.35
562106988,562106978,3997706,0,1014.01996,43.36
563112231,563112221,3997706,0,1013.97,43.36
564108612,564108601,3997706,0,1013.98,43.36
565094559,565094549,3997706,0,1014.23,43.36
566099987,566099977,3997706,0,1014.81,43.37
567105442,567105432,3997706,0,1015.37,43.37
568111389,568111379,3997706,0,1015.8,43.37
569106857,569106847,3997706,0,1016.3,43.379997
570112586,570112576,3997706,0,1016.69,43.379997
571107758,571107748,3997706,0,1016.89996,43.379997
572113219,572113209,3997706,0,1017.19995,43.39
573098928,573098918,3997706,0,1017.32996,43.39
574104324,574104314,3997706,0,1017.24,43.39
575109879,575109869,3997706,0,1017.04,43.399998
576104829,576104820,3997706,0,1017.06,43.399998
577110445,577110434,3997706,0,1017.5,43.41
578105958,578105948,3997706,0,1018.14996,43.41
579112350,579112340,3997706,0,1018.76996,43.42
580098031,580098021,3997706,0,1019.35,43.42
581103009,581102999,3997706,0,1019.76996,43.43
582108709,582108698,3997706,0,1020.07996,43.43
583103875,583103864,3997706,0,1020.12,43.44
584109370,584109360,3997706,0,1019.94995,43.43
585104537,585104527,3997706,0,1019.74,43.44
586109777,586109767,3997706,0,1019.70996,43.44
587095200,587095190,3997706,0,1020.31,43.44
588100438,588100428,3997706,0,1020.83997,43.44
589105859,589105848,3997706,0,1021.16,43.45
590111112,590111102,3997706,0,1021.19,43.46
591106544,591106534,3997706,0,1020.69,43.46
592112208,592112197,3997706,0,1020.08997,43.46
593107948,593107938,3997706,0,1019.57,43.46
594113367,594113357,3997706,0,1018.79,43.46
595098811,595098801,3997706,0,1017.94,43.469997
596104961,596104951,3997706,0,1017.49,43.469997
597110450,597110438,3997706,0,1016.97,43.469997
598105916,598105906,3997706,0,1016.58997,43.469997
599111580,599111569,3997706,0,1016.38995,43.469997
600106794,600106784,3997706,0,1016.26996,43.48
601112775,601112765,3997706,0,1016.43,43.469997
602098643,602098632,3997706,0,1016.76996,43.48
603103901,603103891,3997706,0,1017.17,43.48
604109575,604109565,3997706,0,1017.55,43.48
605114817,605114807,3997706,0,1017.87,43.48
606110011,606110001,3997706,0,1018.17,43.489998
607105419,607105409,3997706,0,1018.19,43.48
608111403,608111393,3997706,0,1018.07,43.489998
609097275,609097261,3997706,0,1018.08997,43.48
610103019,610103009,3997706,0,1018.27997,43.489998
611108696,611108686,3997706,0,1018.88995,43.489998
612114436,612114426,3997706,0,1019.48,43.489998
613109878,613109868,3997706,0,1020.07,43.5
614105296,614105286,3997706,0,1020.52997,43.489998
615110493,615110482,3997706,0,1020.73,43.5
616095986,616095976,3997706,0,1020.81,43.5
617101380,617101370,3997706,0,1020.73,43.5
618106856,618106846,3997706,0,1020.74,43.5
619112097,619112087,3997706,0,1021.11,43.5
620106802,620106790,3997706,0,1021.44995,43.51
621112467,621112457,3997706,0,1021.82996,43.51
622107947,622107937,3997706,0,1021.66,43.51
627105915,627105905,3997706,0,1018.63995,43.53
628111588,628111578,3997706,0,1018.25995,43.52
629106906,629106896,3997706,0,1017.27997,43.53
630092215,630092204,3997706,0,1016.49,43.54
631098402,631098391,3997706,0,1016.01996,43.53
632103396,632103386,3997706,0,1015.54,43.54
633108909,633108898,3997706,0,1015.17,43.54
634104772,634104763,3997706,0,1014.88,43.53
635109769,635109757,3997706,0,1014.83997,43.54
636104975,636104965,3997706,0,1014.91,43.54
637110922,637110912,3997706,0,1015.20996,43.54
638096082,638096071,3997706,0,1015.61,43.54
639101575,639101565,3997706,0,1016.04,43.55
640106985,640106974,3997706,0,1016.37,43.54
641102447,641102437,3997706,0,1016.57,43.54
642108389,642108378,3997706,0,1016.83997,43.55
643113357,643113347,3997706,0,1017.19,43.55
644108861,644108851,3997706,0,1017.49,43.55
645094510,645094499,3997706,0,1018.0,43.55
646100176,646100164,3997706,0,1018.33997,43.55
647105677,647105667,3997706,0,1018.82,43.559998
648111592,648111581,3997706,0,1019.32,43.559998
649106287,649106277,3997706,0,1019.63995,43.559998
