timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
32092899,32092492,3670050,-0.11488877,0.93397063,0.024873925,29.4847,0
33095134,33094767,3670050,0.41696227,0.22062811,0.07882957,29.487965,0
34095174,34094768,3670050,0.34525222,-0.29672945,0.119629204,29.555693,0
35092675,35092268,3670050,0.19289276,0.5566539,-0.2934005,29.577723,0
36095175,36094768,3670050,-0.35265583,0.6228335,-0.34621096,29.589964,0
37095136,37094768,3670050,0.25424314,0.09386164,-0.37452924,29.621243,0
38095327,38094922,3670050,-0.37609163,-0.15361114,0.035153728,29.658506,0
39095174,39094768,3670050,0.030386668,-0.050014168,0.014301175,29.624235,0
40095174,40094767,3670050,-0.09683254,0.118457414,-0.09267801,29.678091,0
41095175,41094768,3670050,-0.22101575,0.21403827,0.10530139,29.705019,0
42092702,42092294,3670050,-0.1371528,-0.2969691,-0.15430357,29.680538,0
43095174,43094768,3670050,0.23885892,-0.17246632,-0.054115433,29.692778,0
44095346,44094977,3670050,-0.18973544,0.38222283,0.003787607,29.762682,0
45095172,45094767,3670050,-0.23667513,-0.1207211,0.03435478,29.810282,0
46092676,46092268,3670050,-0.6301572,-0.20141487,-0.019041602,29.829866,0
47095177,47094769,3670050,0.31350735,-0.004181163,-0.045140583,29.78825,0
48095174,48094768,3670050,0.3470365,0.01387507,-0.036032572,29.88617,0
49092678,49092268,3670050,-0.20479709,-0.73410034,-0.10391655,29.92289,0
50095329,50094961,3670050,-0.33076462,-0.3435478,-0.058530364,29.88236,0
53092679,53092269,3670050,0.31595746,0.106686234,-0.18578213,29.998775,0
54095140,54094771,3670050,-0.7543552,0.44075316,0.34668443,29.97756,0
55095175,55094769,3670050,1.4720092,-0.7758055,-0.304639,30.008568,0
56092971,56092538,3670050,0.45843658,-0.08013452,-0.018588865,30.033049,0
57095175,57094768,3670050,-0.4605671,0.010626013,-0.037896782,30.07956,0
58095177,58094769,3670050,0.6948454,0.06948187,0.068682924,30.050184,0
59095177,59094769,3670050,0.5227519,-0.0257794,-0.004660532,30.05508,0
60092676,60092269,3670050,-0.39388153,-0.05267733,-0.026365295,30.148104,0
61095175,61094769,3670050,0.56581527,-0.082105264,0.0054062176,30.133415,0
62095448,62095044,3670050,0.023009712,0.114169724,0.3498595,30.121176,0
63092672,63092267,3670050,0.009028116,0.041971423,0.37420076,30.206854,0
64095182,64094768,3670050,0.32743567,-0.0052197957,-0.014487597,30.206854,0
65095176,65094769,3670050,-0.31443945,-0.25049695,0.3355583,30.189718,0
66095176,66094769,3670050,-0.5066398,-0.3110306,0.10301108,30.231335,0
67092668,67092268,3670050,0.8640479,-0.1702056,0.18216023,30.284918,0
68095459,68095028,3670050,1.0296048,-0.10873687,0.35739622,30.250917,0
69095176,69094769,3670050,0.82408863,-0.16122778,0.14029533,30.353733,0
70092636,70092267,3670050,-0.7741514,-0.14369233,0.3092522,30.314838,0
71095182,71094769,3670050,0.46658584,-0.18402444,0.18991002,30.363525,0
72095139,72094769,3670050,-0.262854,-0.40586576,0.37988514,30.355637,0
73095176,73094769,3670050,1.2979449,0.20208067,0.10490192,30.351286,0
74093032,74092601,3670050,0.7245929,0.32181638,0.13145363,30.434517,0
75095137,75094769,3670050,-0.79835653,-0.27480865,-0.10883451,30.412756,0
76095183,76094772,3670050,0.6743124,0.13526195,-0.12532836,30.434517,0
77092677,77092269,3670050,-0.19102855,0.23331955,0.2741458,30.449205,0
78095176,78094769,3670050,-0.73109096,0.001571265,-0.32312137,30.449205,0
