timestamp,saturation_status
256110649,385
257112350,385
258090144,385
259092378,385
260094430,385
261096033,385
262098075,385
263100610,385
264102404,385
265104430,385
266106261,385
267108497,385
268110544,385
269087952,385
270090420,385
271092035,385
272094274,385
273096370,385
274099090,385
275100878,385
276102924,385
277104259,385
278106505,385
279108740,385
280110731,385
281112836,385
282089996,385
283092032,385
284094068,385
285096354,385
286098180,385
287100875,385
288102230,385
290106538,385
291108595,385
292110384,385
293112899,385
294090463,385
295092708,385
297096553,385
298098947,385
299100236,385
300102961,385
301104307,385
302106609,385
303108780,385
304110429,385
305088256,385
306090581,385
307097503,385
308094150,385
309096186,385
310098269,385
311101020,385
312103070,385
313105044,385
314106628,385
315108465,385
316110854,385
317112972,385
318114547,385
319092619,385
320094415,385
321096449,385
322098499,385
323100535,385
324102351,385
325105087,385
326106445,385
327108477,385
328110933,385
329088486,385
330090157,385
331092443,385
332094467,385
337104668,385
338106702,385
339108754,385
340110560,385
341112843,385
342090186,385
343092486,385
344094499,385
345096545,385
346104083,385
347100382,385
348102715,385
349104694,385
350106728,385
351108973,385
352111464,385
353113047,385
354090249,385
355092865,385
356094541,385
357096381,385
358099169,385
359100436,385
360102466,385
361105313,385
362106552,385
363108840,385
364111032,385
365112912,385
366090685,385
367092355,385
368094345,385
369096629,385
370098653,385
371101162,385
372103233,385
373104563,385
374106621,385
375108625,385
376111060,385
377112708,385
378090538,385
379092360,385
380094651,385
381096437,385
382098476,385
383101195,385
384103286,385
385110640,385
386106857,385
387109148,385
388110944,385
389088719,385
390090360,385
391092390,385
395101108,385
396102837,385
397104650,385
398106900,385
399108722,385
400110760,385
401113189,385
402114832,385
403092449,385
404094699,385
405096509,385
406098777,385
407101089,385
408102635,385
409104962,385
410106708,385
411109205,385
412110797,385
413088384,385
414090853,385
415092914,385
416094743,385
417096549,385
418099378,385
419101310,385
420102935,385
421104972,385
422106977,385
423108786,385
424086630,385
425112871,385
426090899,385
427092926,385
428094798,385
429096833,385
430098630,385
431100683,385
432103395,385
433105018,385
434107010,385
435108822,385
436110881,385
437112911,385
438090896,385
439092806,385
440095018,385
441096856,385
442099439,385
443100740,385
446106832,385
447108885,385
448111391,385
449088505,385
450091277,385
451092846,385
452094882,385
453096693,385
454098707,385
455100744,385
456103464,385
457105053,385
458107094,385
459109407,385
460110980,385
461113415,385
462096002,385
463092643,385
464094925,385
465096717,385
466099529,385
467101177,385
468103068,385
469105095,385
470107165,385
471109285,385
472111664,385
473088868,385
474091047,385
475092692,385
476094710,385
477096973,385
478099095,385
479101327,385
480102895,385
481105132,385
482106960,385
483109450,385
484111439,385
485113078,385
486090719,385
487093127,385
488094749,385
489097010,385
490098841,385
491101686,385
492102913,385
493104947,385
494106990,385
495109292,385
498091106,385
499092984,385
500094833,385
501102621,385
502099178,385
503101784,385
504102979,385
505105267,385
506107257,385
507109324,385
508111526,385
509113550,385
510091133,385
511093241,385
512094837,385
513096870,385
514099795,385
515101630,385
516103003,385
517105296,385
518107320,385
519109494,385
520111576,385
521113416,385
522091051,385
523093058,385
524094877,385
525096934,385
526098949,385
527101469,385
528103035,385
529105589,385
530107517,385
531109381,385
532111587,385
533089100,385
534090838,385
535092865,385
536094948,385
537096956,385
538098988,385
539101022,385
540108485,385
541105364,385
542107404,385
543109583,385
544111263,385
545113271,385
546091254,385
550099930,385
551101933,385
552103329,385
553105179,385
554107446,385
555109243,385
556111265,385
557089543,385
558091325,385
559092947,385
560094985,385
561097262,385
562099831,385
563101925,385
564103149,385
565105408,385
566107232,385
567109679,385
568111308,385
569113345,385
570091660,385
571092991,385
572095290,385
573097371,385
574099836,385
575101867,385
576103188,385
577105227,385
578107656,385
579084862,385
580112235,385
581089256,385
582091831,385
583093030,385
584095345,385
585097361,385
586099150,385
587102040,385
588103895,385
589105294,385
590107542,385
591109725,385
592112085,385
593089640,385
594091557,385
595093078,385
596095127,385
597097399,385
598099917,385
599101656,385
600103491,385
601105538,385
602107597,385
603109412,385
604111833,385
605113466,385
606091610,385
607093347,385
608095151,385
609097476,385
610099949,385
611101966,385
612103310,385
613105379,385
614107392,385
615109435,385
616111898,385
617094582,385
618091841,385
619093552,385
620095240,385
621097479,385
622099281,385
627109478,385
628111512,385
629113812,385
630091894,385
631093186,385
632095455,385
633097293,385
634099307,385
635102028,385
636104103,385
637105827,385
638107880,385
639109970,385
640111549,385
641089377,385
642091579,385
643093222,385
644095493,385
645097796,385
646100011,385
647101833,385
648103429,385
649105467,385
650107775,385
651109980,385
652111586,385
653113632,385
654091609,385
655093686,385
656101088,385
657097570,385
658099455,385
659102138,385
660103465,385
661105520,385
662107990,385
663110000,385
664112042,385
665089818,385
666091276,385
667093544,385
668095898,385
669097387,385
670100162,385
671102205,385
672103519,385
673105561,385
674107844,385
675109652,385
676112111,385
677089654,385
678091872,385
679093382,385
680095615,385
681097659,385
682099472,385
683102173,385
684103822,385
685105816,385
686107885,385
687110151,385
688112116,385
689113778,385
690091770,385
691093800,385
692095450,385
693097727,385
694100295,385
698107903,385
699109717,385
700111747,385
701089362,385
702092317,385
703093659,385
704095697,385
705097764,385
706100493,385
707102258,385
708103857,385
709106110,385
710107707,385
711110163,385
712112509,385
713113831,385
714092024,385
715094042,385
716095522,385
717097827,385
718099858,385
719102351,385
720103684,385
721105711,385
722108155,385
723110242,385
724112245,385
725089443,385
726091876,385
727094071,385
728095546,385
729097996,385
730100410,385
731102403,385
732103708,385
733106074,385
734113441,385
735110272,385
736111865,385
737089721,385
738091517,385
739093784,385
740095828,385
741097643,385
742100442,385
743102440,385
744103976,385
745105790,385
746108057,385
747110259,385
748111925,385
749089942,385
750092108,385
751093594,385
752095635,385
753097903,385
754099964,385
755101761,385
756104482,385
757105828,385
758107868,385
759110145,385
760111949,385
761090140,385
762092032,385
763093870,385
764095687,385
769106123,385
770107925,385
771110389,385
772107104,385
773114831,385
774111689,385
775113486,385
776090820,385
777093094,385
778095124,385
779096938,385
780098980,385
781101024,385
782103287,385
783105817,385
784107167,385
785109562,385
786111623,385
787113274,385
788090878,385
789092904,385
790095215,385
791096978,385
792099297,385
793101497,385
794103136,385
795105214,385
796107429,385
797109637,385
798111264,385
799088884,385
800091489,385
801092955,385
802095249,385
803097249,385
804099526,385
805101584,385
806103154,385
807105408,385
808107227,385
809109644,385
810111304,385
811113338,385
815097333,385
816099116,385
817101831,385
818103181,385
819105248,385
820107711,385
821109550,385
822111339,385
823088938,385
824090986,385
825093018,385
826095325,385
827097116,385
828099906,385
829101208,385
830103924,385
831105485,385
832107530,385
833109368,385
834111926,385
835113661,385
836091413,385
837093073,385
838095364,385
839097392,385
840099407,385
841101932,385
842103257,385
843105532,385
844107586,385
845109384,385
846112018,385
847089297,385
848091774,385
849093108,385
850101094,385
851097428,385
852099939,385
853101919,385
854103313,385
855105340,385
856107613,385
857109436,385
858111875,385
859089292,385
860091661,385
861093938,385
862095219,385
863097486,385
864099494,385
865101974,385
866104019,385
867105621,385
868107653,385
869109732,385
870111547,385
871113942,385
872091726,385
873093190,385
874095459,385
875097259,385
880107720,385
881109930,385
882111558,385
883089377,385
884091926,385
885093449,385
886095491,385
887097528,385
888099341,385
889107102,385
890103426,385
891105684,385
892107759,385
893109825,385
894111593,385
895113855,385
896091608,385
897093519,385
898095529,385
899098144,385
900099415,385
901102127,385
902104349,385
903105511,385
904107958,385
905110009,385
906111617,385
907089613,385
908091270,385
909093534,385
910095567,385
911097396,385
912100202,385
913102158,385
914104184,385
915105545,385
916107848,385
917110034,385
918112086,385
919113701,385
920091728,385
921093340,385
922095973,385
923097673,385
924099683,385
925101516,385
926103761,385
927106336,385
928083181,385
929110076,385
930112093,385
931089524,385
932091914,385
933093991,385
934095430,385
935097720,385
936099508,385
937101564,385
938103802,385
939105913,385
940107661,385
941109964,385
942112146,385
943089756,385
944091956,385
945093810,385
946095458,385
947097751,385
948100303,385
949101583,385
950104309,385
951105947,385
952107698,385
957093866,385
958095730,385
959097802,385
960100368,385
961102308,385
962103896,385
963105713,385
964107973,385
965110254,385
966112223,385
967089422,385
968091881,385
969093504,385
970095547,385
971097866,385
972099883,385
973101697,385
974104374,385
975106028,385
976108158,385
977109836,385
978112362,385
979113901,385
980091952,385
981093539,385
982095625,385
983098116,385
984100185,385
985101700,385
986103977,385
987106056,385
988108046,385
989110328,385
990112731,385
991090123,385
992091966,385
993093619,385
994095856,385
995098385,385
996099960,385
997101741,385
998103781,385
999105820,385
1000108271,385
1001110327,385
1002111939,385
1003089851,385
1004092148,385
1005099257,385
1006095898,385
1007098387,385
1008099740,385
1009102512,385
1010104509,385
1011105865,385
1015090013,385
1016092350,385
1017093662,385
1018095702,385
1019097741,385
1020100515,385
1021102525,385
1022104085,385
1023106128,385
1024108320,385
1025110454,385
1026112454,385
1027090068,385
1028092381,385
1029093703,385
1030095974,385
1031098002,385
1032099823,385
1033102576,385
1034103899,385
1035106163,385
1036108364,385
1037110435,385
1038112515,385
1039114492,385
1040091706,385
1041093747,385
1042096028,385
1043098049,385
1044105978,385
1045102611,385
1046104165,385
1047105985,385
1048108033,385
1049110106,385
1050087694,385
1051089967,385
1052092145,385
1053093794,385
1054096379,385
1055097864,385
1056100654,385
1057101940,385
1060108061,385
1061110118,385
1062112568,385
1063114190,385
1064092573,385
1065093818,385
1066096246,385
1067097919,385
1068100692,385
1069102748,385
1070104025,385
1071106454,385
1072108362,385
1073110133,385
1074112627,385
1075089794,385
1076092226,385
1077094119,385
1078095916,385
1079097952,385
1080099995,385
1081102744,385
1082104055,385
1083112251,385
1084108143,385
1085110217,385
1086112475,385
1087089833,385
1088092304,385
1089093897,385
1090096169,385
1091098230,385
1092100743,385
1093102064,385
1094104333,385
1095106366,385
1096108185,385
1097110219,385
1098112716,385
1099089876,385
1100092337,385
1101093937,385
1102096211,385
1103098026,385
1104100779,385
1105102831,385
1106104889,385
1107106206,385
1108108630,385
1109110509,385
1110112819,385
1111090353,385
1112092406,385
1113093987,385
1114096252,385
1115098063,385
1116100833,385
1117102863,385
1118104214,385
1119106254,385
1120108493,385
1121110673,385
1122088133,385
1123114618,385
1124092418,385
1125094253,385
1126096283,385
1127098101,385
1128100140,385
1129102718,385
1130104242,385
1131106260,385
1132108740,385
1133110343,385
1138096681,385
1139098146,385
1140100874,385
1141102218,385
1142104553,385
1143106528,385
1144108353,385
1145110381,385
1146112659,385
1147090448,385
1148092072,385
1149094339,385
1150096153,385
1151098189,385
1152100221,385
1153102290,385
1154104989,385
1155106575,385
1156108386,385
1157110418,385
1158112883,385
1159090495,385
1160097708,385
1161094558,385
1162096189,385
1163098454,385
1164100257,385
1165102998,385
1166104343,385
1167106621,385
1168108445,385
1169110844,385
1170112765,385
1171090125,385
1172092603,385
1173094180,385
1174096453,385
1175098282,385
1176101001,385
1177102340,385
1178104610,385
1179106448,385
1180108715,385
1181110875,385
1182112974,385
1183090582,385
1184092462,385
1185094639,385
1186096255,385
1187099104,385
1188101029,385
1189103104,385
1190104465,385
1191106693,385
1192108498,385
1193110950,385
1194088361,385
1195090586,385
1196093006,385
1197094280,385
1198096529,385
1199104055,385
1200100379,385
1201103175,385
1202104686,385
1203106499,385
1204108793,385
1208092683,385
1209094299,385
1210096336,385
1211099185,385
1212100825,385
1213102475,385
1214104727,385
1215106538,385
1216108828,385
1217111292,385
1218088609,385
1219090697,385
1220092895,385
1221094793,385
1222096400,385
1223098644,385
1224101148,385
1225102503,385
1226104820,385
1227106812,385
1228109103,385
1229111039,385
1230112699,385
1231090698,385
1233094614,385
1234096425,385
1235099232,385
1236100727,385
1237102797,385
1238110396,385
1239106635,385
1241111088,385
1242112975,385
1243090760,385
1244092382,385
1245094431,385
1246096689,385
1247098726,385
1248100545,385
1249102830,385
1250104869,385
1251106703,385
1252108931,385
1253111111,385
1254113218,385
1255090763,385
1256092853,385
1257094456,385
1258096510,385
1259098540,385
1260100585,385
1261102629,385
1262104944,385
1263106702,385
1264109260,385
1265111018,385
1266113055,385
1267090416,385
1268092897,385
1269094504,385
1270096539,385
1271098842,385
1272101392,385
1273102658,385
1274105441,385
1275106774,385
1276108778,385
1277086627,385
1278088662,385
1279090853,385
1280092770,385
1281094538,385
1282096811,385
1283098873,385
1284101342,385
1285102704,385
1286104743,385
1287107018,385
1288108821,385
1289110878,385
1290112904,385
1291090934,385
1292093123,385
1293095015,385
1294096853,385
1295098657,385
1296101094,385
1297102743,385
1298105020,385
1299106830,385
1300109313,385
1301111448,385
1302088516,385
1303090954,385
1304093042,385
1305095060,385
1306096910,385
1307098699,385
1312109268,385
1313111430,385
1314113235,385
1315095925,385
1316093041,385
1317094921,385
1318096701,385
1319098753,385
1320101171,385
1321103052,385
1322104871,385
1323106917,385
1324109255,385
1325110982,385
1326113019,385
1327090856,385
1328092655,385
1329094961,385
1330096999,385
1331099584,385
1332101508,385
1333102856,385
1334105125,385
1335107180,385
1336108985,385
1337111037,385
1338089101,385
1339091040,385
1340092697,385
1341095000,385
1342097010,385
1343098817,385
1344100883,385
1345102895,385
1346104946,385
1347107210,385
1348109095,385
1349111761,385
1350113101,385
1351091097,385
1352093148,385
1353095041,385
1354102584,385
1355099644,385
1356101308,385
1357102961,385
1358105020,385
1359107252,385
1360109449,385
1361111524,385
1362088930,385
1363091007,385
1364103288,1
1365107293,1
1366109335,1
1367094248,1
1368096054,1
1369098833,1
1370100217,1
1371107063,1
1375098359,1
1376105298,1
1377112296,1
1378111576,1
1379091853,1
1380093975,1
1381098377,1
1382103304,1
1383107132,1
1384111841,1
1385106530,1
1386101463,1
1387101373,1
1388103358,1
1389109992,1
1390106978,1
1391106946,1
1392110798,1
1393093716,1
1394095561,1
1395097373,1
1396099413,1
1397104345,1
1398101853,1
1399088668,1
1400107842,1
1401104731,1
1402099673,1
1403096952,133
1404091710,5
1405110750,1
