timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
364105876,364105849,589858,-0.34469414,1.2817711,0.2306447,nan,0,0
365105878,365105850,589858,-0.27135786,1.287741,0.20646298,nan,0,0
366105874,366105849,589858,-0.21149151,1.2758011,0.25331503,nan,0,0
367106259,367106235,589858,-0.2010149,1.1504323,0.3092352,nan,0,0
368105874,368105848,589858,-0.012435907,0.17434753,0.49059796,nan,0,0
369105884,369105860,589858,-0.036382444,0.2624041,0.49210927,nan,0,0
370105881,370105854,589858,-0.042369083,0.4176225,0.48304114,nan,0,0
371105875,371105850,589858,-0.034885786,0.22061455,0.5223364,nan,0,0
372105879,372105852,589858,-0.045362398,0.24150933,0.5042001,nan,0,0
373106250,373106225,589858,-0.06631562,0.25046426,0.5178023,nan,0,0
374105874,374105849,589858,-0.06481896,0.21762958,0.5147797,nan,0,0
375105904,375105880,589858,-0.07679223,0.2265845,0.5193137,nan,0,0
376105891,376105864,589858,0.010013974,0.22359952,0.5087342,nan,0,0
377105875,377105849,589858,0.066887006,0.23404692,0.49362063,nan,0,0
378105873,378105847,589858,0.06988032,0.23106195,0.5042001,nan,0,0
379105878,379105852,589858,-0.028899152,0.22210704,0.5178023,nan,0,0
380105875,380105850,589858,-0.1576118,0.23703188,0.5178023,nan,0,0
381105894,381105869,589858,-0.14264522,0.13852791,0.520825,nan,0,0
382105950,382105923,589858,-0.12019534,0.20121226,0.5132683,nan,0,0
383105875,383105849,589858,-0.087268844,0.21762958,0.5223364,nan,0,0
384105875,384105849,589858,-0.012435907,0.2265845,0.5268705,nan,0,0
385105875,385105849,589858,0.08933688,0.2265845,0.48606387,nan,0,0
386105916,386105892,589858,0.0998135,0.2265845,0.47548437,nan,0,0
387105874,387105849,589858,0.0025306803,0.21464461,0.51175696,nan,0,0
388105926,388105900,589858,-0.19053829,0.21762958,0.49815473,nan,0,0
389105873,389105848,589858,-0.2728545,1.4534067,0.2548264,nan,0,0
390105875,390105849,589858,-0.30727768,2.6951537,0.020566182,nan,0,0
391105875,391105849,589858,-0.21149151,2.5250106,0.02963432,nan,0,0
