timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
31411639,1618748925399857,633192245,102728882,3341,43513,0.186,2.667582,0.46600002,0.739,0.57,0.81,107,8,0.020000001,0.015000001,-0.013,-0.040000003,0.0,0,nan,0.0,3,1,19
31619640,1618748925599857,633192245,102728882,3326,43499,0.18100001,2.6675837,0.46600002,0.73800004,0.57,0.81,107,8,0.023000002,-0.023000002,-0.001,0.031000001,0.0,0,nan,0.0,3,1,19
31820027,1618748925799857,633192245,102728883,3307,43479,0.18300001,2.6675858,0.46500003,0.73700005,0.57,0.81,107,8,0.031000001,0.018000001,0.025,-0.044000003,0.0,0,nan,0.0,3,1,19
32021641,1618748925999857,633192245,102728884,3286,43458,0.185,2.6675878,0.46400002,0.735,0.57,0.81,107,8,0.080000006,0.067,0.045,-0.120000005,0.0,0,nan,0.0,3,1,19
32220933,1618748926199856,633192246,102728889,3305,43477,0.202,0.49328816,0.46400002,0.735,0.57,0.81,107,8,0.23300001,0.14400001,0.18300001,-0.42000002,0.873827,0,nan,0.0,3,1,19
32421638,1618748926399856,633192250,102728899,3366,43539,0.20500001,0.29442725,0.46400002,0.735,0.57,0.81,107,8,0.40800002,0.20300001,0.354,-0.565,1.0041553,0,nan,0.0,3,1,19
32618641,1618748926599856,633192254,102728914,3452,43624,0.19800001,0.27250943,0.46400002,0.73600006,0.57,0.81,107,8,0.47200003,0.18900001,0.432,-0.47300002,1.0869932,0,nan,0.0,3,1,19
32829635,1618748926799856,633192257,102728935,3537,43709,0.18300001,0.1906423,0.46400002,0.735,0.57,0.81,107,8,0.61700004,0.148,0.59900004,-0.507,1.2495682,0,nan,0.0,3,1,19
33019635,1618748926999857,633192261,102728963,3665,43837,0.17500001,0.12728703,0.46300003,0.734,0.57,0.81,107,8,0.78200006,0.19900002,0.757,-0.744,1.2943307,0,nan,0.0,3,1,19
33218636,1618748927199856,633192264,102728996,3805,43977,0.19000001,0.11852234,0.46300003,0.734,0.57,0.81,107,8,0.97,0.26000002,0.934,-1.136,1.2971253,0,nan,0.0,3,1,19
33416683,1618748927399855,633192267,102729032,3982,44155,0.185,0.14385772,0.46300003,0.734,0.57,0.81,107,8,0.90500003,0.026,0.90500003,-0.90300006,1.3964056,0,nan,0.0,3,1,19
33617635,1618748927599855,633192267,102729072,4132,44305,0.17,0.0972192,0.462,0.73300004,0.57,0.81,107,8,1.097,0.075,1.095,-1.013,1.4690629,0,nan,0.0,3,1,19
33817641,1618748927799855,633192270,102729119,4291,44463,0.16800001,0.09697589,0.46100003,0.73200005,0.57,0.81,107,8,1.2340001,0.16100001,1.2240001,-0.88900006,1.4544629,0,nan,0.0,3,1,19
34011639,1618748927999856,633192272,102729168,4476,44648,0.18,0.100801654,0.46100003,0.73200005,0.57,0.81,107,8,1.261,0.017,1.261,-1.09,1.5041165,0,nan,0.0,3,1,19
34218636,1618748928199855,633192272,102729223,4739,44911,0.17400001,0.08032965,0.46,0.73200005,0.57,0.81,107,13,1.442,-0.149,1.434,-1.3800001,1.6085984,0,nan,0.0,3,1,19
34416638,1618748928399855,633192269,102729282,5045,45217,0.178,0.076576665,0.46,0.73,0.57,0.81,107,13,1.498,-0.24900001,1.4770001,-1.7530001,1.6770014,0,nan,0.0,3,1,19
34617636,1618748928599855,633192263,102729344,5350,45522,0.18200001,0.07172186,0.45900002,0.72900003,0.57,0.81,107,13,1.6500001,-0.314,1.6200001,-1.932,1.7229823,0,nan,0.0,3,1,19
34817636,1618748928799854,633192257,102729409,5752,45925,0.18400002,0.06914872,0.45800003,0.72800004,0.57,0.81,107,13,1.6450001,-0.40500003,1.5940001,-2.173,1.7737479,0,nan,0.0,3,1,19
35014637,1618748928999855,633192250,102729472,6187,46359,0.19000001,0.07332337,0.45700002,0.72700006,0.57,0.81,107,13,1.572,-0.42700002,1.5130001,-2.3630002,1.8084105,0,nan,0.0,3,1,19
35217636,1618748929199854,633192241,102729535,6657,46829,0.187,0.069784895,0.45700002,0.726,0.57,0.81,107,13,1.7110001,-0.56100005,1.6170001,-2.46,1.8596903,0,nan,0.0,3,1,19
35418635,1618748929399854,633192231,102729600,7150,47322,0.2,0.07632883,0.45600003,0.726,0.57,0.81,107,13,1.7540001,-0.578,1.6560001,-2.7050002,1.8815541,0,nan,0.0,3,1,19
35618245,1618748929599854,633192221,102729670,7706,47878,0.19100001,0.05900766,0.45600003,0.726,0.57,0.81,107,13,1.9110001,-0.559,1.8270001,-3.0560002,1.8727939,0,nan,0.0,3,1,19
35820635,1618748929799854,633192213,102729745,8369,48541,0.186,0.056630522,0.455,0.72400004,0.57,0.81,107,13,1.9490001,-0.48200002,1.8880001,-3.367,1.844921,0,nan,0.0,3,1,19
36021640,1618748929999854,633192202,102729819,9005,49177,0.19100001,0.056684975,0.45400003,0.72400004,0.57,0.81,107,13,1.9670001,-0.688,1.843,-3.4090002,1.8879368,0,nan,0.0,3,1,19
36221654,1618748930199853,633192190,102729894,9623,49795,0.2,0.06270776,0.45400003,0.72300005,0.57,0.81,107,13,2.023,-0.624,1.9250001,-3.282,1.8863277,0,nan,0.0,3,1,19
36419875,1618748930399853,633192181,102729969,10280,50452,0.20500001,0.061100658,0.45400003,0.72300005,0.57,0.81,107,13,1.9100001,-0.47800002,1.8490001,-3.344,1.8535504,0,nan,0.0,3,1,19
36612636,1618748930599853,633192174,102730046,10951,51123,0.22200002,0.06602475,0.453,0.72300005,0.57,0.81,107,13,2.0300002,-0.38900003,1.9920001,-3.489,1.8108268,0,nan,0.0,3,1,19
36819636,1618748930799853,633192170,102730125,11657,51829,0.22200002,0.06883683,0.453,0.72400004,0.57,0.81,107,13,1.9240001,-0.08400001,1.922,-3.683,1.7143376,0,nan,0.0,3,1,19
37019635,1618748930999854,633192171,102730200,12368,52540,0.22000001,0.06987722,0.453,0.72400004,0.57,0.81,107,13,1.8320001,0.148,1.8260001,-3.667,1.6012865,0,nan,0.0,3,1,19
37219640,1618748931199853,633192175,102730272,13061,53233,0.21400002,0.06711576,0.453,0.72300005,0.57,0.81,107,12,1.7400001,0.323,1.7090001,-3.6660001,1.4859684,0,nan,0.0,3,1,19
37419650,1618748931399852,633192183,102730338,13825,53997,0.22200002,0.07038371,0.453,0.72300005,0.57,0.81,107,12,1.6680001,0.518,1.585,-3.9060001,1.3730036,0,nan,0.0,3,1,19
37622305,1618748931599852,633192193,102730399,14602,54774,0.23400001,0.08341592,0.453,0.72300005,0.57,0.81,107,12,1.516,0.46800002,1.442,-3.9470003,1.3233876,0,nan,0.0,3,1,19
37818636,1618748931799852,633192202,102730455,15402,55574,0.216,0.07137943,0.45200002,0.72200006,0.57,0.81,107,12,1.5090001,0.62600005,1.373,-4.2770004,1.2178483,0,nan,0.0,3,1,19
38019640,1618748931999853,633192213,102730511,16227,56399,0.21200001,0.072719835,0.45100003,0.72,0.57,0.81,107,12,1.483,0.544,1.3800001,-4.322,1.2065961,0,nan,0.0,3,1,19
38218647,1618748932199852,633192224,102730565,17051,57223,0.21300001,0.07352967,0.45100003,0.71900004,0.57,0.81,108,13,1.4690001,0.721,1.2800001,-4.2400002,1.1313305,0,nan,0.0,3,1,19
38419636,1618748932399852,633192237,102730614,17871,58043,0.215,0.080177456,0.45000002,0.71800005,0.57,0.81,108,13,1.3840001,0.70900005,1.1880001,-4.138,1.0850934,0,nan,0.0,3,1,19
38621639,1618748932599851,633192249,102730661,18627,58799,0.23,0.09210294,0.45000002,0.717,0.57,0.81,108,13,1.3290001,0.68500006,1.139,-3.805,1.0605857,0,nan,0.0,3,1,19
38819924,1618748932799851,633192263,102730706,19399,59571,0.224,0.086151026,0.44900003,0.716,0.57,0.81,108,13,1.3060001,0.72800004,1.0840001,-3.9290001,1.0169706,0,nan,0.0,3,1,19
39019834,1618748932999852,633192275,102730747,20102,60274,0.22500001,0.09527595,0.44900003,0.71500003,0.57,0.81,108,13,1.1980001,0.698,0.97400004,-3.6440003,0.98577607,0,nan,0.0,3,1,19
39212746,1618748933199851,633192287,102730783,20846,61018,0.238,0.12362446,0.44900003,0.71500003,0.57,0.81,107,12,1.0300001,0.59000003,0.84400004,-3.834,0.97635233,0,nan,0.0,3,1,19
39418636,1618748933399851,633192297,102730815,21554,61726,0.24300002,0.12968005,0.44900003,0.71400005,0.57,0.81,107,12,0.9480001,0.541,0.77800006,-3.6000001,0.96974206,0,nan,0.0,3,1,19
39621638,1618748933599851,633192308,102730845,22237,62409,0.25500003,0.14128911,0.44900003,0.71500003,0.57,0.81,107,12,0.943,0.59400004,0.73200005,-3.4060001,0.9324428,0,nan,0.0,3,1,19
39819635,1618748933799851,633192320,102730876,22896,63068,0.223,0.10358651,0.44900003,0.71400005,0.57,0.81,107,12,1.039,0.71800005,0.75200003,-3.3600001,0.8515233,0,nan,0.0,3,1,19
40029636,1618748933999851,633192332,102730906,23525,63697,0.25,0.12504202,0.44900003,0.71400005,0.57,0.81,107,12,0.98800004,0.657,0.73800004,-3.1380002,0.84809434,0,nan,0.0,3,1,19
40219679,1618748934199850,633192344,102730937,24093,64265,0.22200002,0.106017925,0.448,0.712,0.57,0.81,107,12,0.9990001,0.65300006,0.75600004,-2.9250002,0.8541388,0,nan,0.0,3,1,19
40421639,1618748934399850,633192355,102730967,24648,64819,0.208,0.1045946,0.44700003,0.711,0.57,0.81,107,12,0.96700007,0.638,0.72700006,-2.9,0.8522928,0,nan,0.0,3,1,19
40625648,1618748934599850,633192367,102730999,25228,65400,0.21400002,0.09930348,0.44700003,0.70900005,0.57,0.81,107,12,1.0910001,0.69600004,0.84000003,-3.1150002,0.8663142,0,nan,0.0,3,1,19
40824642,1618748934799850,633192381,102731031,25834,66006,0.208,0.09433958,0.446,0.708,0.57,0.81,107,12,1.156,0.892,0.735,-3.0920002,0.772585,0,nan,0.0,3,1,19
41025659,1618748934999851,633192397,102731062,26451,66623,0.21200001,0.09857637,0.446,0.70600003,0.57,0.81,107,12,1.1860001,0.883,0.791,-3.141,0.75226825,0,nan,0.0,3,1,19
41219739,1618748935199849,633192411,102731095,27045,67217,0.21200001,0.10366191,0.44500002,0.70500004,0.57,0.81,108,13,1.0990001,0.707,0.84200007,-3.114,0.8098113,0,nan,0.0,3,1,19
41417664,1618748935399849,633192424,102731129,27671,67843,0.215,0.10177677,0.44400004,0.70400006,0.57,0.81,108,13,1.079,0.707,0.81500006,-3.2990003,0.8336862,0,nan,0.0,3,1,19
41617662,1618748935599849,633192437,102731162,28317,68489,0.216,0.101440795,0.44400004,0.703,0.57,0.81,108,13,1.1630001,0.77500004,0.86700004,-3.2380002,0.83779764,0,nan,0.0,3,1,19
41811182,1618748935799849,633192451,102731198,28949,69121,0.22200002,0.09721274,0.44400004,0.702,0.57,0.81,108,13,1.199,0.8,0.89300007,-3.2680001,0.8390216,0,nan,0.0,3,1,19
42017641,1618748935999850,633192466,102731234,29580,69752,0.21100001,0.09277455,0.44400004,0.70100003,0.57,0.81,108,13,1.1930001,0.81100005,0.87500006,-3.328,0.83073145,0,nan,0.0,3,1,19
42219658,1618748936199849,633192481,102731268,30261,70433,0.21100001,0.0912493,0.44300002,0.70000005,0.57,0.81,108,13,1.246,0.906,0.85600007,-3.5390003,0.79263586,0,nan,0.0,3,1,19
42418635,1618748936399849,633192497,102731303,30958,71130,0.216,0.09377828,0.44300002,0.69900006,0.57,0.81,108,13,1.2160001,0.85800004,0.86100006,-3.6080003,0.79009765,0,nan,0.0,3,1,19
42617661,1618748936599848,633192513,102731336,31691,71863,0.21000001,0.09212336,0.44200003,0.698,0.57,0.81,108,13,1.263,0.99100006,0.78300005,-3.7120001,0.7275614,0,nan,0.0,3,1,19
42818636,1618748936799848,633192531,102731366,32420,72591,0.215,0.09044889,0.44200003,0.698,0.57,0.81,108,13,1.25,1.0270001,0.71300006,-3.7580001,0.66554326,0,nan,0.0,3,1,19
43018636,1618748936999849,633192550,102731394,33162,73334,0.215,0.09065118,0.44200003,0.697,0.57,0.81,108,13,1.291,1.09,0.69200003,-3.657,0.61486554,0,nan,0.0,3,1,19
43219660,1618748937199848,633192571,102731420,33875,74047,0.21400002,0.08801032,0.441,0.69600004,0.57,0.81,108,12,1.3390001,1.19,0.614,-3.561,0.5425207,0,nan,0.0,3,1,19
43417641,1618748937399848,633192593,102731442,34558,74730,0.215,0.0850183,0.441,0.69600004,0.57,0.81,108,12,1.4250001,1.3460001,0.467,-3.5230002,0.43322214,0,nan,0.0,3,1,19
43626644,1618748937599848,633192618,102731459,35213,75384,0.21700001,0.08439121,0.441,0.69500005,0.57,0.81,108,12,1.488,1.442,0.37,-3.2020001,0.3402535,0,nan,0.0,3,1,19
43829748,1618748937799847,633192646,102731470,35821,75993,0.208,0.06982085,0.441,0.69500005,0.57,0.81,108,12,1.6660001,1.6520001,0.22100002,-3.1660001,0.21583492,0,nan,0.0,3,1,19
44019636,1618748937999848,633192676,102731475,36463,76635,0.201,0.07038249,0.441,0.694,0.57,0.81,108,12,1.7580001,1.7570001,0.061000004,-3.111,0.12433027,0,nan,0.0,3,1,19
44219637,1618748938199847,633192707,102731477,37035,77207,0.21100001,0.069325,0.44000003,0.693,0.57,0.81,108,13,1.7070001,1.7070001,0.0050000004,-3.0240002,0.061582543,0,nan,0.0,3,1,19
44414636,1618748938399847,633192738,102731476,37595,77767,0.21300001,0.066517286,0.44000003,0.693,0.57,0.81,108,13,1.8980001,1.8960001,-0.07,-2.917,0.009330704,0,nan,0.0,3,1,19
44621771,1618748938599847,633192774,102731472,38182,78354,0.202,0.06061598,0.44000003,0.69200003,0.57,0.81,108,13,2.036,2.033,-0.116000004,-2.9410002,6.255641,0,nan,0.0,3,1,19
44822098,1618748938799847,633192810,102731465,38778,78949,0.22600001,0.060155563,0.44000003,0.69100004,0.57,0.81,108,13,1.991,1.9820001,-0.18900001,-2.97,6.2208447,0,nan,0.0,3,1,19
45021667,1618748938999848,633192844,102731457,39382,79554,0.22800002,0.06423038,0.44000003,0.69100004,0.57,0.81,108,13,1.9720001,1.96,-0.22100002,-3.118,6.1967793,0,nan,0.0,3,1,19
45229635,1618748939199846,633192879,102731449,39905,80077,0.23400001,0.06479308,0.44000003,0.69100004,0.57,0.81,108,12,1.9590001,1.9520001,-0.16700001,-2.697,6.197278,0,nan,0.0,3,1,19
45419641,1618748939399846,633192912,102731441,40379,80550,0.22600001,0.06988019,0.44000003,0.69200003,0.57,0.81,108,12,1.8260001,1.8110001,-0.24000001,-1.991,6.1757455,0,nan,0.0,3,1,19
45628636,1618748939599846,633192945,102731428,40772,80943,0.201,0.058528394,0.44000003,0.69100004,0.57,0.81,108,12,1.991,1.9510001,-0.395,-2.16,6.120752,0,nan,0.0,3,1,19
45819635,1618748939799846,633192981,102731412,41214,81386,0.19900002,0.05908079,0.44000003,0.69100004,0.57,0.81,108,12,2.0900002,2.046,-0.42800003,-2.095,6.09851,0,nan,0.0,3,1,19
46030636,1618748939999847,633193017,102731396,41662,81834,0.20500001,0.061196476,0.44000003,0.69000006,0.57,0.81,108,12,2.0760002,2.042,-0.37300003,-2.322,6.100565,0,nan,0.0,3,1,19
46220104,1618748940199846,633193054,102731379,42116,82288,0.21700001,0.05678167,0.44000003,0.69000006,0.57,0.81,108,13,2.2210002,2.176,-0.44300002,-2.398,6.0904884,0,nan,0.0,3,1,19
46421638,1618748940399845,633193092,102731360,42607,82779,0.20700002,0.060606033,0.44000003,0.69000006,0.57,0.81,108,13,2.092,2.033,-0.492,-2.4770002,6.068898,0,nan,0.0,3,1,19
46619653,1618748940599845,633193128,102731336,43074,83246,0.202,0.05845823,0.44000003,0.689,0.57,0.81,108,13,2.177,2.065,-0.688,-2.467,6.012081,0,nan,0.0,3,1,19
46821654,1618748940799845,633193165,102731308,43581,83753,0.20400001,0.05706319,0.439,0.688,0.57,0.81,108,13,2.177,2.058,-0.71000004,-2.565,5.980106,0,nan,0.0,3,1,19
47013636,1618748940999846,633193201,102731278,44094,84266,0.22500001,0.056486357,0.439,0.688,0.57,0.81,108,13,2.1790001,2.0440001,-0.75600004,-2.651,5.9535766,0,nan,0.0,3,1,19
47222638,1618748941199845,633193237,102731249,44641,84813,0.20500001,0.05951398,0.439,0.68700004,0.57,0.81,108,14,2.115,1.9930001,-0.70600003,-2.884,5.948367,0,nan,0.0,3,1,19
47419657,1618748941399845,633193273,102731222,45235,85407,0.19500001,0.058078967,0.439,0.68600005,0.57,0.81,108,14,2.084,1.9710001,-0.67700005,-3.0400002,5.9505506,0,nan,0.0,3,1,19
47619644,1618748941599845,633193306,102731198,45830,86002,0.21300001,0.06603732,0.43800002,0.68600005,0.57,0.81,108,14,1.9100001,1.8370001,-0.522,-3.006,5.9756665,0,nan,0.0,3,1,19
47819646,1618748941799844,633193340,102731179,46406,86578,0.21000001,0.061077796,0.43800002,0.68500006,0.57,0.81,108,14,1.988,1.9440001,-0.418,-3.0110002,6.028247,0,nan,0.0,3,1,19
48019659,1618748941999845,633193374,102731161,47003,87175,0.20500001,0.06043534,0.43800002,0.684,0.57,0.81,108,14,1.9920001,1.9260001,-0.50600004,-3.1220002,6.027348,0,nan,0.0,3,1,19
48221638,1618748942199844,633193407,102731145,47629,87801,0.21800001,0.06740915,0.43800002,0.684,0.57,0.81,108,14,1.8260001,1.8040001,-0.28,-3.2140002,6.0740566,0,nan,0.0,3,1,19
48421715,1618748942399844,633193440,102731133,48274,88446,0.21000001,0.063537836,0.437,0.683,0.57,0.81,108,14,1.9530001,1.9300001,-0.30400002,-3.3470001,6.1026134,0,nan,0.0,3,1,19
48620637,1618748942599844,633193474,102731122,48937,89109,0.21800001,0.066003636,0.437,0.683,0.57,0.81,108,14,1.9180001,1.8980001,-0.273,-3.2870002,6.1211934,0,nan,0.0,3,1,19
48819647,1618748942799844,633193506,102731114,49559,89731,0.21300001,0.069860645,0.437,0.683,0.57,0.81,108,14,1.8040001,1.7980001,-0.142,-3.2700002,6.161515,0,nan,0.0,3,1,19
49021640,1618748942999845,633193540,102731108,50215,90387,0.21000001,0.06441172,0.437,0.68200004,0.57,0.81,108,14,1.9570001,1.95,-0.163,-3.0930002,6.1825757,0,nan,0.0,3,1,19
49221638,1618748943199843,633193574,102731102,50795,90967,0.21000001,0.06771755,0.437,0.68200004,0.57,0.81,108,12,1.8490001,1.8460001,-0.104,-2.9780002,6.204022,0,nan,0.0,3,1,19
49421674,1618748943399843,633193605,102731099,51356,91528,0.22800002,0.07306419,0.437,0.68200004,0.57,0.81,108,12,1.7240001,1.723,-0.053000003,-2.822,6.2267327,0,nan,0.0,3,1,19
49610636,1618748943599843,633193635,102731097,51929,92101,0.21100001,0.071036294,0.437,0.68100005,0.57,0.81,108,12,1.6980001,1.695,-0.093,-2.7900002,6.2274513,0,nan,0.0,3,1,19
49817651,1618748943799843,633193665,102731095,52509,92681,0.22200002,0.0724727,0.43600002,0.68100005,0.57,0.81,108,12,1.702,1.702,-0.013,-2.9380002,6.251593,0,nan,0.0,3,1,19
50018084,1618748943999844,633193695,102731092,53080,93252,0.22200002,0.07227461,0.43600002,0.68,0.57,0.81,108,12,1.71,1.7030001,-0.15300001,-2.89,6.2221518,0,nan,0.0,3,1,19
50218641,1618748944199843,633193725,102731086,53655,93827,0.23,0.07354573,0.43600002,0.68,0.57,0.81,108,13,1.631,1.6240001,-0.15100001,-2.8420002,6.206475,0,nan,0.0,3,1,19
50424638,1618748944399842,633193753,102731080,54227,94399,0.21900001,0.076877914,0.43600002,0.68,0.57,0.81,108,13,1.608,1.6,-0.16100001,-2.8820002,6.1951685,0,nan,0.0,3,1,19
50626652,1618748944599842,633193781,102731076,54772,94944,0.215,0.07892396,0.43600002,0.679,0.57,0.81,108,13,1.5320001,1.531,-0.037,-2.69,6.226722,0,nan,0.0,3,1,19
51026636,1618748944999843,633193836,102731079,55208,95380,0.11800001,0.07844888,0.43500003,0.67800003,0.57,0.81,108,13,1.605,1.605,0.021000002,-0.18100001,6.281872,0,nan,0.0,3,1,19
53019636,1618748946999841,633194332,102730538,54746,94918,0.11000001,0.0228961,0.44000003,0.68200004,0.57,0.81,108,13,6.2590003,4.84,-3.9680002,-0.17500001,5.622511,0,nan,0.0,3,1,19
53221734,1618748947199840,633194422,102730367,54773,94945,0.108,0.019896228,0.44000003,0.68200004,0.57,0.81,108,16,6.9550004,5.2330003,-4.5820003,-0.42000002,5.5818167,0,nan,0.0,3,1,19
53418641,1618748947399840,633194518,102730172,54842,95015,0.11000001,0.01856943,0.44000003,0.68200004,0.57,0.81,108,16,7.5910006,5.5280004,-5.202,-0.38300002,5.5441504,0,nan,0.0,3,1,19
53619660,1618748947599840,633194620,102729957,54940,95112,0.09900001,0.0151307825,0.44000003,0.68100005,0.57,0.81,108,16,8.195001,5.8970003,-5.6910005,-0.39600003,5.5155034,0,nan,0.0,3,1,19
53818636,1618748947799840,633194727,102729717,55018,95190,0.094000004,0.013682508,0.44000003,0.68,0.57,0.81,108,16,8.805,6.1120005,-6.3380003,-0.505,5.479616,0,nan,0.0,3,1,19
54019662,1618748947999841,633194840,102729451,55085,95257,0.101,0.01416387,0.439,0.68,0.57,0.81,108,16,9.552,6.5090003,-6.9900002,-0.363,5.4621844,0,nan,0.0,3,1,19
54219638,1618748948199840,633194959,102729163,55167,95339,0.1,0.012178558,0.439,0.679,0.57,0.81,107,16,10.125001,6.813,-7.4890003,-0.46300003,5.4505663,0,nan,0.0,3,1,19
54419637,1618748948399839,633195085,102728855,55252,95424,0.10300001,0.011803312,0.43800002,0.67800003,0.57,0.81,107,16,10.792001,7.281,-7.9660006,-0.47400004,5.452844,0,nan,0.0,3,1,19
54619703,1618748948599839,633195217,102728526,55328,95500,0.106000006,0.011036589,0.43800002,0.67700005,0.57,0.81,107,16,11.398001,7.5390005,-8.548,-0.30400002,5.4351335,0,nan,0.0,3,1,19
54810636,1618748948799839,633195356,102728175,55386,95558,0.104,0.010052921,0.437,0.67700005,0.57,0.81,107,16,12.101001,8.019,-9.062,-0.44500002,5.4367723,0,nan,0.0,3,1,19
55018654,1618748948999840,633195503,102727803,55436,95609,0.128,0.009568418,0.437,0.67700005,0.57,0.81,107,16,12.791,8.422,-9.628,-0.119,5.4310637,0,nan,0.0,3,1,19
55219665,1618748949199839,633195656,102727408,55441,95614,0.15200001,0.011749382,0.43800002,0.67700005,0.57,0.81,107,16,13.393001,8.688001,-10.192,-0.045,5.4182706,0,nan,0.0,3,1,19
55419778,1618748949399839,633195815,102726992,55450,95622,0.10700001,0.009718168,0.439,0.67700005,0.57,0.81,107,16,13.983001,9.012,-10.692,-0.029000001,5.412756,0,nan,0.0,3,1,19
55618636,1618748949599838,633195978,102726553,55422,95594,0.112,0.009325643,0.439,0.67700005,0.57,0.81,107,16,14.653001,9.305,-11.319,0.105000004,5.400468,0,nan,0.0,3,1,19
55818636,1618748949799838,633196147,102726092,55382,95555,0.09900001,0.008009491,0.439,0.67700005,0.57,0.81,107,16,15.243001,9.636001,-11.811001,0.25300002,5.3967185,0,nan,0.0,3,1,19
56019662,1618748949999839,633196323,102725611,55323,95496,0.117000006,0.008850041,0.439,0.67600006,0.57,0.81,107,16,15.844001,9.918,-12.356001,0.30900002,5.3887944,0,nan,0.0,3,1,19
56219652,1618748950199838,633196503,102725108,55261,95434,0.096,0.0073487083,0.439,0.675,0.57,0.81,107,17,16.507,10.3,-12.900001,0.37500003,5.386202,0,nan,0.0,3,1,19
56417656,1618748950399838,633196691,102724585,55182,95355,0.09900001,0.007533888,0.43800002,0.675,0.57,0.82,107,17,17.065,10.616,-13.361001,0.38200003,5.3837724,0,nan,0.0,3,1,19
56618637,1618748950599838,633196882,102724048,55100,95273,0.119,0.008696801,0.43800002,0.675,0.57,0.82,107,17,17.282001,10.695001,-13.575001,0.48600003,5.3796587,0,nan,0.0,3,1,19
56819637,1618748950799838,633197073,102723504,54906,95079,0.113000005,0.007420616,0.43800002,0.675,0.57,0.82,107,17,17.333,10.707001,-13.6310005,1.2440001,5.378189,0,nan,0.0,3,1,19
57019730,1618748950999838,633197265,102722960,54576,94749,0.11800001,0.007465995,0.43800002,0.675,0.57,0.82,107,17,17.37,10.746,-13.647,2.0170002,5.379424,0,nan,0.0,3,1,19
57221634,1618748951199837,633197458,102722410,54117,94291,0.132,0.0073562134,0.439,0.675,0.57,0.82,100,19,17.564001,10.8,-13.85,2.6000001,5.3746834,0,nan,0.0,3,1,19
57409639,1618748951399837,633197653,102721852,53559,93733,0.132,0.0073558646,0.439,0.675,0.57,0.82,100,19,17.831001,10.969001,-14.058001,2.9390001,5.374973,0,nan,0.0,3,1,19
57617637,1618748951599837,633197851,102721284,52948,93122,0.134,0.0076482072,0.44000003,0.67600006,0.57,0.82,100,19,18.195002,11.157001,-14.373001,3.183,5.372462,0,nan,0.0,3,1,19
57817636,1618748951799837,633198051,102720703,52303,92477,0.128,0.007591135,0.44000003,0.67700005,0.57,0.82,100,19,18.477001,11.144,-14.739,3.351,5.359782,0,nan,0.0,3,1,19
58019638,1618748951999838,633198254,102720105,51665,91839,0.133,0.007246607,0.441,0.67800003,0.57,0.82,100,19,19.001001,11.425,-15.182001,3.252,5.3575225,0,nan,0.0,3,1,19
58218637,1618748952199836,633198460,102719493,51032,91206,0.133,0.0072413706,0.44200003,0.679,0.57,0.82,100,18,19.351002,11.642,-15.458001,3.0400002,5.3578773,0,nan,0.0,3,1,19
58424642,1618748952399836,633198671,102718870,50463,90637,0.125,0.006797708,0.44300002,0.68,0.57,0.82,100,18,19.788,11.893001,-15.816001,2.799,5.3571563,0,nan,0.0,3,1,19
58625637,1618748952599836,633198886,102718233,49939,90114,0.13100001,0.0066765826,0.44300002,0.68,0.57,0.82,100,18,20.140001,12.083,-16.113,2.5400002,5.355815,0,nan,0.0,3,1,19
58817662,1618748952799836,633199104,102717585,49471,89645,0.127,0.0065202005,0.44400004,0.68100005,0.57,0.82,100,18,20.393002,12.228001,-16.320002,2.242,5.3554187,0,nan,0.0,3,1,19
59017639,1618748952999837,633199323,102716926,49093,89267,0.10300001,0.005712812,0.44300002,0.68,0.57,0.82,100,18,20.718,12.274,-16.692001,1.626,5.346426,0,nan,0.0,3,1,19
59218636,1618748953199836,633199543,102716256,48814,88989,0.113000005,0.0062718405,0.44300002,0.679,0.57,0.82,100,16,20.848001,12.288,-16.841002,1.192,5.3427544,0,nan,0.0,3,1,19
59418640,1618748953399836,633199764,102715584,48640,88815,0.09900001,0.0058400463,0.44300002,0.679,0.57,0.82,100,16,21.003,12.364,-16.978,0.72300005,5.3417897,0,nan,0.0,3,1,19
59617838,1618748953599835,633199985,102714902,48512,88686,0.095000006,0.0056115827,0.44200003,0.67800003,0.57,0.82,100,16,21.104,12.370001,-17.099,0.39900002,5.3386593,0,nan,0.0,3,1,19
59819639,1618748953799835,633200206,102714219,48456,88632,0.098000005,0.0057730256,0.441,0.67700005,0.57,0.82,100,16,21.073002,12.308001,-17.105001,0.21000001,5.3361316,0,nan,0.0,3,1,19
60022635,1618748953999836,633200426,102713535,48470,88645,0.104,0.005691344,0.441,0.67600006,0.57,0.82,100,16,21.066002,12.243001,-17.143002,-0.42100003,5.332573,0,nan,0.0,3,1,19
60239660,1618748954199835,633200644,102712850,48589,88764,0.096,0.0058892644,0.44000003,0.675,0.57,0.82,100,18,20.992,12.144001,-17.123001,-0.83400005,5.3292546,0,nan,0.0,3,1,19
60444638,1618748954399835,633200862,102712168,48765,88940,0.095000006,0.0059856065,0.439,0.674,0.57,0.82,100,18,20.905,12.154,-17.009,-0.92300004,5.332813,0,nan,0.0,3,1,19
