timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
188621661,1618749082599738,633193183,102761823,128885,169051,0.142,0.011399268,0.568,0.86100006,0.57,0.82,97,6,14.037001,10.677,-9.113001,-2.058,5.576605,0,nan,0.0,4,1,19
188821637,1618749082799738,633193370,102761461,129211,169377,0.14400001,0.011148465,0.56600004,0.859,0.57,0.82,97,6,13.602,10.240001,-8.954,-1.519,5.5646567,0,nan,0.0,4,1,19
189017847,1618749082999738,633193551,102761107,129430,169596,0.13100001,0.011348305,0.565,0.855,0.57,0.82,97,6,13.351001,10.044001,-8.797001,-0.989,5.563869,0,nan,0.0,4,1,19
189221639,1618749083199737,633193728,102760756,129514,169680,0.120000005,0.011433827,0.563,0.851,0.57,0.82,97,6,13.179001,9.853001,-8.753,-0.19000001,5.5568476,0,nan,0.0,4,1,19
189419640,1618749083399737,633193903,102760406,129465,169632,0.12200001,0.011180404,0.56100005,0.84800005,0.57,0.82,97,6,13.056001,9.723001,-8.713,0.559,5.552501,0,nan,0.0,4,1,19
189620655,1618749083599737,633194078,102760056,129234,169401,0.134,0.011975401,0.559,0.845,0.57,0.82,97,6,13.129001,9.774,-8.766001,1.419,5.552073,0,nan,0.0,4,1,19
189821637,1618749083799737,633194252,102759709,128815,168982,0.12900001,0.011221768,0.55700004,0.84300005,0.57,0.82,97,6,12.97,9.668,-8.647,2.7110002,5.553483,0,nan,0.0,4,1,19
190030638,1618749083999738,633194426,102759365,128152,168318,0.13800001,0.011886565,0.55600005,0.84300005,0.57,0.82,97,6,13.0720005,9.77,-8.684,3.9120002,5.5565667,0,nan,0.0,4,1,19
190227636,1618749084199737,633194602,102759019,127254,167421,0.142,0.011945731,0.555,0.84400004,0.57,0.82,97,6,13.092001,9.805,-8.676001,4.913,5.558765,0,nan,0.0,4,1,19
190420712,1618749084399736,633194782,102758671,126195,166362,0.143,0.011606962,0.555,0.846,0.57,0.82,97,6,13.485001,10.147,-8.8810005,5.5360003,5.5642176,0,nan,0.0,4,1,19
190619636,1618749084599736,633194967,102758313,125013,165180,0.149,0.011109021,0.555,0.84700006,0.57,0.82,97,6,13.915001,10.500001,-9.132,6.1480002,5.5673776,0,nan,0.0,4,1,19
190819642,1618749084799736,633195159,102757947,123752,163919,0.149,0.010859438,0.555,0.84900004,0.57,0.82,97,6,14.305,10.854,-9.317,6.4440002,5.5738397,0,nan,0.0,4,1,19
191019637,1618749084999737,633195357,102757570,122449,162616,0.15200001,0.0106335925,0.55600005,0.851,0.57,0.82,97,6,14.847001,11.305,-9.624001,6.7300005,5.577956,0,nan,0.0,4,1,19
191222922,1618749085199736,633195563,102757182,121075,161242,0.15200001,0.01035591,0.55600005,0.85300004,0.57,0.82,97,6,15.240001,11.632001,-9.847,6.959,5.580701,0,nan,0.0,4,1,19
191421636,1618749085399736,633195776,102756782,119670,159838,0.148,0.009746617,0.55600005,0.855,0.57,0.82,97,6,15.905001,12.185,-10.221001,6.9020004,5.5852165,0,nan,0.0,4,1,19
191629635,1618749085599735,633195996,102756366,118295,158463,0.155,0.010069327,0.55700004,0.859,0.61,0.88,97,6,16.351,12.369,-10.695001,6.8190002,5.5702286,0,nan,0.0,4,1,18
191835643,1618749085799735,633196221,102755933,116963,157130,0.15200001,0.009722357,0.55700004,0.86100006,0.57,0.82,97,6,16.93,12.805,-11.075001,6.6590004,5.5701017,0,nan,0.0,4,1,19
192021643,1618749085999736,633196455,102755487,115722,155890,0.141,0.009281137,0.55700004,0.86100006,0.57,0.82,97,6,17.443,13.221001,-11.378,6.117,5.5725393,0,nan,0.0,4,1,19
192222637,1618749086199735,633196694,102755024,114534,154702,0.135,0.008790001,0.55700004,0.864,0.57,0.82,97,6,17.902,13.404,-11.866,5.663,5.55855,0,nan,0.0,4,1,19
192420639,1618749086399735,633196937,102754550,113500,153668,0.136,0.008876395,0.55700004,0.86600006,0.57,0.82,97,6,18.191,13.691001,-11.978001,5.118,5.5643888,0,nan,0.0,4,1,19
192620783,1618749086599735,633197185,102754066,112546,152714,0.143,0.0079218745,0.55700004,0.86500007,0.57,0.82,97,6,18.631,13.915001,-12.389001,4.5220003,5.5557294,0,nan,0.0,4,1,19
192821146,1618749086799735,633197438,102753570,111734,151902,0.14500001,0.007988895,0.55700004,0.86500007,0.57,0.82,97,6,18.926,14.154,-12.564,3.6980002,5.5572343,0,nan,0.0,4,1,19
193021685,1618749086999735,633197692,102753070,111033,151201,0.147,0.008232368,0.55700004,0.86500007,0.57,0.82,97,6,18.935001,14.195001,-12.531,3.246,5.5599895,0,nan,0.0,4,1,19
193230640,1618749087199734,633197948,102752571,110444,150612,0.13800001,0.0077443747,0.55600005,0.86300004,0.57,0.82,97,6,19.069,14.348001,-12.56,2.7450001,5.5641384,0,nan,0.0,4,1,19
193421637,1618749087399734,633198207,102752072,109929,150098,0.14400001,0.00822434,0.55600005,0.86300004,0.57,0.82,97,6,19.01,14.401001,-12.409,2.809,5.5719256,0,nan,0.0,4,1,19
193630638,1618749087599734,633198466,102751576,109398,149566,0.14,0.007867769,0.555,0.86200005,0.57,0.82,97,6,19.047,14.363001,-12.51,2.772,5.5666547,0,nan,0.0,4,1,19
193820638,1618749087799734,633198723,102751079,108831,148999,0.157,0.008180358,0.555,0.86100006,0.57,0.82,97,6,19.034,14.387001,-12.462001,2.7640002,5.569359,0,nan,0.0,4,1,19
194021637,1618749087999735,633198980,102750581,108202,148371,0.15400001,0.00792746,0.555,0.86100006,0.57,0.82,97,6,19.133001,14.364,-12.6380005,3.1920002,5.5616174,0,nan,0.0,4,1,19
194221641,1618749088199734,633199238,102750078,107539,147707,0.134,0.00790477,0.555,0.86,0.57,0.82,97,6,19.174002,14.4210005,-12.636001,3.3200002,5.5636497,0,nan,0.0,4,1,19
194419640,1618749088399733,633199495,102749573,106869,147038,0.134,0.007798829,0.554,0.85800004,0.57,0.82,97,6,19.138,14.252001,-12.773001,3.262,5.552467,0,nan,0.0,4,1,19
194621637,1618749088599733,633199753,102749065,106274,146443,0.142,0.008060803,0.55300003,0.85700005,0.57,0.82,97,6,19.183,14.370001,-12.708,3.1260002,5.5590935,0,nan,0.0,4,1,19
194823640,1618749088799733,633200010,102748558,105684,145853,0.13900001,0.008116827,0.55200005,0.85600007,0.57,0.82,97,6,19.28,14.325001,-12.904,2.91,5.5499344,0,nan,0.0,4,1,19
195023635,1618749088999734,633200267,102748043,105097,145266,0.13800001,0.007592531,0.55200005,0.855,0.57,0.82,97,6,19.436,14.342001,-13.117001,3.035,5.542364,0,nan,0.0,4,1,19
195227635,1618749089199733,633200525,102747523,104512,144681,0.136,0.0075782193,0.551,0.85300004,0.57,0.82,97,5,19.390001,14.356001,-13.033001,2.9190001,5.5460353,0,nan,0.0,4,1,19
195422637,1618749089399733,633200783,102747003,103991,144160,0.15300001,0.007979296,0.551,0.85300004,0.57,0.82,97,5,19.412,14.357,-13.067,2.6710002,5.5447936,0,nan,0.0,4,1,19
195622635,1618749089599732,633201041,102746482,103480,143650,0.15200001,0.007818377,0.551,0.85200006,0.57,0.82,97,5,19.497002,14.363001,-13.185,2.417,5.5405097,0,nan,0.0,4,1,19
195821638,1618749089799732,633201299,102745958,103007,143176,0.15,0.007937234,0.551,0.85300004,0.57,0.82,97,5,19.454,14.334001,-13.152,2.3560002,5.5407467,0,nan,0.0,4,1,19
196031637,1618749089999733,633201557,102745435,102528,142698,0.15400001,0.0078751,0.551,0.85300004,0.57,0.82,97,5,19.5,14.438001,-13.106001,2.298,5.546097,0,nan,0.0,4,1,19
196223232,1618749090199732,633201815,102744916,102082,142252,0.14600001,0.007674387,0.551,0.85300004,0.57,0.82,97,6,19.466002,14.427001,-13.067,2.1100001,5.5472093,0,nan,0.0,4,1,19
196422637,1618749090399732,633202074,102744395,101664,141834,0.141,0.007471231,0.55,0.851,0.57,0.82,97,6,19.453001,14.375001,-13.107,2.1190002,5.5438766,0,nan,0.0,4,1,19
196622634,1618749090599732,633202331,102743871,101235,141405,0.15,0.0076749106,0.549,0.85,0.57,0.82,97,6,19.447,14.329,-13.147,2.0630002,5.5407667,0,nan,0.0,4,1,19
196821638,1618749090799732,633202587,102743350,100831,141000,0.15300001,0.00808803,0.549,0.85,0.57,0.82,97,6,19.285002,14.209001,-13.0390005,1.9970001,5.5406747,0,nan,0.0,4,1,19
197022639,1618749090999732,633202841,102742830,100403,140573,0.147,0.007999367,0.549,0.84900004,0.57,0.82,97,6,19.273,14.240001,-12.986001,1.9340001,5.5438223,0,nan,0.0,4,1,19
197219635,1618749091199731,633203096,102742314,99990,140160,0.149,0.008277922,0.549,0.84900004,0.57,0.82,97,6,19.188002,14.206,-12.898001,2.0530002,5.546012,0,nan,0.0,4,1,19
197421637,1618749091399731,633203351,102741802,99592,139763,0.147,0.007758337,0.549,0.84800005,0.57,0.82,97,6,19.181002,14.311001,-12.771001,1.8080001,5.5545897,0,nan,0.0,4,1,19
197622635,1618749091599731,633203604,102741294,99184,139354,0.141,0.007911229,0.54800004,0.846,0.57,0.82,97,6,18.951,14.054001,-12.714001,1.8180001,5.5478134,0,nan,0.0,4,1,19
197822637,1618749091799731,633203857,102740786,98934,139104,0.12900001,0.0076473346,0.54700005,0.84300005,0.57,0.82,97,6,18.966002,14.075001,-12.712001,1.0020001,5.548646,0,nan,0.0,4,1,19
198022640,1618749091999732,633204108,102740283,98822,138992,0.127,0.0076042246,0.545,0.84000003,0.57,0.82,97,6,18.752,13.958001,-12.523001,0.252,5.5519104,0,nan,0.0,4,1,19
198225635,1618749092199731,633204357,102739787,98854,139025,0.120000005,0.008224864,0.54300004,0.836,0.57,0.82,97,6,18.446001,13.718,-12.332001,-0.505,5.550943,0,nan,0.0,4,1,19
198428636,1618749092399730,633204599,102739300,99017,139188,0.125,0.008342674,0.541,0.83300006,0.57,0.82,97,6,18.04,13.389001,-12.091001,-1.228,5.548702,0,nan,0.0,4,1,19
198619635,1618749092599730,633204835,102738824,99333,139503,0.13100001,0.008552637,0.54,0.82900006,0.57,0.82,97,6,17.583,13.025001,-11.812,-1.9750001,5.5465817,0,nan,0.0,4,1,19
198821637,1618749092799730,633205063,102738359,99742,139913,0.13700001,0.009170658,0.53800005,0.82600003,0.57,0.82,97,6,16.943,12.452001,-11.490001,-2.4090002,5.5379486,0,nan,0.0,4,1,19
199020639,1618749092999731,633205280,102737907,100208,140379,0.13700001,0.009630377,0.537,0.82400006,0.57,0.82,97,6,16.179,11.776001,-11.095,-2.6480002,5.5275774,0,nan,0.0,4,1,19
199222634,1618749093199730,633205488,102737473,100802,140973,0.134,0.00945759,0.536,0.82100004,0.57,0.82,97,6,15.656001,11.407001,-10.724001,-3.2120001,5.5286503,0,nan,0.0,4,1,19
199421640,1618749093399730,633205686,102737050,101441,141613,0.13900001,0.010557671,0.535,0.81900007,0.57,0.82,97,6,15.023001,10.754001,-10.490001,-3.1850002,5.510203,0,nan,0.0,4,1,19
199621637,1618749093599730,633205875,102736640,102102,142273,0.135,0.010322575,0.53400004,0.81600004,0.57,0.82,97,6,14.537001,10.4470005,-10.108001,-3.3930001,5.514316,0,nan,0.0,4,1,19
199819636,1618749093799729,633206057,102736245,102697,142868,0.135,0.010934313,0.53300005,0.814,0.57,0.82,97,6,13.734,9.820001,-9.601001,-2.983,5.509081,0,nan,0.0,4,1,19
200016639,1618749093999730,633206230,102735868,103236,143407,0.134,0.011306417,0.532,0.81200004,0.57,0.82,97,6,13.286,9.497001,-9.290001,-2.5640001,5.508818,0,nan,0.0,4,1,19
200221639,1618749094199729,633206396,102735502,103677,143849,0.143,0.013150532,0.532,0.81000006,0.57,0.82,97,6,12.805,9.1,-9.009001,-2.089,5.5028105,0,nan,0.0,4,1,19
200421988,1618749094399729,633206556,102735145,104011,144182,0.136,0.012757658,0.531,0.808,0.57,0.82,97,6,12.4210005,8.749001,-8.817,-1.524,5.4939528,0,nan,0.0,4,1,19
200620642,1618749094599729,633206713,102734800,104286,144458,0.12200001,0.012194441,0.53000003,0.80600005,0.57,0.82,97,6,12.210001,8.759001,-8.5060005,-1.102,5.5124297,0,nan,0.0,4,1,19
200821637,1618749094799729,633206867,102734461,104415,144586,0.13000001,0.013638177,0.52900004,0.804,0.57,0.82,97,6,11.958,8.442,-8.469001,-0.344,5.496178,0,nan,0.0,4,1,19
201023227,1618749094999729,633207018,102734124,104383,144555,0.120000005,0.01241348,0.528,0.80100006,0.57,0.82,97,6,11.876,8.425,-8.370001,0.48200002,5.5011106,0,nan,0.0,4,1,19
201224637,1618749095199728,633207170,102733789,104177,144348,0.134,0.013036736,0.527,0.8,0.57,0.82,97,6,11.933001,8.471001,-8.405001,1.383,5.501688,0,nan,0.0,4,1,19
201419635,1618749095399728,633207320,102733454,103767,143939,0.128,0.01272153,0.526,0.799,0.57,0.82,97,6,11.883,8.445001,-8.360001,2.584,5.5028615,0,nan,0.0,4,1,19
201628635,1618749095599728,633207472,102733124,103096,143268,0.13900001,0.013327508,0.526,0.80100006,0.57,0.82,97,6,11.841001,8.511001,-8.233001,3.9220002,5.514362,0,nan,0.0,4,1,19
201828636,1618749095799728,633207626,102732794,102210,142382,0.148,0.013557193,0.526,0.80300003,0.57,0.82,97,6,12.002001,8.607,-8.365001,4.9810004,5.5120816,0,nan,0.0,4,1,19
202029888,1618749095999729,633207781,102732456,101157,141329,0.15200001,0.013269564,0.527,0.80700004,0.57,0.82,97,6,12.309001,8.773001,-8.635,5.5920005,5.505701,0,nan,0.0,4,1,19
202219636,1618749096199728,633207943,102732110,99973,140145,0.155,0.012544554,0.528,0.81000006,0.57,0.82,97,5,12.799001,9.215,-8.883,6.1800003,5.51614,0,nan,0.0,4,1,19
202417662,1618749096399727,633208110,102731753,98641,138814,0.16800001,0.012456065,0.52900004,0.81500006,0.61,0.88,97,5,13.186001,9.548,-9.095,6.663,5.5220747,0,nan,0.0,4,1,18
202619635,1618749096599727,633208283,102731385,97211,137383,0.16700001,0.011892324,0.531,0.82000005,0.57,0.82,97,5,13.7300005,9.901,-9.512,7.2030005,5.5178576,0,nan,0.0,4,1,19
202816641,1618749096799727,633208464,102731000,95756,135929,0.17,0.011627732,0.53300005,0.82600003,0.61,0.88,97,5,14.254001,10.293,-9.861,7.2770004,5.5192494,0,nan,0.0,4,1,18
203021637,1618749096999728,633208654,102730600,94323,134495,0.163,0.0110228015,0.53400004,0.83100003,0.57,0.82,97,5,14.919001,10.798,-10.295,7.2260003,5.521626,0,nan,0.0,4,1,19
203221638,1618749097199727,633208853,102730186,92891,133064,0.16100001,0.010623121,0.536,0.836,0.57,0.82,97,6,15.466001,11.337001,-10.519,7.1180005,5.535175,0,nan,0.0,4,1,19
203423237,1618749097399727,633209061,102729761,91472,131644,0.158,0.01017684,0.537,0.841,0.57,0.82,97,6,15.990001,11.754001,-10.84,7.0030003,5.538208,0,nan,0.0,4,1,19
203621637,1618749097599727,633209276,102729322,90112,130285,0.15100001,0.009741729,0.53900003,0.845,0.57,0.82,97,6,16.679,12.27,-11.297001,6.7160006,5.5390415,0,nan,0.0,4,1,19
203820637,1618749097799726,633209499,102728868,88826,128999,0.15300001,0.009703333,0.54,0.851,0.61,0.88,97,6,17.035002,12.538001,-11.533001,6.452,5.5395236,0,nan,0.0,4,1,18
204020639,1618749097999727,633209729,102728404,87618,127790,0.15200001,0.009500176,0.54200006,0.85600007,0.61,0.88,97,6,17.483002,12.903001,-11.797001,5.9900002,5.5425563,0,nan,0.0,4,1,18
204221638,1618749098199726,633209963,102727929,86502,126675,0.15,0.009112364,0.54200006,0.859,0.57,0.82,97,6,17.936,13.251,-12.088,5.2000003,5.5436454,0,nan,0.0,4,1,19
204423634,1618749098399726,633210202,102727440,85554,125727,0.157,0.008574104,0.54300004,0.859,0.57,0.82,97,6,18.266,13.383,-12.431001,4.348,5.5346212,0,nan,0.0,4,1,19
204621638,1618749098599726,633210443,102726937,84763,124936,0.141,0.008449313,0.54200006,0.85600007,0.57,0.82,97,6,18.551,13.394001,-12.834001,4.1140003,5.519138,0,nan,0.0,4,1,19
204823636,1618749098799726,633210682,102726422,83945,124119,0.14,0.00869523,0.541,0.85400003,0.57,0.82,97,6,18.639,13.339001,-13.019001,3.7810001,5.509945,0,nan,0.0,4,1,19
205024660,1618749098999727,633210919,102725894,83251,123424,0.15400001,0.00826553,0.541,0.85400003,0.57,0.82,97,6,18.806002,13.135,-13.459001,3.341,5.485581,0,nan,0.0,4,1,19
205223635,1618749099199725,633211154,102725354,82618,122791,0.15100001,0.0078396695,0.54,0.85200006,0.57,0.82,97,6,18.852001,12.984,-13.668,3.17,5.4721274,0,nan,0.0,4,1,19
205421637,1618749099399725,633211386,102724805,81995,122169,0.15100001,0.009548696,0.54,0.85,0.57,0.82,97,6,18.879002,12.834001,-13.846001,3.009,5.45988,0,nan,0.0,4,1,19
205618636,1618749099599725,633211615,102724247,81439,121612,0.15400001,0.007732681,0.54,0.84800005,0.57,0.82,97,6,18.963001,12.606001,-14.166,2.447,5.439578,0,nan,0.0,4,1,19
205821638,1618749099799725,633211840,102723680,80988,121162,0.15300001,0.00798488,0.54,0.846,0.57,0.82,97,6,19.009,12.501,-14.321001,1.9590001,5.4300423,0,nan,0.0,4,1,19
206022642,1618749099999726,633212063,102723111,80593,120767,0.15300001,0.008410043,0.54,0.845,0.57,0.82,97,6,18.881,12.361001,-14.272,1.9970001,5.42619,0,nan,0.0,4,1,19
206220641,1618749100199725,633212284,102722540,80198,120372,0.14600001,0.007856076,0.54,0.84300005,0.57,0.82,97,6,18.972,12.313001,-14.434001,1.9240001,5.4186826,0,nan,0.0,4,1,19
206430639,1618749100399724,633212505,102721966,79843,120017,0.15900001,0.007758337,0.53900003,0.841,0.57,0.82,97,6,18.893002,12.174001,-14.448001,1.6400001,5.4125643,0,nan,0.0,4,1,19
206627664,1618749100599724,633212723,102721388,79519,119693,0.15200001,0.007560243,0.53900003,0.83900005,0.57,0.82,97,6,19.02,12.158001,-14.626,1.514,5.4059067,0,nan,0.0,4,1,19
206817635,1618749100799724,633212942,102720799,79235,119409,0.149,0.007379601,0.53800005,0.836,0.57,0.82,97,6,19.265001,12.077001,-15.010001,1.386,5.3899503,0,nan,0.0,4,1,19
207018637,1618749100999725,633213158,102720192,79012,119186,0.16100001,0.007836877,0.53800005,0.83500004,0.57,0.82,97,6,19.572,11.979001,-15.477001,0.79200006,5.3710604,0,nan,0.0,4,1,19
207219637,1618749101199724,633213373,102719565,78883,119057,0.172,0.0077653183,0.53800005,0.83300006,0.57,0.82,97,11,19.979,11.981001,-15.988001,0.34,5.3554993,0,nan,0.0,4,1,19
207419641,1618749101399724,633213587,102718919,78828,119003,0.158,0.007700392,0.53800005,0.83100003,0.57,0.82,97,11,20.249,11.807,-16.451,0.022000002,5.3349085,0,nan,0.0,4,1,19
207620637,1618749101599724,633213799,102718256,78798,118972,0.16900001,0.007575427,0.53800005,0.82900006,0.57,0.82,97,11,20.536001,11.740001,-16.85,0.091000006,5.320919,0,nan,0.0,4,1,19
207821638,1618749101799723,633214010,102717576,78790,118964,0.155,0.0068689175,0.53800005,0.827,0.57,0.82,97,11,20.938002,11.806001,-17.293001,-0.11100001,5.3114204,0,nan,0.0,4,1,19
208041638,1618749101999724,633214224,102716878,78864,119039,0.12200001,0.0071387454,0.537,0.82400006,0.57,0.82,97,11,21.365002,11.965,-17.7,-0.67,5.3068137,0,nan,0.0,4,1,19
208217635,1618749102199723,633214440,102716167,79037,119212,0.132,0.007136651,0.535,0.822,0.57,0.82,97,10,21.724,12.106001,-18.038,-1.2850001,5.3034945,0,nan,0.0,4,1,19
208425634,1618749102399723,633214658,102715443,79372,119547,0.119,0.007032106,0.53400004,0.82000005,0.57,0.82,97,10,21.951,12.168,-18.27,-2.15,5.2999554,0,nan,0.0,4,1,19
208623636,1618749102599723,633214877,102714712,79851,120026,0.117000006,0.006284058,0.532,0.81700003,0.57,0.82,97,10,22.088001,12.225,-18.397001,-2.696,5.298903,0,nan,0.0,4,1,19
208818637,1618749102799723,633215097,102713978,80475,120650,0.11800001,0.006225415,0.53000003,0.814,0.57,0.82,97,10,22.195002,12.332001,-18.454,-3.5640001,5.301504,0,nan,0.0,4,1,19
209017636,1618749102999724,633215320,102713242,81202,121378,0.11800001,0.006200631,0.528,0.81100005,0.57,0.82,97,10,22.281,12.448001,-18.480001,-3.8840003,5.305179,0,nan,0.0,4,1,19
209218638,1618749103199722,633215544,102712502,81938,122114,0.11800001,0.006417052,0.526,0.809,0.57,0.82,97,10,22.380001,12.514001,-18.555,-3.6210003,5.305726,0,nan,0.0,4,1,19
209419635,1618749103399722,633215769,102711758,82672,122848,0.117000006,0.0060374425,0.52500004,0.80600005,0.57,0.82,97,10,22.537,12.587001,-18.695002,-3.8960001,5.304949,0,nan,0.0,4,1,19
209618644,1618749103599722,633215996,102711012,83454,123630,0.117000006,0.006019815,0.523,0.80300003,0.57,0.82,97,10,22.593,12.603001,-18.752,-3.8370001,5.3041205,0,nan,0.0,4,1,19
209819636,1618749103799722,633216223,102710266,84362,124539,0.123,0.0061453036,0.521,0.80100006,0.57,0.82,97,10,22.507002,12.622001,-18.635,-5.0410004,5.307744,0,nan,0.0,4,1,19
210020637,1618749103999723,633216450,102709527,85461,125637,0.125,0.006213372,0.51900005,0.79800004,0.57,0.82,97,10,22.266,12.571001,-18.379002,-5.9440002,5.312294,0,nan,0.0,4,1,19
210219639,1618749104199722,633216674,102708799,86667,126844,0.126,0.0063327523,0.518,0.79600006,0.57,0.82,97,10,21.844002,12.425,-17.966002,-6.3830004,5.3174686,0,nan,0.0,4,1,19
210419640,1618749104399722,633216898,102708084,87940,128116,0.126,0.006361201,0.517,0.79300004,0.57,0.82,97,10,21.748001,12.450001,-17.832,-6.3880005,5.3219056,0,nan,0.0,4,1,19
210618635,1618749104599721,633217121,102707365,89205,129382,0.128,0.0063320543,0.51500005,0.791,0.57,0.82,97,10,22.026001,12.3810005,-18.217001,-6.1860003,5.3093104,0,nan,0.0,4,1,19
210818781,1618749104799721,633217345,102706635,90290,130467,0.141,0.0074921744,0.51500005,0.79,0.57,0.82,97,10,22.193,12.497001,-18.34,-4.921,5.310515,0,nan,0.0,4,1,19
211014635,1618749104999722,633217568,102705896,91172,131349,0.15400001,0.011343592,0.51600003,0.78900003,0.57,0.82,97,10,22.395,12.454,-18.613,-4.17,5.302049,0,nan,0.0,4,1,19
211217636,1618749105199721,633217790,102705144,91978,132155,0.141,0.011460006,0.51900005,0.78800005,0.57,0.82,97,10,22.587002,12.193001,-19.013,-3.9410002,5.2826104,0,nan,0.0,4,1,19
211416639,1618749105399721,633218003,102704374,92749,132926,0.133,0.008854578,0.521,0.78700006,0.57,0.82,97,10,22.669,11.574,-19.492,-4.04,5.2482147,0,nan,0.0,4,1,19
211617638,1618749105599721,633218204,102703584,93514,133691,0.13100001,0.00872682,0.522,0.785,0.57,0.82,97,10,22.741001,10.85,-19.986,-4.053,5.2097635,0,nan,0.0,4,1,19
211821638,1618749105799720,633218395,102702779,94297,134474,0.13100001,0.009003978,0.523,0.78400004,0.57,0.82,97,10,22.838001,10.528001,-20.267,-3.982,5.191491,0,nan,0.0,4,1,19
212019636,1618749105999721,633218579,102701959,95010,135188,0.13000001,0.008769755,0.52400005,0.78300005,0.57,0.82,97,10,23.014002,9.996,-20.730001,-3.683,5.1616807,0,nan,0.0,4,1,19
212219634,1618749106199720,633218754,102701123,95674,135852,0.13800001,0.0093087135,0.52500004,0.78200006,0.57,0.82,97,10,23.188002,9.614,-21.101002,-3.2440002,5.1398997,0,nan,0.0,4,1,19
212417636,1618749106399720,633218919,102700268,96331,136509,0.136,0.0092561785,0.527,0.781,0.57,0.82,97,10,23.403002,8.842,-21.669,-3.384,5.0998297,0,nan,0.0,4,1,19
212619645,1618749106599720,633219068,102699393,97057,137235,0.13000001,0.009283232,0.52900004,0.77900004,0.59999996,0.82,97,10,23.355001,7.7320004,-22.037,-4.0950003,5.049828,0,nan,0.0,4,1,18
212819640,1618749106799720,633219193,102698503,97892,138071,0.125,0.009080075,0.53000003,0.77800006,0.59999996,0.82,97,10,23.387001,6.346,-22.509,-4.431,4.987165,0,nan,0.0,4,1,18
213021638,1618749106999721,633219297,102697598,98823,139001,0.127,0.0096124,0.532,0.777,0.59999996,0.82,97,10,23.368002,5.2790003,-22.764002,-4.8630004,4.9402556,0,nan,0.0,4,1,18
213220647,1618749107199719,633219378,102696684,99832,140010,0.128,0.009650798,0.53400004,0.776,0.59999996,0.82,97,10,23.337002,3.8390002,-23.019001,-5.313,4.877662,0,nan,0.0,4,1,18
213420676,1618749107399719,633219434,102695761,100895,141073,0.13700001,0.009583952,0.536,0.77500004,0.57,0.82,97,10,23.284,2.391,-23.161001,-5.499,4.8152637,0,nan,0.0,4,1,19
213621637,1618749107599719,633219460,102694832,101979,142158,0.142,0.009392838,0.53800005,0.77400005,0.57,0.82,97,10,23.354002,0.535,-23.348001,-5.5670004,4.7352805,0,nan,0.0,4,1,19
213816638,1618749107799719,633219449,102693904,103162,143341,0.177,0.011957076,0.54200006,0.776,0.57,0.82,97,10,23.271002,-1.6800001,-23.211,-5.9810004,4.640116,0,nan,0.0,4,1,19
214031638,1618749107999720,633219398,102692982,104426,144605,0.178,0.013591228,0.54700005,0.781,0.57,0.82,97,10,23.251001,-3.8950002,-22.923,-6.4940004,4.544072,0,nan,0.0,4,1,19
214221638,1618749108199719,633219308,102692076,105721,145901,0.17,0.010690665,0.55300003,0.78400004,0.57,0.82,97,9,23.179,-5.959,-22.400002,-6.5150003,4.4523835,0,nan,0.0,4,1,19
214419652,1618749108399719,633219184,102691188,107032,147212,0.202,0.009432457,0.55600005,0.785,0.59,0.85999995,97,9,23.312,-7.7900004,-21.972,-6.6670003,4.3716726,0,nan,0.0,4,1,18
214617636,1618749108599718,633219028,102690325,108343,148523,0.186,0.00913226,0.559,0.78800005,0.59,0.85999995,97,9,23.248001,-9.540001,-21.201,-6.6120005,4.2895565,0,nan,0.0,4,1,18
214817636,1618749108799718,633218841,102689499,109649,149829,0.18200001,0.009430712,0.56100005,0.79200006,0.59,0.85999995,97,9,23.095001,-11.267,-20.161001,-6.4160004,4.202789,0,nan,0.0,4,1,18
215020638,1618749108999719,633218626,102688708,110938,151118,0.17500001,0.009126326,0.563,0.795,0.59,0.85999995,97,9,23.12,-12.573001,-19.402,-6.2590003,4.137399,0,nan,0.0,4,1,18
215217640,1618749109199718,633218388,102687947,112157,152337,0.17300001,0.009037489,0.565,0.79800004,0.59,0.85999995,97,9,23.219002,-13.873001,-18.619001,-5.7860003,4.072029,0,nan,0.0,4,1,18
215419637,1618749109399718,633218127,102687218,113243,153424,0.17500001,0.009440835,0.56700003,0.80200005,0.59,0.85999995,97,9,23.405,-15.098001,-17.884,-5.065,4.0112433,0,nan,0.0,4,1,18
215618845,1618749109599718,633217847,102686521,114244,154424,0.17300001,0.009087406,0.568,0.80500007,0.59,0.85999995,97,9,23.559002,-16.204,-17.101002,-4.59,3.9539,0,nan,0.0,4,1,18
215818725,1618749109799718,633217544,102685863,115104,155285,0.171,0.009157567,0.57000005,0.809,0.59,0.85999995,97,9,23.730001,-17.604,-15.9140005,-4.0220003,3.8766093,0,nan,0.0,4,1,18
216021637,1618749109999718,633217219,102685249,115858,156039,0.149,0.007739837,0.57100004,0.81100005,0.57,0.82,97,9,23.914001,-18.810001,-14.766001,-3.394,3.8071425,0,nan,0.0,4,1,19
