timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
31611016,31610599,2621474,2621474,6.851741e-05,-6.749619e-05,1.8455812e-05,-0.0050262134,-6.952284e-05,-0.046499677,4888,4888,0
32109593,32109176,2621474,2621474,-0.00043332417,-0.0009328557,1.3562996e-05,-0.010475527,-0.012855361,-0.0368922,4889,4889,0
32608203,32607752,2621474,2621474,-0.00041130593,0.0011304899,-0.0001003296,-0.0021364,0.0065255314,-0.04913697,4889,4889,0
33111629,33111215,2621474,2621474,-0.00057198387,-4.6848316e-05,0.00024163142,-0.0060275695,-0.0060538175,-0.07449554,4870,4870,0
33610625,33610185,2621474,2621474,-8.8327564e-05,0.00034556334,0.00062574807,0.008036287,-0.011971666,-0.06662405,4993,4993,0
34113698,34113255,2621474,2621474,-0.0001287563,8.135449e-05,0.000445011,-0.01727561,0.008973993,-0.05178114,4888,4888,0
34612245,34611832,2621474,2621474,-2.9978788e-05,0.0016497724,-0.00040362874,-0.0055334577,0.013004024,-0.038637087,4887,4887,0
35110816,35110407,2621474,2621474,0.0002589781,-0.0007210798,-0.0016194023,0.018977292,0.010352777,-0.073241934,4888,4888,0
35609398,35608983,2621474,2621474,-0.0004201935,0.0001575154,-0.002325415,-0.011257197,-0.01404678,-0.049511857,4888,4888,0
36108100,36107683,2621474,2621474,0.00065500446,-0.0014846352,-0.0022129628,-0.0030549131,-0.00047030163,-0.047224782,4995,4995,0
36611468,36611023,2621474,2621474,-0.00041569385,0.00061817095,-0.0019197167,0.009275246,-0.010246075,-0.055523474,4889,4889,0
37110034,37109599,2621474,2621474,0.00039678082,-0.00010330609,-0.0018913186,0.0038103089,-0.0030224056,-0.04783754,4888,4888,0
37613475,37613063,2621474,2621474,-0.00012835811,0.0011096128,-0.0015434156,-0.025051007,-0.009614424,-0.022642968,4888,4888,0
38112074,38111640,2621474,2621474,-0.00028402754,-3.404922e-05,0.0002818818,0.016295891,-0.0021368628,-0.06789682,4888,4888,0
38610629,38610217,2621474,2621474,-0.00047031592,0.00026778132,0.0008178707,-0.016618649,-0.0071995705,-0.033284437,4890,4890,0
39109242,39108796,2621474,2621474,-0.00021368664,0.00046206542,0.0001139665,-0.015248744,-0.0026431198,-0.030487707,4893,4893,0
39612655,39612255,2621474,2621474,0.0001477806,0.00065944996,-0.00020820867,0.01764939,0.012751459,-0.04755081,4572,4572,0
40111242,40110831,2621474,2621474,-0.00019500071,-0.000444338,-0.0006336578,-0.016259428,0.0034203744,-0.032673925,4889,4889,0
40609835,40609407,2621474,2621474,-0.0002713308,-0.00059271336,-9.7073666e-05,0.018866858,-0.0049953894,-0.078888215,4888,4888,0
41113282,41112871,2621474,2621474,-6.701049e-05,0.00043213335,7.32928e-05,0.010713472,0.011584889,-0.05944602,4888,4888,0
41611881,41611447,2621474,2621474,-0.00045971075,0.00012031978,-3.2935917e-05,0.014787055,0.0010084895,-0.06938258,4888,4888,0
42110599,42110190,2621474,2621474,0.00021875974,4.6164358e-05,-0.00041399465,-0.015765565,0.010730336,-0.017022876,5031,5031,0
42609019,42608599,2621474,2621474,-0.00024118558,-0.0015082647,-0.0007474877,-0.01570365,0.0010528052,-0.018389761,4888,4888,0
43112493,43112063,2621474,2621474,0.00057282875,-0.00032002875,-3.4358083e-05,0.023325935,0.007523333,-0.06675347,4888,4888,0
43611051,43610639,2621474,2621474,0.00032922212,1.898166e-05,0.00024420666,0.025331555,0.0023611228,-0.06477949,4888,4888,0
