timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
481110422,0,231.61035,239.95499,18.972427,4663313
482105544,0,210.91904,216.45721,18.905432,4663313
483111102,0,172.97963,175.42072,18.976358,4663313
484106114,0,157.62744,159.43233,18.910435,4663313
485111469,0,179.85469,167.39934,18.926601,4663313
486106523,0,232.56607,223.61075,18.98547,4663313
487111930,0,258.73578,261.6808,18.911863,4663313
488106339,0,281.54202,278.20547,18.907219,4663313
489111555,0,284.30203,286.43994,18.873095,4663313
490106531,0,281.47003,282.29346,18.906235,4663313
491112071,0,254.22794,271.32648,18.922136,4663313
492106948,0,201.19643,210.57944,18.91633,4663313
493112993,0,158.02675,155.28186,18.915882,4663313
494107704,0,152.44778,143.61365,18.983326,4663313
495113070,0,187.76404,180.98335,18.89096,4663313
498108095,0,308.94296,314.91785,18.907843,4663313
499113492,0,330.5418,323.1153,18.915436,4663313
500108092,0,319.4642,332.2191,18.907843,4663313
501102847,0,254.90463,269.15823,19.003157,4663313
502108486,0,172.82666,182.09116,18.902483,4663313
503113999,0,120.14386,122.48247,18.915794,4663313
504108736,0,125.97873,118.32736,18.909273,4663313
505103549,0,212.13658,190.81903,19.01975,4663313
506109189,0,371.54062,325.79242,18.958046,4663313
507114247,0,481.5931,471.90765,18.995384,4663313
508109364,0,511.09122,513.89355,18.938482,4663313
509104092,0,505.78476,494.99625,18.937857,4663313
510109568,0,463.5399,459.5867,18.964388,4663313
511104056,0,431.0575,437.54303,19.037994,4663313
512109446,0,407.31094,418.1365,18.943665,4663313
513104064,0,387.9157,397.56955,18.894354,4663313
514109877,0,367.8314,378.631,18.979216,4663313
515104580,0,369.75354,375.10468,18.933659,4663313
516110036,0,375.348,371.8114,18.938215,4663313
517104542,0,336.58792,346.74402,18.926155,4663313
518109992,0,287.52267,293.71194,18.917044,4663313
519104632,0,266.56244,263.8286,18.94688,4663313
520110516,0,271.69504,271.7614,18.916418,4663313
521105116,0,263.13474,261.7619,18.971891,4663313
522110756,0,243.58237,240.65881,18.920439,4663313
523105481,0,259.3642,250.06744,18.920439,4663313
524111026,0,253.84174,252.93228,19.014568,4663313
525105842,0,275.49832,273.8608,19.066023,4663313
526111187,0,276.1243,271.66342,19.002779,4663313
527106066,0,264.40463,265.86148,19.086926,4663313
528111239,0,258.47394,260.24704,19.005993,4663313
529106052,0,257.79315,254.58517,18.996704,4663313
530111670,0,263.94403,264.85443,18.911148,4663313
531106380,0,281.254,268.95895,19.000992,4663313
532101238,0,277.09314,269.73685,19.015999,4663313
533106749,0,282.0526,274.74103,19.011889,4663313
534112357,0,295.19046,295.54236,19.03324,4663313
535107199,0,398.65118,370.82178,19.138557,4663313
536102001,0,459.20224,435.12024,19.074688,4663313
537107419,0,502.25473,471.94003,19.130964,4663313
538113087,0,488.57773,493.25406,19.03047,4663313
539107940,0,482.56613,475.6278,19.034578,4663313
540102801,0,506.93686,509.80173,19.051283,4663313
541108554,0,467.16397,472.16492,19.03976,4663313
542113962,0,458.9862,463.50012,19.07174,4663313
543108557,0,447.7057,448.1883,19.061377,4663313
544103272,0,413.67126,424.70856,19.056376,4663313
545108343,0,359.86075,370.32828,19.039938,4663313
546103263,0,370.13977,375.20038,19.036634,4663313
550103777,0,332.08667,347.8325,19.034222,4663313
551109469,0,287.71252,300.53308,19.115042,4663313
552104322,0,252.90152,242.23047,19.17123,4663313
553109706,0,237.9552,241.08438,19.110844,4663313
554104423,0,231.9549,233.66101,19.10075,4663313
555109815,0,245.25159,249.51007,19.138624,4663313
556104623,0,271.59686,258.1023,19.110487,4663313
557110123,0,314.86472,298.60355,19.112272,4663313
558104840,0,325.255,320.6303,19.110487,4663313
559110335,0,347.6834,356.5968,19.115042,4663313
560104876,0,314.7469,316.76978,19.110666,4663313
561110408,0,291.21048,312.7258,19.174335,4663313
562105147,0,223.55698,229.40344,19.299215,4663313
563110260,0,141.1583,157.73607,19.096462,4663313
564104961,0,138.02515,130.16902,19.125494,4663313
565110557,0,184.62433,158.65816,19.213015,4663313
566105158,0,231.91559,233.46399,19.197918,4663313
567110487,0,326.36548,303.59595,19.151556,4663313
568105483,0,347.91666,339.86404,19.144142,4663313
569110692,0,324.69205,340.061,19.200508,4663313
570105571,0,329.60574,332.64954,19.195774,4663313
571111286,0,341.80093,344.63107,19.20426,4663313
572106046,0,329.98538,331.362,19.200954,4663313
573111510,0,279.30984,313.0404,19.169868,4663313
574106110,0,203.41968,225.6352,19.167994,4663313
575111418,0,126.53514,143.99863,19.209976,4663313
576106027,0,126.01146,120.242905,19.202831,4663313
577111306,0,173.48781,164.51974,19.204617,4663313
578106040,0,264.2017,245.71759,19.279564,4663313
579111320,0,312.81168,315.0862,19.351452,4663313
580105984,0,355.6213,351.1715,19.24928,4663313
581111525,0,362.75824,358.43497,19.300802,4663313
582106238,0,368.2896,360.78723,19.376286,4663313
583111691,0,286.4884,311.80496,19.293745,4663313
584106388,0,179.63869,197.16702,19.216766,4663313
585111781,0,116.59177,121.22472,19.329924,4663313
586106674,0,126.29294,111.426544,19.206673,4663313
587111884,0,194.26837,180.08257,19.298748,4663313
588106583,0,301.30203,281.67764,19.24026,4663313
589112082,0,482.8345,457.97678,19.233648,4663313
590106791,0,473.1381,518.893,19.244905,4663313
591112480,0,569.39703,562.3525,19.392721,4663313
592107098,0,555.85986,545.6451,19.365923,4663313
593112588,0,479.32162,507.07858,19.355204,4663313
594107309,0,453.01212,464.13623,19.25741,4663313
595102212,0,413.16962,419.19305,19.414429,4663313
596107617,0,386.12036,367.8223,19.404245,4663313
597112807,0,347.2252,345.36758,19.304197,4663313
598107440,0,343.3696,346.98688,19.409515,4663313
599102119,0,258.20557,270.5429,19.295443,4663313
600107633,0,193.8036,200.0114,19.292406,4663313
601113271,0,189.17143,198.54251,19.300982,4663313
602107933,0,222.41144,216.30331,19.381287,4663313
603102655,0,247.52725,243.1958,19.293299,4663313
604108353,0,278.91052,277.6736,19.359827,4663313
605113768,0,281.5093,287.01547,19.39529,4663313
606108740,0,283.244,293.49664,19.321259,4663313
607103563,0,232.05963,246.05621,19.39529,4663313
608109356,0,163.21535,176.03903,19.40342,4663313
609103980,0,131.48395,133.07187,19.472918,4663313
