timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
32068104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33068107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34068119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35068101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36068101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37068106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38068125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39068101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40068102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41068102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42068102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43068125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44068122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45068121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46068124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47068102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48068101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49068146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50068155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53068102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54068101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55068101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56068111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57068105,-0.2518313,0.31558478,0.03726111,0.058462184,3.9844074,2.0887804,1.0,0.0020299018,0.09000105
58068101,-0.7548266,0.9741482,0.040328663,0.05676932,3.7009563,2.055982,1.0,-0.018727636,0.09004948
59068101,-1.2180517,1.6689272,0.046107087,0.05780364,3.7477856,2.0329585,1.0,-0.05107558,0.09008395
60068101,-1.4458938,2.0813258,0.054439247,0.06323805,3.5800552,2.0207155,1.0,-0.025603686,0.09012236
61068101,-1.6331491,2.523543,0.06295487,0.0682584,2.685791,2.0086071,1.0,-0.05541736,0.0901684
62068101,-1.7512636,2.8836973,0.07155153,0.07421842,2.935049,1.9997941,1.0,-0.06109241,0.09020706
63068121,-1.9142865,3.110779,0.08129954,0.083799146,2.565054,1.993719,1.0,-0.09194076,0.09024776
64068193,-2.1540654,3.1202683,0.086438164,0.0921904,2.099022,1.9957722,1.0,-0.047017332,0.09029103
65068101,-2.4910314,2.9484096,0.086523645,0.09743823,1.9272995,2.0161722,1.0,0.017689686,0.09026521
66068101,-2.9934855,2.5122333,0.07925772,0.09230783,1.929121,2.0410423,1.0,-0.053468414,0.0902222
67068101,-3.2786422,2.2021313,0.07573088,0.08453569,1.202343,2.0648909,1.0,0.013308827,0.09015557
68068100,-3.4422815,1.9903853,0.07684848,0.07670279,0.70583916,2.0769334,1.0,-0.054958753,0.090104006
69068110,-3.5646577,1.7710654,0.07727891,0.06040301,0.84485626,2.0566463,1.0,0.04959502,0.090130806
70068101,-3.671194,1.4929072,0.08565349,0.056210395,1.2402802,2.0409372,1.0,-0.031931948,0.090177745
71068101,-3.6961875,1.1922661,0.09367325,0.05583581,1.7518063,2.0245934,1.0,0.085303135,0.09024215
72068101,-3.5431128,0.952375,0.10052446,0.061670654,2.1732292,2.019121,1.0,-0.019838402,0.0902742
73068101,-3.163069,0.8967258,0.10260322,0.07010395,2.8150082,2.0236685,1.0,0.04711342,0.09031215
74068101,-2.6185763,0.9995812,0.10020581,0.0781991,2.9573364,2.0247772,1.0,0.0344964,0.09034014
75068102,-2.0150435,1.1631802,0.09772284,0.08695083,2.5055618,2.013429,1.0,-0.108154505,0.09033904
76068101,-1.589928,1.3244784,0.09884886,0.09419181,3.1347408,2.0142465,1.0,-0.00062418764,0.09031706
77068098,-1.1195652,1.5181168,0.09998906,0.10199365,2.3802738,2.0043883,1.0,-0.12842518,0.09029966
78068102,-0.71271074,1.723147,0.098213546,0.10613215,2.5010357,2.001605,1.0,-0.09909171,0.09035098
79068100,-0.44546935,1.8469557,0.09022417,0.10158417,2.4763775,1.9956133,1.0,-0.089959204,0.090323046
80068101,-0.14413182,2.0038974,0.09331845,0.107937686,2.1310139,1.9923781,1.0,-0.13797738,0.09034116
81068123,0.08145673,2.1097298,0.095345914,0.11242642,2.1085186,1.9895834,1.0,-0.13699552,0.0903367
82068102,0.33843756,2.244903,0.09771175,0.1167583,2.1831932,1.9872531,1.0,-0.14525409,0.090346776
83068101,0.5064482,2.316661,0.100298375,0.12088794,1.9904957,1.9847205,1.0,-0.15649046,0.09036022
84068101,0.6272291,2.37002,0.104584746,0.12615609,1.7868252,1.9847807,1.0,-0.17968422,0.0903773
85068101,0.78214836,2.453291,0.108751126,0.1314418,1.9872036,1.9859222,1.0,-0.2008226,0.090400405
86068101,0.9477551,2.5425475,0.11109428,0.13485491,1.8432617,1.9854981,1.0,-0.23096535,0.090423815
87068101,1.11595,2.6410916,0.11373568,0.13824815,2.3126678,1.9849901,1.0,-0.24138026,0.09045616
88068101,1.3052021,2.75839,0.11399315,0.13904081,2.542839,1.984572,1.0,-0.25932908,0.09049213
89068124,1.4748201,2.850303,0.11222441,0.13765377,2.087597,1.9838948,1.0,-0.28379256,0.09053279
90068100,1.5946002,2.9069562,0.11392865,0.13949911,2.3511448,1.9795647,1.0,-0.26197228,0.09054626
91068101,1.6758649,2.865756,0.11955238,0.14493899,3.1210766,1.9713213,1.0,-0.28769034,0.09068031
92068101,1.5490582,2.593396,0.12953345,0.15354696,3.9172306,1.9755114,1.0,-0.35519528,0.0909069
93068104,1.5490582,2.593396,0.13953348,0.16354698,5.4895735,2.0150533,1.0,-0.41243076,0.091028966
94068101,1.4492804,2.4897277,0.14791253,0.17163108,6.805517,2.12339,1.0,-0.28420985,0.090736136
95068101,1.3151499,2.3564582,0.15305875,0.17683902,7.327181,2.2551508,1.0,-0.16656023,0.090230756
96068101,1.2945963,2.3403516,0.16237596,0.18632042,7.2882166,2.3072388,1.0,-0.026017621,0.09003454
97068102,1.285174,2.3286104,0.17111765,0.19435783,6.4766617,2.2451644,1.0,0.033954516,0.09024284
98068100,-4.4284906,-1.208161,0.18270133,0.15102588,-0.33493423,2.1665292,1.0,0.014905663,0.090318
99068122,-4.2667866,-1.2689053,0.12414245,0.13772729,-0.14861107,2.1005383,1.0,-0.09162711,0.09014888
100068101,-4.2080574,-1.2750139,0.11283351,0.12840375,-0.1367073,2.0641232,1.0,-0.09695615,0.090155944
101068101,-4.1747246,-1.2254066,0.11832336,0.12333211,0.10505104,2.040738,1.0,-0.0896012,0.09026134
102068101,-4.1646557,-1.230406,0.124887474,0.1226103,0.005918503,2.0252094,1.0,-0.02146208,0.09030123
103068101,-4.129721,-1.222434,0.13213882,0.12385938,-0.14621735,2.014502,1.0,-0.020578258,0.090309165
104068101,-4.093756,-1.2225648,0.13866454,0.12557413,-0.06991196,2.0055373,1.0,-0.05980398,0.09037631
105068104,-4.0740547,-1.1818401,0.14557296,0.12955877,0.54470253,1.9997058,1.0,-0.060422476,0.0903664
106068101,-4.0538545,-1.1159326,0.14156677,0.12318469,0.057275772,1.9945807,1.0,-0.07569584,0.09039817
107068101,-4.019927,-1.0748698,0.14973561,0.1297268,0.42652702,1.9913452,1.0,-0.062445845,0.09045146
108068102,-3.9899864,-0.9893782,0.15667388,0.13513246,0.55962944,1.9883469,1.0,-0.07223107,0.09049177
109068101,-3.9599507,-0.9364623,0.16169783,0.13914804,0.13904572,1.9860835,1.0,-0.04981442,0.090530016
110068101,-3.9356751,-0.8964021,0.16726437,0.14396483,0.06616402,1.9847236,1.0,-0.052530374,0.09056213
111068120,-3.9045162,-0.83848584,0.1714692,0.14729847,0.19084167,1.9834323,1.0,-0.05843361,0.090585105
112068101,-3.8618941,-0.7676966,0.17722201,0.15207598,0.64310837,1.9823395,1.0,-0.0640084,0.0906161
113068248,-3.7959466,-0.64487827,0.1802454,0.15389608,0.5531788,1.981121,1.0,-0.064144105,0.09064192
118068101,-3.5009377,-0.4706313,0.1688465,0.13741456,-0.4127674,1.9773481,1.0,-0.069965996,0.090858385
119068101,-3.4410484,-0.41364238,0.16786472,0.13676347,0.5477028,1.9764934,1.0,-0.048629243,0.09067714
120068101,-3.3509827,-0.2869732,0.17167181,0.14089745,1.354578,1.976668,1.0,-0.04938749,0.09060979
121068101,-3.1579669,-0.0064618015,0.17463239,0.14418809,2.315668,1.9767132,1.0,-0.08786067,0.09059349
122068100,-3.007117,0.23929484,0.177606,0.14735104,2.421898,1.9756242,1.0,-0.09997129,0.09064463
123068119,-2.8414829,0.49685383,0.18034063,0.15012613,1.6475945,1.9765502,1.0,-0.040183783,0.090704344
124068103,-2.6455266,0.7963354,0.18025781,0.15001075,2.584608,1.9770023,1.0,-0.10201129,0.090754025
125068106,-2.4254687,1.1732682,0.1799943,0.1495726,2.395483,1.977083,1.0,-0.01622244,0.091044754
126068102,-2.3667455,1.3237809,0.16656424,0.13618796,0.8452072,1.9789535,1.0,0.0073635406,0.09134889
127068101,-2.3281054,1.4263277,0.16007367,0.12969838,0.72860146,1.9791554,1.0,-0.019283501,0.09135551
128068100,-2.2353306,1.5570351,0.15501326,0.12540041,0.33382607,1.9756823,1.0,-0.045038134,0.090956524
129068100,-2.076982,1.7596618,0.15365839,0.12505354,1.6474724,1.9765071,1.0,-0.013170096,0.0906957
130068101,-1.8387097,2.0510848,0.15347572,0.12595636,2.7231274,1.9762062,1.0,0.016073288,0.090483755
131068101,-1.5739727,2.3384306,0.1557453,0.12949729,2.5827713,1.9728758,1.0,-0.0051828786,0.090365686
132068100,-1.6857616,2.2742867,0.16089055,0.13576129,3.227724,1.9749787,1.0,0.074818425,0.09036992
133068101,-2.4410582,1.5937574,0.15573487,0.13328126,3.0988789,2.0085797,1.0,0.07485037,0.09032424
134068101,-3.3095193,0.75023794,0.13638355,0.11512843,2.6020546,2.0660987,1.0,0.071360245,0.09017591
135068123,-4.129596,-0.13714375,0.106785044,0.07826858,1.3907413,2.0872521,1.0,0.06645033,0.09006835
136068101,-4.4281363,-0.5610845,0.09959811,0.056562953,0.94371796,2.0701823,1.0,0.14927031,0.09004848
137068318,-4.596555,-1.018659,0.106407285,0.0477745,1.9678993,2.0459268,1.0,0.1849723,0.09007951
138068102,-4.5021443,-1.3258135,0.11502252,0.05114431,2.3208847,2.0388725,1.0,0.20914699,0.090145886
139068101,-3.9980304,-1.466922,0.117791146,0.060993005,2.898016,2.0412402,1.0,0.2144863,0.09019973
140068100,-3.278217,-1.3707818,0.11568718,0.07210874,3.7792053,2.0458481,1.0,0.12440982,0.09025049
141068123,-2.1185164,-1.0462329,0.10626157,0.081222564,3.69141,2.0290394,1.0,0.056618985,0.090280466
142068100,-1.5394408,-0.85728884,0.10577167,0.08897009,3.34198,2.0187194,1.0,0.07455809,0.09030041
143068101,-0.94400245,-0.6327009,0.106181376,0.09764944,2.806553,2.0089743,1.0,0.022096578,0.090329684
144068101,-0.5912885,-0.5043303,0.109297,0.10620246,2.3668308,2.0003657,1.0,-0.09366258,0.09038567
145068101,-0.36590153,-0.44560042,0.11177496,0.11242684,1.9801197,1.9935961,1.0,-0.09469279,0.09042905
146068100,-0.21830168,-0.42247236,0.10520863,0.10849692,1.7044201,1.9886178,1.0,-0.091009624,0.090424456
147068101,-0.11356156,-0.4113303,0.11034065,0.11593747,1.3366642,1.9871837,1.0,-0.041543737,0.090445176
148068100,-0.001097983,-0.38847125,0.112246215,0.12010974,1.2365799,1.9840297,1.0,-0.09394256,0.090476565
149068171,0.041100424,-0.40947703,0.11571708,0.12485628,1.1527424,1.9811734,1.0,-0.08502516,0.09050223
150068104,0.048667092,-0.44266808,0.12048569,0.13054335,0.62529564,1.9791592,1.0,-0.063160434,0.090524934
151068101,0.028989172,-0.48484778,0.12527394,0.13589147,0.3152218,1.9776456,1.0,-0.061603103,0.09055391
152068101,0.020445256,-0.51536846,0.12830476,0.13918382,0.7852154,1.9758196,1.0,-0.034388747,0.09066092
153068109,-0.00014079043,-0.5384891,0.13121097,0.1424105,-0.7029877,1.9745075,1.0,-0.026092898,0.09087135
154068101,-0.12899932,-0.6201755,0.13003795,0.14132337,-1.2426434,1.9730394,1.0,-0.03785282,0.091100015
155068101,-0.28936708,-0.7369982,0.1262839,0.13741136,-1.548337,1.9715005,1.0,-0.0681603,0.09104707
156068101,-0.37266067,-0.7841695,0.12617089,0.13693951,-0.7627182,1.9711043,1.0,-0.027333315,0.09076462
157068100,-0.41246286,-0.80159587,0.12933783,0.13969958,-0.40888023,1.9717073,1.0,-0.022054208,0.09063832
158068102,-0.42985818,-0.81440246,0.1341205,0.14379938,0.28461838,1.9726424,1.0,0.0024234192,0.09053522
159068101,-0.42251113,-0.81622094,0.13871996,0.14827198,0.56809425,1.9742851,1.0,-0.050615467,0.09044416
160068100,-0.27896506,-0.6931856,0.14322725,0.15377529,1.1307812,1.984619,1.0,0.059248462,0.09042825
163068101,0.45383927,-0.0028787404,0.12005176,0.13481833,0.88006973,2.0256803,1.0,0.010061568,0.09023076
164068120,0.61279285,0.15548858,0.10564944,0.120588064,0.8080692,2.0394552,1.0,0.020115696,0.09018773
165068100,0.77859896,0.32203326,0.094212465,0.10874631,0.3442726,2.042369,1.0,-0.023186112,0.09015379
166068116,0.76137257,0.30402043,0.08333415,0.09730135,-0.14930725,2.0354977,1.0,-0.031991232,0.090127036
167068141,0.7808815,0.3230725,0.07933975,0.09301999,0.14471054,2.0243025,1.0,-0.007866364,0.09009618
168068101,0.8932363,0.4303806,0.070776716,0.08477601,1.0376892,1.9932055,1.0,-0.028959407,0.09009546
169068101,1.0822921,0.5905409,0.07791446,0.0925058,2.246025,1.9744214,1.0,-0.05521038,0.09013957
170068141,1.1047794,0.54589856,0.08620766,0.10063348,3.6050816,1.9731671,1.0,-0.10045514,0.09019951
171068101,0.6084975,-0.07281188,0.0902788,0.10202609,4.232691,2.0002954,1.0,-0.20301923,0.09025984
172068137,0.4878746,-0.19810788,0.099935226,0.11148982,5.228554,2.0795746,1.0,-0.25312865,0.09024373
173068131,0.41144428,-0.27442473,0.110745154,0.122300334,5.095255,2.1715043,1.0,-0.22646753,0.09009203
174068101,0.39584655,-0.28806895,0.1226934,0.13427323,5.3973236,2.2287617,1.0,-0.16181931,0.09000762
175068102,0.40892684,-0.27228522,0.13246813,0.14397429,5.1855316,2.1930516,1.0,-0.10858545,0.09007844
176068124,0.43276453,-0.24646655,0.14346896,0.15479149,4.9542274,2.0956452,1.0,-0.05843167,0.09018536
177068124,-4.158114,0.41472873,0.13536395,0.06483416,-0.37703323,2.14157,1.0,-0.06742636,0.09004901
178068125,-3.9455743,0.31407937,0.111148134,0.06654365,-1.0735321,2.0628371,1.0,-0.074742384,0.0900967
179068151,-3.7179213,0.1653819,0.10652159,0.070771165,-0.8791256,2.0310264,1.0,0.019383075,0.090168975
180068109,-3.5473926,0.055476185,0.108086385,0.07751548,-1.0285187,2.016141,1.0,0.040500402,0.090218194
181068101,-3.483296,0.005866695,0.11129071,0.08506984,-0.18091202,2.006861,1.0,0.030244071,0.090261154
182068101,-3.48384,-0.0015701852,0.116702154,0.09452367,-0.3726654,1.9991273,1.0,-0.010338937,0.09031615
183068101,-3.4454777,-0.03108985,0.12268879,0.10376149,-0.08700371,1.9936965,1.0,-0.0021822364,0.090371
184068107,-3.4307566,-0.041793823,0.12797523,0.11233411,0.024183273,1.9893814,1.0,6.898745e-05,0.09041462
185068153,-3.450373,-0.047779746,0.13161705,0.11875175,0.033346176,1.9863868,1.0,0.007618145,0.09045138
186068101,-3.471667,-0.0438806,0.13601518,0.12525858,0.52749634,1.9844453,1.0,0.00556856,0.09050129
187068101,-3.5578475,-0.022940619,0.13828012,0.12998445,0.99012756,1.9821846,1.0,-0.0076174503,0.09065441
188068100,-3.5774317,-0.02514218,0.14070345,0.13441664,-0.327425,1.9808817,1.0,-0.012829638,0.09098573
189068101,-3.5133102,-0.050694175,0.1394401,0.13393253,-0.8251076,1.9813398,1.0,-0.017069131,0.09133666
190068122,-3.4372268,-0.15555538,0.13478257,0.12947875,-1.383049,1.9762453,1.0,0.02797415,0.09117235
191068101,-3.4195395,-0.19488965,0.12791362,0.122799635,-0.36010933,1.9736512,1.0,0.013379156,0.09078444
192068101,-3.4680166,-0.20247461,0.13152851,0.12694088,1.1502666,1.9741693,1.0,-0.03382751,0.09060638
193068101,-3.4694855,-0.109984756,0.13496849,0.13063067,1.7945957,1.974468,1.0,-0.030419989,0.090584956
194068101,-3.5010052,-0.044480365,0.13808654,0.13419755,0.8927727,1.9736593,1.0,-0.03319347,0.09058988
195068101,-3.519182,0.011959258,0.14107037,0.13747418,1.2668629,1.9730179,1.0,-0.08941094,0.09058416
196068101,-3.5324013,0.11689723,0.14309657,0.13958113,1.7202587,1.972363,1.0,-0.051023956,0.090605125
197068101,-3.543209,0.19847126,0.1456415,0.1422359,1.6182079,1.971768,1.0,-0.037909403,0.090631455
198068101,-3.5715163,0.28209266,0.1494935,0.14637393,1.9820442,1.9713079,1.0,-0.021778703,0.09071683
199068101,-3.5836143,0.37477267,0.15228161,0.14929093,1.3231316,1.9708892,1.0,-0.059132326,0.09096993
200068101,-3.5534184,0.4802631,0.14611053,0.14237745,0.22927094,1.972583,1.0,-0.03108336,0.09142207
201068101,-3.5411808,0.4716298,0.13970682,0.13521895,-0.67352486,1.9738506,1.0,0.006603413,0.09173569
202068119,-3.5207868,0.40388542,0.13427642,0.12934326,-0.81224346,1.9686936,1.0,-0.027104503,0.09114608
203068101,-3.4932938,0.4176995,0.13547228,0.13058583,0.24083138,1.9678564,1.0,-0.044329334,0.090807445
204068140,-3.4733224,0.4798906,0.13797098,0.13331011,1.8807335,1.9684961,1.0,-0.07948366,0.09064642
205068101,-3.4251702,0.59486717,0.14183109,0.13729191,1.8720665,1.9691846,1.0,-0.09402374,0.090618774
206068101,-3.2523122,0.8270406,0.14704627,0.14212105,1.8624439,1.9713973,1.0,-0.08437693,0.09064913
207068101,-3.0074239,1.1501174,0.14715187,0.14152624,2.2932243,1.974082,1.0,-0.09352495,0.090578735
208068100,-2.6682906,1.522402,0.14983194,0.14406803,2.7496948,1.9800357,1.0,-0.06867099,0.090508
209068101,-2.140488,2.0443184,0.147367,0.14268975,2.544178,1.9786474,1.0,-0.004078275,0.09044812
210068101,-1.8122948,2.3507524,0.14851314,0.14500783,3.364256,1.9770666,1.0,0.035239957,0.09044803
211068101,-1.514936,2.6295779,0.14877486,0.14628921,2.0920162,1.979649,1.0,0.04578349,0.09038361
212068101,-1.0638527,3.0507052,0.14349626,0.14305486,2.033018,1.9957007,1.0,0.06626451,0.09030832
213068104,-0.5115805,3.548038,0.13052937,0.1345168,2.236292,2.0315633,1.0,0.044259526,0.09023223
214068101,0.04143616,4.0214896,0.099277675,0.11446725,0.8082237,2.0800235,1.0,-0.14400697,0.09010631
215068101,-0.013570206,3.9723709,0.07482804,0.10336168,-0.98197365,2.0878177,1.0,-0.20378755,0.09004491
