timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
33109575,-0.069205225,-0.021935701,0.12125391,-0.022801429,-0.006761223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.65719604,0.0,0.0,nan,0.0,0.0,0.058592826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33309982,-0.14338446,-0.054490387,0.26054174,-0.016971871,-0.0061050057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.4864807,0.0,0.0,nan,0.0,0.0,0.119267255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33510390,0.0987775,0.10916072,-0.005917251,0.0010828823,0.015052319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.69407654,0.0,0.0,nan,0.0,0.0,0.105983704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33710798,-0.010852031,-0.012934566,0.10893506,0.002929166,0.004593849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.09043884,0.0,0.0,nan,0.0,0.0,0.075083464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33911206,-0.14197212,-0.075027466,-0.058159888,-0.019995362,-0.0039664507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.43797302,0.0,0.0,nan,0.0,0.0,0.023766935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34111616,-0.020510547,-0.010943532,0.040774107,-0.011747211,-0.006558776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.59558105,0.0,0.0,nan,0.0,0.0,0.012253016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34312022,0.075440295,-0.030872226,-0.022396088,-0.01419799,-0.0003181696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,1.430893,0.0,0.0,nan,0.0,0.0,0.037467003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34512430,0.09081505,0.050866246,0.038330913,-0.014777437,-0.009489179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.38697815,0.0,0.0,nan,0.0,0.0,0.08544791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34707950,0.06513214,-0.0053417683,-0.12230718,-0.001781866,-0.010149717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.17071533,0.0,0.0,nan,0.0,0.0,0.007328391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34903470,0.048737556,0.057703853,0.0061979294,-0.007558048,0.0038580894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.6038513,0.0,0.0,nan,0.0,0.0,0.007079482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35108766,-0.09394875,0.13719046,0.11862445,-0.02186221,0.002149105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.6889496,0.0,0.0,nan,0.0,0.0,0.013061821,0.006150663,-0.0047177,0.0015414953,0.0,0.0,0.0,0.0,0.0
35314063,-0.05884707,0.053575158,0.032781124,-0.022868484,0.003685236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.44604492,0.0,0.0,nan,0.0,0.0,0.013061821,-0.011631057,6.1027706e-05,0.0021142662,0.0,0.0,0.0,0.0,0.0
35509582,-0.05416888,0.06774628,0.0639801,-0.0226572,0.002115965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.17263794,0.0,0.0,nan,0.0,0.0,0.013061821,-0.002731517,0.018665556,0.0024322271,0.0,0.0,0.0,0.0,0.0
35709990,-0.069853306,-0.059874058,0.1749537,-0.029194742,0.00016951561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.10044861,0.0,0.0,nan,0.0,0.0,0.013061821,0.0137887895,0.010552201,0.00859794,0.0,0.0,0.0,0.0,0.0
35905511,-0.1395311,-0.07615614,0.30624938,-0.05123359,-0.006011963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.22651672,0.0,0.0,nan,0.0,0.0,0.013061821,-0.009785607,0.018562138,-0.005451441,0.0,0.0,0.0,0.0,0.0
36110806,0.10446757,0.024650931,0.17694473,-0.025017202,0.015384197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.30168152,0.0,0.0,nan,0.0,0.0,0.013061821,-0.0031160712,0.017635882,-0.0008921921,0.0,0.0,0.0,0.0,0.0
36311213,0.05166179,-0.030138135,-0.13635468,-0.018451333,0.0026922226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.36288452,0.0,0.0,nan,0.0,0.0,0.013061821,-0.00046257675,0.01644566,-0.006482661,0.0,0.0,0.0,0.0,0.0
36501847,0.0049796104,0.11605668,-0.22174668,-0.031380236,0.019243717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.9255066,0.0,0.0,nan,0.0,0.0,0.013061821,0.011657223,0.01361173,-0.0064818263,0.0,0.0,0.0,0.0,0.0
36712031,0.13779214,-0.03791821,-0.090996265,-0.019841254,-0.010758877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.20179749,0.0,0.0,nan,0.0,0.0,0.013061821,0.008950844,0.017774073,0.004436165,0.0,0.0,0.0,0.0,0.0
36912438,0.086433806,-0.011641622,0.07168341,-0.019915104,0.0077791214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.12265015,0.0,0.0,nan,0.0,0.0,0.013061821,-0.012136489,0.0003703367,0.0068095922,0.0,0.0,0.0,0.0,0.0
37107958,0.07927503,0.02264905,-0.06081748,-0.01874572,0.010621071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.9236908,0.0,0.0,nan,0.0,0.0,0.013061821,0.0025621504,0.0037783608,-0.0050096214,0.0,0.0,0.0,0.0,0.0
37298636,0.10216597,0.041306496,-0.10711384,-0.008769572,-0.0018696785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.49058533,0.0,0.0,nan,0.0,0.0,0.013061821,-0.0010295659,0.012506595,-0.0026662946,0.0,0.0,0.0,0.0,0.0
37508774,0.051044524,0.023095608,0.0655787,-0.00880909,0.0074481964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.592453,0.0,0.0,nan,0.0,0.0,0.013061821,0.009868652,0.0062705763,0.0021749735,0.0,0.0,0.0,0.0,0.0
37709182,0.1849775,0.006894827,0.014467716,-0.0063494444,-0.0029850006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0861969,0.0,0.0,nan,0.0,0.0,0.013061821,-0.0018614829,-0.0048982687,0.00551486,0.0,0.0,0.0,0.0,0.0
37909590,0.042123854,-0.060009122,0.1338396,0.0010572672,-0.009566784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.26020813,0.0,0.0,nan,0.0,0.0,0.013061821,0.0023480803,-0.005575441,-0.009868175,0.0,0.0,0.0,0.0,0.0
38109997,0.12820661,-0.18815827,-0.029047966,0.006412804,-0.031279564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.104034424,0.0,0.0,nan,0.0,0.0,0.013061821,0.0076906234,0.003838282,-0.018027484,0.0,0.0,0.0,0.0,0.0
38305518,-0.06484747,-0.16588569,-0.09938574,-0.004652053,-0.043172836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.18356323,0.0,0.0,nan,0.0,0.0,0.013061821,0.0059263706,0.0013730302,-0.0021170676,0.0,0.0,0.0,0.0,0.0
38505926,-0.034652174,-0.116577625,-0.12206936,-0.012231678,-0.045306206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.67082214,0.0,0.0,nan,0.0,0.0,0.013061821,0.015707195,-0.006494168,-1.0758638e-05,0.0,0.0,0.0,0.0,0.0
38711222,0.038855433,-0.12677789,-0.15488529,0.006483857,-0.03906536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.12098694,0.0,0.0,nan,0.0,0.0,0.013061821,0.021479353,0.0046377294,0.0012962818,0.0,0.0,0.0,0.0,0.0
38911631,0.03078574,-0.11702275,0.06788778,-0.010705292,-0.049103737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.14648438,0.0,0.0,nan,0.0,0.0,0.013061821,0.00045987964,0.0015708581,-0.007246554,0.0,0.0,0.0,0.0,0.0
39102262,0.052003264,-0.080367565,-0.21147752,0.004266262,-0.046315193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.62413025,0.0,0.0,nan,0.0,0.0,0.013061821,0.007575363,-0.0036415271,0.0007057488,0.0,0.0,0.0,0.0,0.0
39307558,0.07079798,-0.06917107,-0.009744406,-0.0022668839,-0.05026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.2762146,0.0,0.0,nan,0.0,0.0,0.013061821,0.0018269271,0.006955443,0.0024820268,0.0,0.0,0.0,0.0,0.0
39512854,0.0066274405,-0.17660213,-0.12747836,-0.001987815,-0.056114197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.36437988,0.0,0.0,nan,0.0,0.0,0.013061821,0.018268108,0.000983024,-0.0030195415,0.0,0.0,0.0,0.0,0.0
39713262,-0.005826354,-0.13109326,-0.053747892,-0.013602614,-0.053790092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.14479065,0.0,0.0,nan,0.0,0.0,0.013061821,0.012048915,0.0007282682,-0.0028534234,0.0,0.0,0.0,0.0,0.0
39908782,-0.054190278,-0.11132586,0.12786603,-0.021639049,-0.060731888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.31706238,0.0,0.0,nan,0.0,0.0,0.109089136,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
40109190,0.0269503,-0.0443753,0.0058407784,-0.008483112,-0.052060127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.09573364,0.0,0.0,nan,0.0,0.0,0.030274272,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
40304710,0.042376757,-0.029275,-0.13363147,-0.01400578,-0.059969902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.42004395,0.0,0.0,nan,0.0,0.0,-0.0063798428,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
40505117,0.06845999,0.011038065,-0.16247058,0.003251791,-0.04835415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.4502716,0.0,0.0,nan,0.0,0.0,0.036937952,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
40710414,-0.011480331,-0.112535596,-0.00916481,0.0013862848,-0.057977676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.05265808,0.0,0.0,nan,0.0,0.0,0.016723037,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
40910822,-0.19402027,-0.018282056,-0.017503023,-0.018597603,-0.055568695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.6656494,0.0,0.0,nan,0.0,0.0,0.018092275,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
41111230,-0.13717026,-0.064769626,0.026804686,-0.024929643,-0.056874275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.21902466,0.0,0.0,nan,0.0,0.0,-0.09831232,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
41311639,0.08687341,-0.08934474,-0.049788952,-0.006149173,-0.05815506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.035614014,0.0,0.0,nan,0.0,0.0,0.010364652,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
41512047,0.053214014,-0.017074823,0.0688076,-0.006296873,-0.05573082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.26705933,0.0,0.0,nan,0.0,0.0,0.050006688,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
41702679,-0.04022491,-0.040406287,-0.042210102,-0.008080244,-0.050744057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.07385254,0.0,0.0,nan,0.0,0.0,-0.070682526,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
41903087,-0.06515461,-0.035979092,-0.08394003,-0.017082214,-0.05982113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.38729858,0.0,0.0,nan,0.0,0.0,-0.03989607,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
42108382,-0.04998398,0.015735686,-0.13611078,-0.023948908,-0.05303955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.07739258,0.0,0.0,nan,0.0,0.0,-0.068610966,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
42313678,-0.09921104,0.026667416,-0.0347085,-0.021477938,-0.03708744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.48217773,0.0,0.0,nan,0.0,0.0,0.053675056,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
42509198,0.021832168,0.01429677,-0.06849694,-0.010169506,-0.03126812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.46018982,0.0,0.0,nan,0.0,0.0,-0.05864632,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
42699877,-0.084974945,0.08547348,-0.053047657,-0.015480757,-0.023729324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.38542175,0.0,0.0,nan,0.0,0.0,0.031618297,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
42910014,-0.07264942,0.11369568,-0.0336051,-0.012876272,-0.0070590973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.28103638,0.0,0.0,nan,0.0,0.0,-0.014151692,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
43110422,-0.050608516,0.031937838,-0.05599141,-0.019161463,-0.008901596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.8101196,0.0,0.0,nan,0.0,0.0,-0.027088642,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
43310832,-0.023880959,-0.008979201,-0.021223783,-0.023180485,-0.009039879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.13607788,0.0,0.0,nan,0.0,0.0,-0.039766133,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
43511238,-0.061630487,0.026689112,0.041294575,-0.016976118,-0.006662369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.77565,0.0,0.0,nan,0.0,0.0,0.0058630705,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
43711694,-0.042218924,0.011041015,-0.13121176,-0.002851963,-0.0019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.10342407,0.0,0.0,nan,0.0,0.0,0.0036671758,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
43907166,-0.120850086,0.046222836,0.034685135,-0.014569759,0.007818222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.005645752,0.0,0.0,nan,0.0,0.0,-0.12579119,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
44107574,-0.094937325,0.12716866,0.0408082,-0.035425663,0.018636703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.25054932,0.0,0.0,nan,0.0,0.0,-0.011600137,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
44312870,0.07730782,0.09429463,-0.07269907,-0.018482685,0.019984245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.29867554,0.0,0.0,nan,0.0,0.0,-0.018857718,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
44508390,-0.03900087,0.06230354,-0.14688373,-0.014262199,0.019889832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.3300476,0.0,0.0,nan,0.0,0.0,-0.026474476,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
44708847,-0.11083388,0.017015226,-0.09313941,-0.020283222,0.019306183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.24871826,0.0,0.0,nan,0.0,0.0,0.09045631,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
44909206,-0.011007905,0.041334867,-0.035313845,-0.013700485,0.026208878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.9416046,0.0,0.0,nan,0.0,0.0,0.011855781,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
45109616,0.04154873,0.02124679,0.22876787,0.01060009,0.022777557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.17063904,0.0,0.0,nan,0.0,0.0,0.048861563,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
45305134,0.048118353,-0.07711311,0.022875786,0.035618305,0.0096998215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.6672363,0.0,0.0,nan,0.0,0.0,0.08740342,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
45510430,0.18725991,-0.025583506,-0.39218938,0.030195236,0.010540009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.59355164,0.0,0.0,nan,0.0,0.0,0.11883485,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
45710838,0.025648236,0.113928944,0.044143677,0.062624454,0.018507004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-1.3147888,0.0,0.0,nan,0.0,0.0,0.07012993,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
45911246,-0.0045392513,0.08449942,-0.036242485,0.034505844,0.022447586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.3103485,0.0,0.0,nan,0.0,0.0,-0.14822918,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
46111655,0.07760239,-0.07199371,0.029334784,0.06836033,0.007413864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.832901,0.0,0.0,nan,0.0,0.0,-0.13944161,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
46307175,-0.00612545,-0.03722492,0.01260066,0.048078537,0.011033058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.82876587,0.0,0.0,nan,0.0,0.0,0.05477321,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
46507582,0.101215124,-0.1267502,0.014939785,0.043911934,0.002951622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,1.1022644,0.0,0.0,nan,0.0,0.0,0.004179895,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
46712879,-0.0691098,-0.073544204,-0.12708688,0.03960228,0.00027179718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.016143799,0.0,0.0,nan,0.0,0.0,0.018427253,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
46908399,-0.064267516,-0.10153347,-0.10184717,0.03853035,-0.013082504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.27989197,0.0,0.0,nan,0.0,0.0,-0.11250991,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
47099065,-0.016582489,-0.010004461,-0.0719676,0.03649521,-0.0033578873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.026611328,0.0,0.0,nan,0.0,0.0,0.010614276,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
47309215,0.009844422,-0.04574883,0.048902035,0.050477028,-0.0131082535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.30807495,0.0,0.0,nan,0.0,0.0,-0.1455096,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
47509622,-0.00010538101,-0.016134977,0.07243323,0.031625748,-0.011704445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.05986023,0.0,0.0,nan,0.0,0.0,0.0063579082,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
47710030,0.09653735,-0.09689051,-0.03346467,0.052534103,-0.018128395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.2036438,0.0,0.0,nan,0.0,0.0,-0.08696228,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
47910439,-0.05570507,-0.12792334,-0.05042386,0.038819313,-0.024686813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.7420654,0.0,0.0,nan,0.0,0.0,0.038258076,0.012337208,0.0070742387,0.0017620623,0.0,0.0,0.0,0.0,0.0
