timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
32652952,-0.0063069826,0.036280964,0.018275715,0.0
32670062,-0.006540548,0.03652676,0.018701622,0.0
32692060,-0.006713848,0.036715895,0.019230194,0.0
32714051,-0.0068759318,0.037109938,0.019765107,0.0
32731159,-0.006928062,0.037516978,0.02013607,0.0
32750714,-0.007157585,0.037965138,0.020638106,0.0
32772761,-0.0074289264,0.038192596,0.021174371,0.0
32794709,-0.007688093,0.038084563,0.021702014,0.0
32811813,-0.0078316135,0.037974354,0.022095678,0.0
32831364,-0.008038184,0.038050152,0.022620838,0.0
32853365,-0.008224746,0.038379468,0.023150422,0.0
32870470,-0.008300099,0.03858179,0.023606442,0.0
32892468,-0.008254103,0.03858498,0.024118017,0.0
32912022,-0.008252226,0.038518906,0.02460805,0.0
32934014,-0.008210221,0.038623933,0.02514026,0.0
32951120,-0.008280777,0.03877361,0.025530603,0.0
32973116,-0.008234072,0.038952224,0.026039073,0.0
32992670,-0.008169115,0.03916447,0.026458625,0.0
33009783,-0.00813389,0.039460935,0.026795657,0.0
33031775,-0.008139893,0.04003993,0.027276969,0.0
33053809,-0.00818744,0.04056298,0.027730418,0.0
33073320,-0.008216227,0.040843334,0.028096378,0.0
33090430,-0.008141191,0.04102161,0.028415656,0.0
33112425,-0.008268462,0.041384187,0.028843846,0.0
33132026,-0.008366988,0.04180154,0.029241588,0.0
33151528,-0.008398014,0.042054698,0.02962161,0.0
33171081,-0.00832188,0.04212427,0.02999859,0.0
33193107,-0.008287314,0.04239503,0.030411698,0.0
33212632,-0.008347706,0.042831365,0.030777842,0.0
33232181,-0.008238891,0.043234423,0.03113123,0.0
33251738,-0.008080567,0.043306906,0.031461895,0.0
33273728,-0.007917183,0.043222986,0.03182809,0.0
33290870,-0.00790214,0.04323876,0.032124076,0.0
33312833,-0.0078435335,0.04348498,0.03253134,0.0
33332417,-0.007727196,0.043744467,0.03288608,0.0
33354381,-0.0075792866,0.043919213,0.033248108,0.0
33371487,-0.0074676177,0.043891523,0.033503797,0.0
33391040,-0.007460192,0.043884564,0.033807203,0.0
33413037,-0.0074284826,0.04393406,0.03412472,0.0
33430179,-0.0073731644,0.04398082,0.034366652,0.0
33452144,-0.007272104,0.044101745,0.03465786,0.0
33471694,-0.0071311295,0.04403677,0.034895387,0.0
33493687,-0.007123585,0.04388737,0.035130914,0.0
33510800,-0.0070591317,0.043768723,0.03532324,0.0
33532792,-0.0068207765,0.043751296,0.035538327,0.0
33552345,-0.0065784934,0.04368508,0.03572437,0.0
33569504,-0.0063545653,0.043467034,0.035874438,0.0
33591447,-0.0061198366,0.043112487,0.036053255,0.0
33613478,-0.0057854224,0.042868137,0.03619097,0.0
33632996,-0.0054802666,0.04267311,0.0363038,0.0
33650104,-0.005245593,0.042378332,0.03637701,0.0
33672103,-0.0049198074,0.04196575,0.036466718,0.0
33694095,-0.0046899538,0.041526314,0.036515143,0.0
33711239,-0.0045508044,0.041251693,0.03653653,0.0
33730756,-0.004416965,0.04102263,0.03653241,0.0
33752783,-0.004330852,0.040767953,0.036516476,0.0
33774749,-0.004414704,0.040624242,0.036468785,0.0
33791858,-0.0044817138,0.040522773,0.036407128,0.0
33811410,-0.0045706998,0.040474076,0.036329683,0.0
33833405,-0.0045604366,0.040448286,0.03622586,0.0
33850543,-0.0046946537,0.0404435,0.036136456,0.0
33872510,-0.004854066,0.040497523,0.035988804,0.0
33892096,-0.005021063,0.040539686,0.03587665,0.0
33914055,-0.005194222,0.040658627,0.035715133,0.0
33931164,-0.0054077273,0.04072793,0.03560149,0.0
33953161,-0.0056572664,0.040822465,0.035405695,0.0
33972727,-0.005902961,0.04093187,0.035247106,0.0
33989853,-0.0061523537,0.04101846,0.03509501,0.0
34011818,-0.0064667608,0.04110088,0.03490659,0.0
34033815,-0.006618926,0.041174326,0.034705393,0.0
34053364,-0.0067383684,0.041214436,0.03451665,0.0
34070471,-0.006954163,0.04124454,0.03436179,0.0
34092469,-0.007211568,0.041283015,0.034156326,0.0
34112029,-0.0073888665,0.041342698,0.033980735,0.0
34131571,-0.0075578704,0.041500036,0.03381293,0.0
34151127,-0.007658993,0.041810263,0.033662412,0.0
34173152,-0.0076450934,0.04225912,0.033492118,0.0
34192674,-0.007520377,0.042662933,0.03333711,0.0
34212224,-0.0073120384,0.04323321,0.033192597,0.0
34231778,-0.007147142,0.043873895,0.03306013,0.0
34253770,-0.006861903,0.044595297,0.032923542,0.0
34270881,-0.00671168,0.04499716,0.032789815,0.0
34290435,-0.006431581,0.045322783,0.03263168,0.0
34312462,-0.006168795,0.04560419,0.032426514,0.0
34334426,-0.0058409553,0.04579427,0.032164373,0.0
34351531,-0.0056297556,0.04583742,0.031959888,0.0
34371084,-0.0053336597,0.04581193,0.031667523,0.0
34393080,-0.0050577535,0.04572817,0.03134039,0.0
34410265,-0.004840045,0.045728106,0.031061767,0.0
34432189,-0.0044916417,0.04577313,0.030667327,0.0
34451770,-0.0042978623,0.04581344,0.030309994,0.0
34473734,-0.0040132916,0.045864593,0.029917378,0.0
34490839,-0.003828457,0.045872994,0.029650034,0.0
34512837,-0.0035006378,0.045897655,0.029388819,0.0
34532396,-0.0031820284,0.04598209,0.029225996,0.0
34549527,-0.0028912416,0.046103526,0.029054644,0.0
34571492,-0.0025433572,0.046242516,0.028848898,0.0
34593491,-0.0023199592,0.046322815,0.028574398,0.0
34613042,-0.0020840587,0.046260808,0.028343948,0.0
34630149,-0.0018234603,0.046098623,0.028098432,0.0
34652146,-0.0014439285,0.04573888,0.027797377,0.0
34674140,-0.0010812919,0.045266658,0.027503442,0.0
34691249,-0.00082438544,0.044813298,0.027263522,0.0
34710808,-0.00052057556,0.04423015,0.026949767,0.0
34732797,-0.0002249823,0.04353321,0.026571011,0.0
34754794,3.3796645e-05,0.042760074,0.026175762,0.0
34771901,0.0002230596,0.04209319,0.025825094,0.0
34791451,0.00046095054,0.04133515,0.025428174,0.0
34813447,0.0007223324,0.04050335,0.024966035,0.0
34830558,0.0008988813,0.03987278,0.024594054,0.0
34852555,0.0010934334,0.03889153,0.024115264,0.0
34872184,0.0012268208,0.037741654,0.023654647,0.0
34894099,0.0013487531,0.036524106,0.023135172,0.0
34911213,0.0014676738,0.035592295,0.022724766,0.0
34933204,0.0017482901,0.034631193,0.022193462,0.0
34952757,0.0019595185,0.03395885,0.021711148,0.0
34969896,0.0021608274,0.033546954,0.02128572,0.0
34991861,0.0024000655,0.033286076,0.020729098,0.0
35011452,0.0025243743,0.033219684,0.0202205,0.0
35033412,0.002710787,0.033282083,0.0196439,0.0
35050516,0.002771945,0.03340232,0.019180486,0.0
35072513,0.0027733843,0.03367921,0.018541036,0.0
35092068,0.0027931938,0.034045674,0.017997941,0.0
35111624,0.0028418074,0.034461986,0.01746884,0.0
35131170,0.003005583,0.034929793,0.016991578,0.0
35153166,0.003293568,0.035474654,0.01650783,0.0
35172728,0.0034765142,0.035976052,0.016138367,0.0
35192304,0.0037075859,0.036457554,0.015779965,0.0
35211829,0.0039517167,0.03687601,0.015424812,0.0
35233848,0.0042311028,0.037265033,0.015036815,0.0
35250923,0.0043592015,0.037580896,0.014753973,0.0
35270475,0.004572523,0.037946466,0.014436554,0.0
35292473,0.004802113,0.03828302,0.014097317,0.0
35314470,0.005123063,0.03855304,0.013748124,0.0
35331616,0.00536868,0.038677517,0.013473769,0.0
35351126,0.005613225,0.038721133,0.013167553,0.0
35373124,0.0059428997,0.038614538,0.012836424,0.0
35390231,0.006254822,0.03845458,0.012585948,0.0
35412237,0.0065724747,0.038326163,0.012302925,0.0
35431781,0.006826189,0.038207177,0.012067729,0.0
35453774,0.00702692,0.037977442,0.011816107,0.0
35470885,0.0072160023,0.037776683,0.011626104,0.0
35492881,0.0074276943,0.037568077,0.011399253,0.0
35512441,0.0076152226,0.037441824,0.011216144,0.0
35529541,0.007757827,0.03729789,0.011057949,0.0
35551537,0.007945358,0.037025195,0.010862214,0.0
35573535,0.008129045,0.036672823,0.010652998,0.0
35593085,0.0082913805,0.036419265,0.010463207,0.0
35610261,0.008408117,0.036269665,0.010302732,0.0
35632189,0.008586074,0.03610665,0.010106215,0.0
35654215,0.00875968,0.035936367,0.00990649,0.0
35671291,0.008841509,0.03586226,0.009765826,0.0
35690844,0.008940037,0.035874847,0.009607154,0.0
35712844,0.009067695,0.03594729,0.009431365,0.0
35734838,0.009198924,0.036011264,0.009249633,0.0
35751978,0.009356392,0.036047857,0.0091430945,0.0
35771496,0.009547653,0.03604628,0.009008786,0.0
35793524,0.009764488,0.03603555,0.0088682,0.0
35810601,0.009894331,0.036070414,0.008753937,0.0
35832597,0.010035831,0.036205918,0.008623383,0.0
35852149,0.010068207,0.036318738,0.008515416,0.0
35874144,0.009999974,0.03644637,0.008387132,0.0
35891285,0.009949334,0.036541674,0.00830339,0.0
35913260,0.009943235,0.036652148,0.008192769,0.0
35932831,0.00993553,0.03673956,0.008108088,0.0
35949908,0.009949387,0.03677629,0.008026972,0.0
35971905,0.0100436285,0.036692206,0.007932269,0.0
35991456,0.01021823,0.03639377,0.007847978,0.0
36013461,0.010498586,0.035752263,0.0077598686,0.0
36030592,0.010755669,0.03501512,0.007690301,0.0
36052559,0.0110318335,0.034034777,0.0076278755,0.0
36072111,0.011152215,0.033066675,0.007581604,0.0
36091661,0.011205427,0.032134615,0.007543964,0.0
36111212,0.011090757,0.031217234,0.0075128144,0.0
36133209,0.01068325,0.03027578,0.00749806,0.0
36152759,0.01013822,0.029641,0.007493762,0.0
36172350,0.009569193,0.029091448,0.007491673,0.0
36191866,0.009053645,0.028741699,0.0075032883,0.0
36213900,0.008568935,0.028542722,0.007522934,0.0
36230968,0.008250035,0.028439313,0.0075484603,0.0
36250518,0.007875917,0.028319886,0.00759433,0.0
36272518,0.0074775163,0.028324742,0.0076407464,0.0
36294514,0.007172326,0.028566388,0.007694582,0.0
36311652,0.0069606444,0.028852677,0.0077496455,0.0
36331173,0.006738028,0.02916112,0.007814396,0.0
36353202,0.006518863,0.029411042,0.007904298,0.0
36370276,0.0063731973,0.029646277,0.007965264,0.0
36392277,0.006228386,0.030149149,0.00804654,0.0
36411829,0.0060412036,0.030759798,0.00811772,0.0
36433821,0.005879206,0.031516187,0.008194701,0.0
36450959,0.005809757,0.032096278,0.008238974,0.0
36472924,0.00576953,0.032972097,0.008277414,0.0
36492514,0.005724224,0.033785213,0.008315672,0.0
36509585,0.0057186508,0.034445412,0.008319544,0.0
36531581,0.0057855593,0.035118375,0.008309304,0.0
36553578,0.0058735725,0.035659395,0.008275858,0.0
36573129,0.005980787,0.036117096,0.008238878,0.0
36590268,0.0060406295,0.036460396,0.008195364,0.0
36612284,0.0061527123,0.03675229,0.008111384,0.0
36634230,0.0062423614,0.03687976,0.007999699,0.0
36651335,0.0063181743,0.036923613,0.007887773,0.0
36670887,0.0063136006,0.03693727,0.0077484692,0.0
36692883,0.0063481005,0.03683145,0.007571468,0.0
36712439,0.006389749,0.036580466,0.00740571,0.0
36732023,0.006545517,0.03620534,0.007202122,0.0
36751539,0.006668716,0.035779238,0.007011946,0.0
36773568,0.006804669,0.03529325,0.0067669163,0.0
36790644,0.0068674763,0.034909267,0.0065924446,0.0
36812643,0.0069842697,0.03447452,0.006334255,0.0
36832194,0.0070682755,0.03417904,0.006140162,0.0
36854191,0.007144251,0.033920303,0.0059074755,0.0
36871327,0.007160357,0.0337792,0.005767359,0.0
36893295,0.0071631433,0.033635024,0.0055872975,0.0
36912876,0.007141412,0.033614717,0.005445647,0.0
36929951,0.007150248,0.033653397,0.0053124023,0.0
36951948,0.007133705,0.033696122,0.0051491233,0.0
36971499,0.0071278447,0.03364205,0.0050122244,0.0
36993499,0.0071193604,0.03352284,0.0048734946,0.0
37010641,0.0071122567,0.03347925,0.004756343,0.0
37032600,0.0070762136,0.033525787,0.0046223006,0.0
37052190,0.0070093023,0.033562195,0.004509724,0.0
37071706,0.006933145,0.033634294,0.0044131866,0.0
37091256,0.006849,0.03366683,0.004323245,0.0
37113253,0.0067502093,0.033785347,0.0042339433,0.0
37132808,0.006598816,0.03394228,0.0041696606,0.0
37152359,0.0064869933,0.03404091,0.0040986794,0.0
37171912,0.006425754,0.034011845,0.0040390496,0.0
37193903,0.006444131,0.033896662,0.0039691627,0.0
37211012,0.006451433,0.033782907,0.0039193407,0.0
37230565,0.0066095907,0.0336059,0.0038475178,0.0
37252560,0.0067905057,0.033300497,0.0037712413,0.0
37274555,0.0070853154,0.032947917,0.0036810425,0.0
37291665,0.007258227,0.032748908,0.0036210006,0.0
37311220,0.007453433,0.032639865,0.0035556774,0.0
37333246,0.007658275,0.032659344,0.0034731552,0.0
37350318,0.007821974,0.032650363,0.0034245288,0.0
37372320,0.007986789,0.03259421,0.0033458974,0.0
37391870,0.008131042,0.032538276,0.0033054925,0.0
37413867,0.008274542,0.032490786,0.0032661112,0.0
37431004,0.008430629,0.03253657,0.0032624917,0.0
37452967,0.008674245,0.032626774,0.0032352372,0.0
37472553,0.008783749,0.03275928,0.00322961,0.0
37489632,0.008871338,0.032845356,0.0032230446,0.0
37511628,0.008778641,0.03286169,0.0032649923,0.0
37533625,0.008769945,0.032917183,0.0033290861,0.0
37553172,0.008774915,0.0330577,0.003468117,0.0
37570313,0.008790794,0.03321732,0.0035926714,0.0
37592281,0.008710716,0.033276305,0.0038312974,0.0
37614276,0.008638865,0.033033397,0.004096709,0.0
37631379,0.008590987,0.032699417,0.004346039,0.0
37650933,0.008613113,0.032419227,0.004623184,0.0
37672928,0.008668707,0.032152433,0.004976356,0.0
37692481,0.008661982,0.031838458,0.0053463248,0.0
37712035,0.008575753,0.03138559,0.00574448,0.0
37731584,0.008597891,0.030935341,0.0061618257,0.0
37753579,0.008592471,0.03061632,0.006686415,0.0
37770687,0.008514461,0.030443944,0.007105587,0.0
37792760,0.008407502,0.030122088,0.007632286,0.0
37812240,0.008278231,0.02972784,0.008072198,0.0
37834233,0.008149538,0.029463219,0.008646541,0.0
37851339,0.007954483,0.029358808,0.00911911,0.0
37873336,0.007791089,0.029270237,0.009814828,0.0
37892888,0.0076765125,0.029082185,0.010423773,0.0
37909999,0.007601176,0.028908657,0.010958658,0.0
37931996,0.007370517,0.028736042,0.011618902,0.0
37951544,0.007155084,0.028594038,0.012185215,0.0
37973539,0.00699493,0.028336592,0.012763648,0.0
37990647,0.006869254,0.028032176,0.013188444,0.0
38012647,0.0066111176,0.027658183,0.01371882,0.0
38032198,0.0063863182,0.027316011,0.0141558545,0.0
38051750,0.006142834,0.026943542,0.014548113,0.0
38071300,0.0059786197,0.026457796,0.014902605,0.0
38093295,0.0058000744,0.025874017,0.015272837,0.0
38112848,0.0056669344,0.025366636,0.015570679,0.0
38129989,0.0055548134,0.024933398,0.015824521,0.0
38151955,0.005476663,0.024397543,0.01610421,0.0
38173950,0.0054086703,0.023819676,0.01635644,0.0
38191055,0.005274834,0.023379795,0.016524412,0.0
38210608,0.00515271,0.022952216,0.016714053,0.0
38232607,0.0049431017,0.022575453,0.016925102,0.0
38254632,0.0046706107,0.022397771,0.017179916,0.0
38271710,0.004380866,0.02240992,0.017391061,0.0
38291306,0.004049185,0.022583993,0.017621974,0.0
38313260,0.0037464316,0.02294869,0.017849432,0.0
38330365,0.0034793853,0.02330159,0.01799785,0.0
38352393,0.0032594134,0.02380541,0.018182384,0.0
38371913,0.003083863,0.024158804,0.018320281,0.0
38393944,0.003023503,0.024448583,0.01843735,0.0
38411018,0.003002345,0.02458708,0.018529026,0.0
38433015,0.0029975518,0.024622153,0.018606344,0.0
38452567,0.0030352091,0.024544062,0.018656682,0.0
38469678,0.0030657689,0.024374906,0.018670756,0.0
38491704,0.003030138,0.024131654,0.018657373,0.0
38513669,0.0028223752,0.023861278,0.018603886,0.0
38533216,0.0025657474,0.023661118,0.01853021,0.0
38550324,0.0023659908,0.02349988,0.018437495,0.0
38572322,0.0020670542,0.023297824,0.018279059,0.0
38594319,0.0017620787,0.023170145,0.018089602,0.0
38611425,0.0015476992,0.023117643,0.017923176,0.0
38630975,0.0012775558,0.0231119,0.017665828,0.0
38653012,0.00104556,0.023098417,0.017373007,0.0
38672523,0.0008164021,0.023233322,0.017100867,0.0
38692081,0.00066768,0.023544975,0.016813248,0.0
38711631,0.00061827735,0.023853382,0.016544607,0.0
38733624,0.00066065404,0.024174634,0.016219312,0.0
38750735,0.00076684664,0.024364669,0.015972441,0.0
38772758,0.0008354227,0.02454479,0.015652303,0.0
38792284,0.00084836077,0.02465595,0.0153785935,0.0
38814311,0.00083308254,0.02474098,0.015071365,0.0
38831385,0.0008244807,0.024757136,0.014833048,0.0
38850937,0.0008103591,0.024734115,0.014560272,0.0
38872932,0.00069157017,0.024673758,0.01427693,0.0
38890040,0.00060368323,0.024551954,0.014051578,0.0
38912070,0.00043666153,0.024222538,0.013793514,0.0
38931586,0.0003601924,0.02383711,0.013565081,0.0
38953617,0.00021915862,0.023420593,0.013340478,0.0
38970692,0.00011840322,0.023178577,0.013164643,0.0
38992759,-8.312679e-05,0.022998521,0.01296407,0.0
39012242,-0.0001454917,0.02282301,0.012782663,0.0
39031800,-3.372149e-06,0.022598619,0.01261919,0.0
39051376,0.00029702162,0.022386637,0.012460503,0.0
39073340,0.0009764274,0.02216105,0.012257127,0.0
39092893,0.0018455802,0.021965735,0.0120724775,0.0
39110002,0.0027803222,0.021680705,0.011914955,0.0
39131998,0.0040246346,0.02114056,0.011702479,0.0
39153993,0.0053773825,0.020492686,0.011486548,0.0
39171100,0.0063419603,0.02006302,0.011323081,0.0
39190653,0.0073050456,0.01966523,0.011130298,0.0
39212649,0.008086189,0.019292623,0.010960072,0.0
39234678,0.008751577,0.01896619,0.010788846,0.0
39251759,0.009124049,0.018751506,0.010663132,0.0
39271310,0.00950107,0.018542372,0.010502931,0.0
39293301,0.009590314,0.018445294,0.010338786,0.0
39310407,0.009389612,0.018431434,0.01022681,0.0
39332437,0.008902741,0.01850435,0.010126798,0.0
39351959,0.008353962,0.01867629,0.0100315055,0.0
39373985,0.0077201505,0.018977497,0.009940184,0.0
39391059,0.0070655975,0.019187722,0.00986624,0.0
39413057,0.006013761,0.019393267,0.009790919,0.0
39432608,0.0051239226,0.019551517,0.009724611,0.0
39449722,0.0044367276,0.01976412,0.009668362,0.0
39471749,0.0035937035,0.020139143,0.009594625,0.0
39493712,0.0028778904,0.020573534,0.009488885,0.0
39513295,0.0022684664,0.020857833,0.009385241,0.0
39530366,0.0017672515,0.021075428,0.009273255,0.0
39552368,0.0012576609,0.021440154,0.009089162,0.0
39571918,0.00083448045,0.021798018,0.008905067,0.0
39591466,0.0005002772,0.022185396,0.008690862,0.0
39611055,0.00015893774,0.02247184,0.008452466,0.0
39633015,-0.00020554305,0.022688843,0.008154984,0.0
39652602,-0.00041525238,0.022834405,0.007910668,0.0
39672127,-0.00053936866,0.022955857,0.0076804673,0.0
39691673,-0.00068515807,0.022983784,0.007476054,0.0
39713668,-0.00083509693,0.022836778,0.007235968,0.0
39730775,-0.0009516341,0.022638688,0.0070638345,0.0
39752772,-0.001079812,0.02235065,0.00687141,0.0
39772325,-0.00115792,0.022076184,0.0067161988,0.0
39794351,-0.0011774917,0.021719076,0.0065515214,0.0
39811429,-0.0011754043,0.02141845,0.0064341077,0.0
39830983,-0.0011598209,0.021072172,0.006308331,0.0
39852977,-0.0011510695,0.020639474,0.006175522,0.0
39870087,-0.001147888,0.020300591,0.0060869195,0.0
39892113,-0.0010445789,0.019904867,0.0059793587,0.0
39911635,-0.0009523297,0.019642951,0.005913869,0.0
39933669,-0.0008715701,0.019464592,0.005852548,0.0
39950783,-0.00083945476,0.019380907,0.00583184,0.0
39972733,-0.0008368663,0.019298319,0.0058182995,0.0
39992289,-0.0008406423,0.019268684,0.005810817,0.0
40011838,-0.0007724136,0.019304242,0.00579998,0.0
40031419,-0.00073249044,0.019355066,0.0058008605,0.0
40053385,-0.000734664,0.01934924,0.005795997,0.0
40072971,-0.00074985117,0.01931419,0.005797106,0.0
40090048,-0.00079357356,0.019286959,0.005780556,0.0
40112065,-0.00080464565,0.01929548,0.0057638236,0.0
40134039,-0.0007933839,0.019294,0.0057704374,0.0
40151143,-0.0007865239,0.019283634,0.0057818843,0.0
40170728,-0.00075340876,0.019310793,0.005813793,0.0
40192727,-0.000676292,0.019478459,0.005830015,0.0
40214690,-0.0005539503,0.019691898,0.005868395,0.0
40231798,-0.00048760712,0.01980558,0.005903349,0.0
40251351,-0.00039042238,0.019825049,0.0059537804,0.0
40273344,-0.000246278,0.01982041,0.0060358793,0.0
40290451,-0.0001256025,0.019871294,0.0061337166,0.0
40312448,3.2611213e-05,0.020028671,0.0062802956,0.0
40332001,0.00020627578,0.020114193,0.006428609,0.0
40354027,0.0004060409,0.020030873,0.006629869,0.0
40371105,0.0005449674,0.019936997,0.0067845313,0.0
40393152,0.0007157569,0.01985405,0.006993302,0.0
40412655,0.00083765114,0.019788915,0.007215564,0.0
40429762,0.001002077,0.019711265,0.007422709,0.0
40451790,0.0012054677,0.01964553,0.007684281,0.0
40473751,0.0013432271,0.019628014,0.007967363,0.0
40493340,0.0014605212,0.019731028,0.008250712,0.0
40510410,0.0015731811,0.019868203,0.008498789,0.0
40532408,0.0016750372,0.02011079,0.008813545,0.0
40551960,0.0017464733,0.020364957,0.009089232,0.0
40571511,0.0017835473,0.020669527,0.009340294,0.0
40591094,0.001772094,0.020965038,0.009592615,0.0
40613065,0.0016957388,0.021275725,0.009871188,0.0
40632646,0.0016320029,0.021558028,0.010125734,0.0
40652164,0.0015992161,0.021873703,0.010360559,0.0
40671719,0.0015683371,0.022211386,0.010571781,0.0
40693714,0.0015327831,0.022554243,0.010789512,0.0
40710821,0.0014377704,0.022801016,0.010957823,0.0
40732824,0.0014051691,0.023104608,0.011139614,0.0
40752369,0.001389319,0.023401981,0.011287557,0.0
40774368,0.00130776,0.023667013,0.011421273,0.0
40791470,0.0012173079,0.023771815,0.011530649,0.0
40811023,0.001055559,0.023795443,0.011628602,0.0
40833022,0.0009194392,0.023811035,0.011747038,0.0
40850130,0.0008334143,0.023880232,0.011814319,0.0
40872125,0.0007002887,0.023955442,0.011885623,0.0
40891683,0.00054197083,0.023951476,0.011968169,0.0
40913674,0.00034012098,0.023845606,0.012031941,0.0
40930779,0.00024760605,0.023764543,0.012095989,0.0
40952776,0.0002199505,0.02376437,0.012150885,0.0
40972330,0.00019673693,0.023775376,0.012208899,0.0
40989473,0.00013841108,0.023705544,0.012250236,0.0
41011463,3.6885314e-05,0.023524879,0.012317621,0.0
41033428,2.7359585e-05,0.02339552,0.01236858,0.0
41053013,5.241438e-05,0.023379862,0.012399876,0.0
41070088,0.00011152439,0.02347466,0.012435285,0.0
41092087,0.0001992251,0.023453927,0.012481893,0.0
41114080,0.00027844592,0.023288801,0.012510339,0.0
41131188,0.0003925559,0.02313032,0.012535271,0.0
41150774,0.0005552176,0.02300296,0.0125358,0.0
41172741,0.0007885285,0.022812659,0.0125437025,0.0
41194732,0.0010001337,0.02246166,0.0125395395,0.0
41211845,0.0011943303,0.022107601,0.012539251,0.0
41231392,0.0013906467,0.021728601,0.012527671,0.0
41253388,0.0015848423,0.021431265,0.012512713,0.0
41270497,0.0016884824,0.021217633,0.012510816,0.0
41292493,0.0018395166,0.020927586,0.012492565,0.0
41312051,0.0019579148,0.020715596,0.012482078,0.0
41334040,0.002032987,0.020571904,0.012454196,0.0
41351148,0.0020787776,0.020508034,0.012440363,0.0
41373176,0.0021418268,0.02040895,0.012410646,0.0
41392728,0.0022037718,0.020321498,0.012374167,0.0
41409809,0.0022189538,0.02029929,0.012336542,0.0
41431800,0.0021956488,0.020327764,0.012288842,0.0
41453800,0.002161653,0.020241791,0.012223825,0.0
41473348,0.0021445279,0.020173363,0.012160396,0.0
41490457,0.0021459297,0.020153662,0.012106571,0.0
41512457,0.002168636,0.020227326,0.012039116,0.0
41532006,0.0021573047,0.020292418,0.011984636,0.0
41551557,0.0021684594,0.020336421,0.01192755,0.0
41571108,0.0021409802,0.020391943,0.011859231,0.0
41593104,0.0020509674,0.020520777,0.011782231,0.0
