timestamp,load,ram_usage
175843820,0.23345202,0.3361142
176343900,0.23426956,0.3361142
176843818,0.2337349,0.3361142
177343818,0.23406953,0.3361142
177844413,0.23439401,0.3361142
178343818,0.23474443,0.3361142
178843818,0.23413599,0.3361142
179343819,0.23432249,0.3361142
179843918,0.23407751,0.3361142
180343818,0.22904444,0.3361142
180843819,0.231902,0.3361142
181344140,0.23584306,0.3361142
181843837,0.23354298,0.3361142
182343818,0.23525,0.3361142
182843821,0.22940356,0.3361142
183343918,0.22469842,0.3361142
183843821,0.22171664,0.3361142
184343818,0.22349578,0.3361142
184843820,0.22307158,0.3361142
185343818,0.22421801,0.3361142
185843869,0.221286,0.3361142
186343818,0.22432,0.3361142
186843897,0.222116,0.3361142
187343834,0.23332256,0.3361142
187843818,0.23277146,0.3361142
188343820,0.23694801,0.3361142
188843817,0.23332244,0.3361142
189343818,0.23495352,0.3361142
189843946,0.23426145,0.3361142
190343942,0.23391896,0.3361142
190843818,0.23294151,0.3361142
191343817,0.23574644,0.3361142
191843820,0.2336235,0.3361142
192343818,0.23469245,0.3361142
192843830,0.23373836,0.3361142
193344184,0.23512894,0.3361142
193843901,0.23327935,0.3361142
194343818,0.23541355,0.3361142
194843823,0.23390812,0.3361142
195343819,0.2349779,0.3361142
195843836,0.23296809,0.3361142
196343819,0.23531646,0.3361142
196843821,0.23336554,0.3361142
197343896,0.22718,0.3361142
197843817,0.22260046,0.3361142
198343819,0.22435111,0.3361142
198843850,0.22747833,0.3361142
199343818,0.23621064,0.3361142
199843818,0.23382801,0.3361142
200343819,0.23489797,0.3361142
200843919,0.23484105,0.3361142
201343818,0.23534352,0.3361142
201844437,0.23388892,0.3361142
202343819,0.23365635,0.3361142
202843872,0.23393208,0.3361142
203343819,0.2343064,0.3361142
203843820,0.2351135,0.3361142
204343896,0.23463047,0.3361142
204843839,0.2335037,0.3361142
205343820,0.23541391,0.3361142
205843832,0.23433036,0.3361142
206343818,0.23455763,0.3361142
206843863,0.23452288,0.3361142
207343820,0.2347511,0.3361142
207843956,0.23460418,0.3361142
208343820,0.233369,0.3361142
208843819,0.23468244,0.3361142
209343846,0.23499751,0.3361142
209843818,0.23372644,0.3361142
210343817,0.23485446,0.3361142
210843846,0.23402351,0.3361142
211343937,0.23565799,0.3361142
211843830,0.23423284,0.3361142
212343819,0.23460317,0.3361142
212843844,0.23447198,0.3361142
213343833,0.23494095,0.3361142
213844441,0.2344079,0.3361142
214343818,0.23520213,0.3361142
214843921,0.234236,0.3361142
215343819,0.23351246,0.3361142
215843821,0.2352035,0.3361142
216343818,0.23478246,0.3361142
216843845,0.23450756,0.3361142
217344257,0.23488766,0.3361142
217843864,0.23438144,0.3361142
218343903,0.2342065,0.3361142
218843845,0.23435849,0.3361142
219343819,0.26252747,0.3361142
219843906,0.35240197,0.3361142
220343818,0.23306048,0.3361142
220843819,0.23535955,0.3361142
221343820,0.23586047,0.3361142
221843920,0.23285955,0.3361142
222343818,0.23516202,0.3361142
222843817,0.23340648,0.3361142
223343821,0.23246956,0.3361142
226843820,0.21452159,0.3361142
227343818,0.22522998,0.3361142
227843819,0.22288,0.3361142
228343820,0.22361398,0.3361142
228843920,0.22222757,0.3361142
229344074,0.22444242,0.3361142
229843864,0.2228877,0.3361142
230343818,0.22382754,0.3361142
230843819,0.22324955,0.3361142
231343819,0.22396243,0.3361142
231843952,0.22251445,0.3361142
232343887,0.22443801,0.3361142
232843910,0.22223556,0.3361142
233343818,0.22410476,0.3361142
233843820,0.22244954,0.3361142
234343819,0.22433603,0.3361142
234843819,0.23122,0.3361142
235343818,0.23611403,0.3361142
235843914,0.23251647,0.3361142
236343820,0.23577708,0.3361142
236843818,0.23271048,0.3361142
237343845,0.23610324,0.3361142
237843821,0.2319125,0.3361142
238343819,0.23651397,0.3361142
238843836,0.23338002,0.3361142
239343910,0.234694,0.3361142
239843819,0.223014,0.3361142
240343818,0.22358847,0.3361142
240843819,0.22391355,0.3361142
241343894,0.2354967,0.3361142
241843820,0.23414665,0.3361142
242343835,0.23500848,0.3361142
242843914,0.23397994,0.3361142
243343819,0.23464,0.3361142
243843818,0.23511446,0.3361142
244343817,0.233886,0.3361142
244843819,0.23425156,0.3361142
245343818,0.23422247,0.3361142
245843818,0.23406553,0.3361142
246343913,0.23269445,0.3361142
246843819,0.23560953,0.3361142
247343819,0.23528755,0.3361142
247843818,0.23295695,0.3361142
248343989,0.23520404,0.3361142
248843818,0.23485535,0.3361142
249343818,0.23447001,0.3361142
249844544,0.23346847,0.3361142
250343820,0.23573202,0.3361142
250843839,0.23452109,0.3361142
251343820,0.23276436,0.3361142
251843819,0.23560798,0.3361142
252343864,0.23400694,0.3361142
252843820,0.23447865,0.3361142
253344013,0.23390722,0.3361142
253843818,0.23533428,0.3361142
254343836,0.23407203,0.3361142
254843822,0.23465955,0.3361142
255343820,0.23450798,0.3361142
255843818,0.23418045,0.3361142
256343837,0.23407066,0.3361142
256844275,0.23440713,0.3361142
257343818,0.23385978,0.3361142
257843820,0.23341554,0.3361142
258343833,0.23318148,0.3361142
258843819,0.23386455,0.3361142
259343842,0.23547316,0.3361142
259843818,0.23286718,0.3361142
260343897,0.23586154,0.3361142
260843818,0.23293602,0.3361142
261343818,0.23549199,0.3361142
261843817,0.23303044,0.3361142
262343857,0.23487967,0.3361142
262843842,0.23329371,0.3361142
263343819,0.22239602,0.3361142
264343851,0.22523654,0.3361142
264843820,0.22183263,0.3361142
265344228,0.22486651,0.3361142
265843820,0.22767979,0.3361142
266343819,0.23547798,0.3361142
266843817,0.23289049,0.3361142
267343904,0.23627955,0.3361142
267843819,0.23336649,0.3361142
268343845,0.23468602,0.3361142
268843838,0.23309469,0.3361142
269343867,0.23464704,0.3361142
269843821,0.23285538,0.3361142
270343843,0.23401523,0.3361142
270843902,0.23387921,0.3361142
271343911,0.2358346,0.3361142
271843817,0.23295331,0.3361142
272344056,0.23485619,0.3361142
272843821,0.2331571,0.3361142
273343818,0.23514187,0.3361142
273843818,0.23299551,0.3361142
274343924,0.2349,0.3361142
274843820,0.23415953,0.3361142
275343842,0.23503292,0.3361142
275843820,0.22435558,0.3361142
276343844,0.23569602,0.3361142
276843819,0.23319,0.3361142
277343819,0.2363205,0.3361142
277843898,0.23339951,0.3361142
278343819,0.234496,0.3361142
278843817,0.23354244,0.3361142
279343820,0.23485154,0.3361142
279843820,0.23459601,0.3361142
280343847,0.23286754,0.3361142
280843914,0.23597163,0.3361142
281343943,0.23404646,0.3361142
281843819,0.23441601,0.3361142
282343844,0.23280847,0.3361142
282843869,0.2346726,0.3361142
283343913,0.23525542,0.3361142
283843818,0.23365754,0.3361142
284344125,0.23440504,0.3361142
284843899,0.23416531,0.3361142
285343830,0.23452085,0.3361142
285843821,0.23399222,0.3361142
286343818,0.23522097,0.3361142
286843818,0.23401153,0.3361142
287343818,0.23331445,0.3361142
287843960,0.2334317,0.3361142
289343825,0.22934169,0.3361142
289843819,0.23588836,0.3361142
290343818,0.23431998,0.3361142
290843818,0.23360598,0.3361142
291343835,0.23579443,0.3361142
291843898,0.23385996,0.3361142
292343818,0.23439956,0.3361142
292844340,0.23443216,0.3361142
293343821,0.23484379,0.3361142
293843835,0.23386896,0.3361142
294343818,0.23442352,0.3361142
294843819,0.234756,0.3361142
295344038,0.22783262,0.3361142
296343821,0.22787553,0.3361142
296843820,0.23667353,0.3361142
297343834,0.2347585,0.3361142
297843818,0.23312998,0.3361142
298343819,0.23605198,0.3361142
298843902,0.23356599,0.3361142
299343818,0.23452449,0.3361142
299843819,0.23486155,0.3361142
300343818,0.23492247,0.3361142
300843818,0.23316556,0.3361142
301343843,0.23546398,0.3361142
301843818,0.23483199,0.3361142
302343924,0.2308023,0.3361142
302843817,0.22237736,0.3361142
303343820,0.22404599,0.3361142
303843818,0.22292846,0.3361142
304343818,0.22996151,0.3361142
304843950,0.23405117,0.3361142
305343819,0.23473102,0.3361142
305843920,0.23368198,0.3361142
306343859,0.23455864,0.3361142
306843818,0.23515385,0.3361142
307343817,0.23481,0.3361142
307843818,0.23449951,0.3361142
308343820,0.23586398,0.3361142
308843825,0.23316568,0.3361142
309343919,0.23594034,0.3361142
309843818,0.23200399,0.3361142
310343818,0.23651445,0.3361142
310843860,0.23401386,0.3361142
311343836,0.23601228,0.3361142
311844007,0.23348314,0.3361142
312343819,0.23529708,0.3361142
312843900,0.23367202,0.3361142
313343843,0.23427355,0.3361142
313843825,0.2329197,0.3361142
314343840,0.22431868,0.3361142
314843820,0.22204202,0.3361142
315343819,0.23407,0.3361142
315843820,0.23452705,0.3361142
316343887,0.23528093,0.3361142
316843975,0.23417938,0.3361142
317343819,0.23496729,0.3361142
317843820,0.23438305,0.3361142
318343822,0.23451245,0.3361142
318843819,0.23404801,0.3361142
319343818,0.23570597,0.3361142
319843909,0.23302162,0.3361142
320343819,0.23467273,0.3361142
320843842,0.23346329,0.3361142
321343817,0.23485678,0.3361142
321843839,0.23406065,0.3361142
322343819,0.2353394,0.3361142
322843900,0.23370063,0.3361142
323343912,0.23272276,0.3361142
323843819,0.23458844,0.3361142
324343819,0.23379803,0.3361142
324843818,0.23300397,0.3361142
325343818,0.23344845,0.3361142
325843865,0.2356934,0.3361142
326343840,0.23415047,0.3361142
326843889,0.23299956,0.3361142
327343818,0.23535049,0.3361142
327843862,0.23468381,0.3361142
328343819,0.2339781,0.3361142
328844007,0.23057282,0.3361142
329343818,0.22396022,0.3361142
329843867,0.223333,0.3361142
330343888,0.22322297,0.3361142
330843819,0.22394198,0.3361142
331343818,0.22497845,0.3361142
331843852,0.22344953,0.3361142
332344024,0.22489023,0.3361142
332843881,0.22020209,0.3361142
336343818,0.22992337,0.3361142
336843821,0.234766,0.3361142
337343886,0.23465598,0.3361142
337843850,0.23572952,0.3361142
338343818,0.2363385,0.3361142
338843842,0.234312,0.3361142
339343848,0.23643076,0.3361142
339843846,0.23445666,0.3361142
340343818,0.23638844,0.3361142
340844558,0.23421186,0.3361142
341343820,0.23663574,0.3361142
341843819,0.23429197,0.3361142
342343818,0.23577797,0.3361142
342843820,0.23517,0.3361142
343343818,0.2372365,0.3361142
343843845,0.23475754,0.3361142
344343909,0.23730886,0.3361142
344843863,0.23429751,0.3361142
345343818,0.23721552,0.3361142
345843850,0.232786,0.3361142
346343819,0.237288,0.3361142
346843819,0.23384446,0.3361142
347343818,0.23648554,0.3361142
347844191,0.23442757,0.3361142
348343818,0.2290284,0.3361142
348843818,0.23468,0.3361142
349343818,0.235632,0.3361142
349843820,0.23450351,0.3361142
350343821,0.23640603,0.3361142
350843819,0.23467398,0.3361142
351343896,0.23668045,0.3361142
351843818,0.23495,0.3361142
352343818,0.2364105,0.3361142
352844040,0.23432201,0.3361142
353343818,0.23595154,0.3361142
353843835,0.23504001,0.3361142
354343818,0.23566002,0.3361142
354843897,0.23422599,0.3361142
355343819,0.23711848,0.3361142
355843819,0.23372197,0.3361142
356344342,0.23551965,0.3361142
356843820,0.23522556,0.3361142
357343831,0.23522991,0.3361142
357843823,0.23445612,0.3361142
358343905,0.23631197,0.3361142
358843819,0.23606247,0.3361142
359343818,0.23473603,0.3361142
359843819,0.23572755,0.3361142
360343818,0.23492801,0.3361142
360843818,0.23445249,0.3361142
361343817,0.235668,0.3361142
361843919,0.23577106,0.3361142
362343818,0.23454648,0.3361142
362843818,0.23489398,0.3361142
363343819,0.23538202,0.3361142
363843820,0.23450202,0.3361142
364343818,0.23497403,0.3361142
364843818,0.23425603,0.3361142
365343894,0.23683846,0.3361142
365843823,0.23485363,0.3361142
366343818,0.23456788,0.3361142
366843820,0.23638803,0.3361142
367343818,0.23574603,0.3361142
367843818,0.23483598,0.3361142
368343944,0.23602498,0.3361142
368843941,0.23397046,0.3361142
369343838,0.23561603,0.3361142
369843817,0.23431599,0.3361142
370343847,0.237194,0.3361142
370843818,0.235062,0.3361142
371343818,0.23593199,0.3361142
371843820,0.23564202,0.3361142
372343895,0.234972,0.3361142
372843819,0.2343595,0.3361142
373343816,0.23385894,0.3361142
373843819,0.22342312,0.3361142
374343821,0.22336155,0.3361142
374843819,0.22363043,0.3361142
375343845,0.22469479,0.3361142
375843898,0.22263515,0.3361142
376343821,0.22488552,0.3361142
376843819,0.22272247,0.3361142
377343833,0.23369944,0.3361142
377843839,0.23371452,0.3361142
378343819,0.23658198,0.3361142
378843890,0.23348933,0.3361142
379343906,0.23625731,0.3361142
379843818,0.23339975,0.3361142
380344384,0.23574704,0.3361142
380843819,0.23388088,0.3361142
381343841,0.2371425,0.3361142
381843818,0.23372352,0.3361142
382343819,0.23546046,0.3361142
382843900,0.23368555,0.3361142
383343852,0.23645592,0.3361142
383843864,0.23452485,0.3361142
384343820,0.23566276,0.3361142
384843818,0.23521894,0.3361142
385343846,0.23531884,0.3361142
385843819,0.23442268,0.3361142
386343943,0.23611617,0.3361142
386843818,0.2344197,0.3361142
387343861,0.23566067,0.3361142
387843818,0.2344737,0.3361142
388343818,0.23564154,0.3361142
388843836,0.23253053,0.3361142
389343845,0.23645926,0.3361142
389843927,0.2341842,0.3361142
390343820,0.23547047,0.3361142
390843821,0.2336775,0.3361142
391343837,0.23177564,0.3361142
394843819,0.23547,0.3361142
395343846,0.234146,0.3361142
395843847,0.23463887,0.3361142
396343857,0.23531532,0.3361142
396843901,0.23422581,0.3361142
397343844,0.23395598,0.3361142
397843869,0.235802,0.3361142
398343900,0.23500842,0.3361142
398843817,0.23407394,0.3361142
399344061,0.23508823,0.3361142
399843818,0.23453349,0.3361142
400343902,0.23479307,0.3361142
400843853,0.23468047,0.3361142
401343845,0.23582649,0.3361142
401843819,0.23398304,0.3361142
402343841,0.23448199,0.3361142
402843871,0.23428255,0.3361142
403343844,0.23474443,0.3361142
403843892,0.23350751,0.3361142
404344556,0.23435849,0.3361142
404843818,0.23501754,0.3361142
405343819,0.234712,0.3361142
405843819,0.2343235,0.3361142
406343819,0.23539245,0.3361142
406843818,0.22542602,0.3361142
407343915,0.222956,0.3361142
407843871,0.22451866,0.3361142
408343864,0.22342122,0.3361142
408843852,0.22288132,0.3361142
409343844,0.22749102,0.3361142
409843819,0.23508,0.3361142
410343913,0.23520201,0.3361142
410843887,0.23416847,0.3361142
411344114,0.23650849,0.3361142
411843818,0.23482853,0.3361142
412343817,0.233872,0.3361142
412843818,0.23464203,0.3361142
413343819,0.23484153,0.3361142
413843819,0.233558,0.3361142
414343916,0.23533046,0.3361142
414843892,0.2341038,0.3361142
415343818,0.23551589,0.3361142
415843818,0.233872,0.3361142
416344068,0.23538601,0.3361142
416843819,0.23437601,0.3361142
417343820,0.23595798,0.3361142
417843888,0.23389447,0.3361142
418343836,0.23580354,0.3361142
418843818,0.23312044,0.3361142
419343819,0.23629951,0.3361142
419844325,0.23374194,0.3361142
420343819,0.23596632,0.3361142
420843820,0.23368555,0.3361142
421343915,0.23609048,0.3361142
421843818,0.2342645,0.3361142
422343821,0.23574352,0.3361142
422843818,0.23355246,0.3361142
423344186,0.23550713,0.3361142
423843818,0.23345137,0.3361142
424343819,0.23595351,0.3361142
424843887,0.23311448,0.3361142
425343819,0.23569953,0.3361142
425843818,0.23354203,0.3361142
426343818,0.23623848,0.3361142
426843954,0.23361492,0.3361142
427343818,0.23711002,0.3361142
427843820,0.23381704,0.3361142
428344564,0.23489249,0.3361142
428843818,0.23499846,0.3361142
429343824,0.23611915,0.3361142
429843817,0.23356283,0.3361142
430343819,0.23612154,0.3361142
430843818,0.2339145,0.3361142
431343818,0.23607153,0.3361142
431843992,0.23392862,0.3361142
432343819,0.23520386,0.3361142
432843836,0.23397201,0.3361142
433343819,0.23490155,0.3361142
433843820,0.23493046,0.3361142
434343818,0.23411399,0.3361142
434843823,0.2350766,0.3361142
435344250,0.23412561,0.3361142
435843818,0.23497653,0.3361142
436343818,0.23405403,0.3361142
436843818,0.23382801,0.3361142
437343819,0.23563999,0.3361142
437843859,0.2340973,0.3361142
438343818,0.2337727,0.3361142
438843897,0.23477554,0.3361142
439343818,0.23420048,0.3361142
439843818,0.23451602,0.3361142
440343818,0.23423201,0.3361142
440843842,0.23514116,0.3361142
441343818,0.23562133,0.3361142
441843830,0.23453993,0.3361142
442343899,0.23500562,0.3361142
442843835,0.23478448,0.3361142
446343818,0.23821998,0.3361142
446843860,0.2341783,0.3361142
447343819,0.23548132,0.3361142
447843865,0.23453242,0.3361142
448343817,0.23423201,0.3361142
448843856,0.23494017,0.3361142
449343892,0.23452336,0.3361142
449843905,0.23439169,0.3361142
450343818,0.23266447,0.3361142
450843820,0.22338909,0.3361142
451343818,0.22457045,0.3361142
451843833,0.22212136,0.3361142
452343818,0.22378117,0.3361142
452843945,0.22269958,0.3361142
453343818,0.22485203,0.3361142
453843841,0.22481155,0.3361142
454343835,0.23604184,0.3361142
454843842,0.23341936,0.3361142
455343819,0.23515731,0.3361142
455844518,0.23471636,0.3361142
456343897,0.235659,0.3361142
456843819,0.23389798,0.3361142
457343818,0.23496997,0.3361142
457843820,0.23363602,0.3361142
458343821,0.23513597,0.3361142
458843846,0.23330998,0.3361142
459344252,0.234923,0.3361142
459843943,0.23304534,0.3361142
460343818,0.23585647,0.3361142
460843845,0.23330355,0.3361142
461343820,0.23571599,0.3361142
461843905,0.23380929,0.3361142
462343818,0.23535496,0.3361142
462843819,0.23378003,0.3361142
463343893,0.23531002,0.3361142
463843861,0.23357636,0.3361142
464343818,0.2354058,0.3361142
464843847,0.23275203,0.3361142
465343818,0.23536849,0.3361142
465843842,0.23239756,0.3361142
466343969,0.23594522,0.3361142
466843922,0.23421884,0.3361142
467343836,0.23422194,0.3361142
467844023,0.23338747,0.3361142
468343819,0.23499602,0.3361142
468843819,0.23426801,0.3361142
469343818,0.23443449,0.3361142
469843819,0.2338615,0.3361142
470343897,0.23448849,0.3361142
470843819,0.23405951,0.3361142
471343877,0.23586464,0.3361142
471843867,0.23335862,0.3361142
472343818,0.23415846,0.3361142
472843818,0.23468399,0.3361142
473343819,0.23448998,0.3361142
473843992,0.2333445,0.3361142
474343818,0.23360598,0.3361142
474844126,0.23459041,0.3361142
475343818,0.23458707,0.3361142
475843820,0.23341203,0.3361142
476343818,0.23373598,0.3361142
476843818,0.23463649,0.3361142
477343904,0.23500907,0.3361142
477843819,0.23397493,0.3361142
478343819,0.23512554,0.3361142
478843820,0.23381847,0.3361142
479343833,0.22622675,0.3361142
479844020,0.22301471,0.3361142
480343818,0.22327,0.3361142
480843902,0.22310197,0.3361142
481343818,0.22454399,0.3361142
481843819,0.22299403,0.3361142
482343817,0.21906644,0.3361142
483344329,0.24056959,0.3361142
483843818,0.23485911,0.3361142
484343910,0.23484623,0.3361142
484843857,0.2342115,0.3361142
485343819,0.23507833,0.3361142
485843819,0.23458248,0.3361142
486343818,0.23532403,0.3361142
486843819,0.23454553,0.3361142
487343818,0.23493445,0.3361142
487843903,0.233594,0.3361142
488343818,0.23409551,0.3361142
488843819,0.23531246,0.3361142
489343818,0.23382956,0.3361142
489843844,0.234178,0.3361142
