timestamp,load,ram_usage
30843817,0.20703799,0.26057175
31343834,0.26195866,0.34028548
31843817,0.23366547,0.33466
32343847,0.23772907,0.33502352
32843923,0.23438048,0.33502352
33343837,0.23658448,0.33502352
33843818,0.23470354,0.33502352
34343844,0.23622203,0.33502352
34843817,0.23437798,0.33502352
35344523,0.24102813,0.33502352
35843818,0.24369764,0.33502352
36343900,0.24504799,0.33502352
36843816,0.24329048,0.33502352
37343820,0.24660301,0.33502352
37843820,0.24382049,0.33502352
38343844,0.24440402,0.33502352
38843892,0.24490225,0.33502352
39343865,0.24541783,0.33502352
39843900,0.24424201,0.33502352
40343846,0.23688245,0.33502352
40843836,0.23613554,0.33502352
41343909,0.23804754,0.33502352
41843820,0.23528755,0.33502352
42343886,0.23681521,0.33502352
42843817,0.2361961,0.33502352
43343900,0.23672104,0.33502352
43843818,0.23611248,0.33502352
44343817,0.23623401,0.33502352
44843819,0.23648,0.33502352
45343841,0.23510444,0.33502352
45843851,0.23668438,0.33502352
46343817,0.23610914,0.33502352
46843890,0.23607802,0.33502352
47344080,0.23731202,0.33502352
47843817,0.235784,0.33502352
48343819,0.23608047,0.33502352
48843819,0.23594308,0.33502352
49343818,0.23705697,0.33502352
49843817,0.23538202,0.33502352
50343913,0.23605108,0.33502352
50844168,0.22467989,0.3361142
52843820,0.239968,0.3361142
53343821,0.24855751,0.3361142
53843893,0.2465185,0.3361142
54344169,0.24736732,0.3361142
54843863,0.247845,0.3361142
55343819,0.24776548,0.3361142
55843818,0.2462725,0.3361142
56343819,0.24655998,0.3361142
56843819,0.23504353,0.3361142
57343920,0.23381811,0.3361142
57843926,0.23454863,0.3361142
58343819,0.23419964,0.3361142
58843820,0.23529106,0.3361142
59343843,0.23337245,0.3361142
59843820,0.23524553,0.3361142
60343819,0.23502094,0.3361142
60843887,0.23431599,0.3361142
61343819,0.2349655,0.3361142
61843818,0.23530847,0.3361142
62343818,0.23402399,0.3361142
62843954,0.23464453,0.3361142
63343818,0.23459947,0.3361142
63843839,0.23452753,0.3361142
64343888,0.23432446,0.3361142
64843819,0.23320353,0.3361142
65343819,0.23541403,0.3361142
65843818,0.23226047,0.3361142
66344181,0.23598164,0.3361142
66843819,0.23447776,0.3361142
67343836,0.23498905,0.3361142
67843889,0.23261446,0.3361142
68343819,0.23616803,0.3361142
68843823,0.23348212,0.3361142
69343838,0.23495185,0.3361142
69843974,0.23389596,0.3361142
70343819,0.23556161,0.3361142
70843819,0.23209244,0.3361142
71344121,0.23673648,0.3361142
71843834,0.23373097,0.3361142
72343842,0.23588908,0.3361142
72843818,0.23332399,0.3361142
73343819,0.236494,0.3361142
73843831,0.23315287,0.3361142
74343819,0.23423868,0.3361142
74844525,0.23375791,0.3361142
75343818,0.23535478,0.3361142
75843818,0.23335397,0.3361142
76343819,0.23599952,0.3361142
76843840,0.2328282,0.3361142
77343818,0.23570639,0.3361142
77843853,0.2324177,0.3361142
78343921,0.23722816,0.3361142
78843819,0.23321849,0.3361142
79343820,0.235546,0.3361142
79843848,0.23407996,0.3361142
80343820,0.23556012,0.3361142
80843862,0.22508508,0.3361142
81343818,0.22481889,0.3361142
81843903,0.22200799,0.3361142
82343818,0.22428,0.3361142
82843818,0.22211802,0.3361142
83343818,0.22478998,0.3361142
83843845,0.22253442,0.3361142
84343819,0.22333562,0.3361142
84843818,0.22362798,0.3361142
85343898,0.22271597,0.3361142
85843837,0.22249556,0.3361142
86343818,0.2234565,0.3361142
86844007,0.22338003,0.3361142
87343819,0.22313744,0.3361142
87843819,0.22305954,0.3361142
88343819,0.22291243,0.3361142
88843904,0.223634,0.3361142
89343821,0.22259843,0.3361142
89843846,0.22285753,0.3361142
90344255,0.22852165,0.3361142
90843856,0.23460025,0.3361142
91343819,0.23533988,0.3361142
91843844,0.23328751,0.3361142
92343904,0.23514402,0.3361142
92843901,0.23498744,0.3361142
93343819,0.23458695,0.3361142
93843821,0.23465955,0.3361142
94343822,0.2342146,0.3361142
94843865,0.23475379,0.3361142
95343817,0.23399049,0.3361142
95843925,0.23413908,0.3361142
96343819,0.23382753,0.3361142
96843843,0.23476446,0.3361142
97343854,0.23408455,0.3361142
97843846,0.23417592,0.3361142
98343819,0.23430753,0.3361142
98844030,0.23442352,0.3361142
99343896,0.23406678,0.3361142
99843818,0.233868,0.3361142
100343818,0.23328203,0.3361142
100843819,0.23589355,0.3361142
101343818,0.2357505,0.3361142
101843818,0.23303598,0.3361142
102343840,0.23548609,0.3361142
102843943,0.23468584,0.3361142
103343819,0.23508,0.3361142
103843848,0.23283058,0.3361142
104343819,0.23508692,0.3361142
104843913,0.23317647,0.3361142
105343818,0.23473799,0.3361142
105843885,0.22433573,0.3361142
106343895,0.22397423,0.3361142
106843818,0.22164154,0.3361142
107343819,0.22367448,0.3361142
107843893,0.22246355,0.3361142
108343821,0.2242682,0.3361142
108843843,0.22199047,0.3361142
109343819,0.22447956,0.3361142
109843927,0.22211045,0.3361142
110343818,0.22416598,0.3361142
110844255,0.22197199,0.3361142
111343819,0.22505802,0.3361142
111843818,0.222224,0.3361142
112343818,0.223804,0.3361142
112843819,0.22296202,0.3361142
113343898,0.22424358,0.3361142
113843818,0.21431398,0.3361142
117843818,0.23394752,0.3361142
118343821,0.23479104,0.3361142
118843818,0.23375738,0.3361142
119343846,0.234968,0.3361142
119843818,0.23411,0.3361142
120343911,0.2351107,0.3361142
120843818,0.23438728,0.3361142
121343952,0.23552734,0.3361142
121843818,0.23435634,0.3361142
122343819,0.235026,0.3361142
122843818,0.23397797,0.3361142
123343818,0.23512602,0.3361142
123843967,0.230016,0.3361142
124343818,0.22354603,0.3361142
124843820,0.23267353,0.3361142
125343819,0.2354545,0.3361142
125843819,0.23523551,0.3361142
126343958,0.235439,0.3361142
126843818,0.23390257,0.3361142
127343923,0.23531246,0.3361142
127843819,0.23418999,0.3361142
128343819,0.234608,0.3361142
128843819,0.23466998,0.3361142
129343842,0.23434275,0.3361142
129844197,0.23386091,0.3361142
130343822,0.23526996,0.3361142
130843902,0.2341454,0.3361142
131343818,0.235268,0.3361142
131843819,0.234352,0.3361142
132343827,0.2351358,0.3361142
132843818,0.23385823,0.3361142
133343819,0.23444355,0.3361142
133843819,0.23426598,0.3361142
134343897,0.23350644,0.3361142
134843864,0.23380142,0.3361142
135343843,0.23562992,0.3361142
135843840,0.23456079,0.3361142
136343822,0.23355597,0.3361142
136843819,0.23568952,0.3361142
137343836,0.23421806,0.3361142
137843890,0.23413044,0.3361142
138344520,0.23479927,0.3361142
138843833,0.23496282,0.3361142
139343819,0.23459566,0.3361142
139843818,0.23371047,0.3361142
140343819,0.235394,0.3361142
140843823,0.27182382,0.3361142
141343928,0.34703445,0.3361142
141843820,0.23489165,0.3361142
142343857,0.2344262,0.3361142
142843835,0.23330975,0.3361142
143343856,0.23335427,0.3361142
143843819,0.2353599,0.3361142
144343871,0.23496157,0.3361142
144843889,0.2327447,0.3361142
145343821,0.2363975,0.3361142
145843818,0.23265803,0.3361142
146343818,0.22302997,0.3361142
146843838,0.22165847,0.3361142
147343845,0.22499597,0.3361142
147843818,0.22181958,0.3361142
148343890,0.22251755,0.3361142
148843822,0.22347802,0.3361142
149343849,0.22350305,0.3361142
149843818,0.2217933,0.3361142
150344237,0.22471058,0.3361142
150843818,0.22222179,0.3361142
151343820,0.22518957,0.3361142
151843887,0.22224599,0.3361142
152343820,0.22636402,0.3361142
152843818,0.23346049,0.3361142
153343846,0.23582351,0.3361142
153844275,0.23360741,0.3361142
154343865,0.23595303,0.3361142
154843818,0.2334615,0.3361142
155343912,0.23573846,0.3361142
155843821,0.23369956,0.3361142
156343911,0.23532021,0.3361142
156843818,0.23368144,0.3361142
157344080,0.23528415,0.3361142
157843818,0.23365349,0.3361142
158343835,0.2358675,0.3361142
158843915,0.2330705,0.3361142
159343848,0.23549151,0.3361142
159843820,0.23225552,0.3361142
160843856,0.22205955,0.3361142
162344108,0.230834,0.3361142
162843821,0.23430848,0.3361142
163343818,0.23492002,0.3361142
163843818,0.23351353,0.3361142
164343819,0.23458803,0.3361142
164843818,0.23473448,0.3361142
165343820,0.23424506,0.3361142
165843926,0.23431242,0.3361142
166343866,0.23414254,0.3361142
166843839,0.23479354,0.3361142
167343818,0.23293644,0.3361142
167843820,0.23524755,0.3361142
168343912,0.23399848,0.3361142
168843818,0.23424602,0.3361142
169344251,0.23506135,0.3361142
169843818,0.23508215,0.3361142
170343818,0.233684,0.3361142
170843819,0.23531353,0.3361142
171343819,0.23531693,0.3361142
171843820,0.23588955,0.3361142
172343820,0.23383802,0.3361142
172843895,0.23478001,0.3361142
173343818,0.234954,0.3361142
173843818,0.23428047,0.3361142
174344024,0.2340275,0.3361142
174843820,0.23402399,0.3361142
175343818,0.23455602,0.3361142
