timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
44019590,-0.60576034,0.0415868,-2.5388584,-0.839849,-0.6579974,-0.5162572,0.01804649,-1.107595,-0.40322888,-0.33030295,-0.2808864,-0.17219019,0.30744618,0.078415245,0.13249385,0.18401551,0.42567754,3.8913775e-05,0.0043538418,0.62125593,0.37430447,4.6902285e-05
44219998,-0.60378706,0.040659573,-2.510456,-0.83055663,-0.65437907,-0.51706064,0.0014421176,-1.1421956,-0.38513184,-0.31352103,-0.26575935,-0.16578853,0.35929495,0.17109166,0.23155205,0.28746074,0.54187316,3.9915056e-05,0.0042581693,0.62155455,0.3741071,4.038516e-05
44420406,-0.61720943,0.039760288,-2.495966,-0.8372549,-0.6660316,-0.53242856,-0.026982667,-1.0094421,-0.2321037,-0.1626085,-0.116396785,-0.019705653,0.31361175,0.15325789,0.21537888,0.27198136,0.5265462,3.7229373e-05,0.0042615407,0.62455696,0.371107,3.7229373e-05
44620814,-0.6231371,0.038885847,-2.4774022,-0.8364701,-0.67052823,-0.5410683,-0.050463494,-1.138,-0.37099636,-0.30085742,-0.25331366,-0.14505553,0.32557094,0.14480144,0.20244029,0.2554468,0.49866363,3.906879e-05,0.004157598,0.62414306,0.37162122,3.906879e-05
44821222,-0.62133396,0.038084973,-2.4566288,-0.8286406,-0.667695,-0.54229796,-0.066436596,-1.1877234,-0.4551686,-0.38659155,-0.33923852,-0.22238982,0.32045975,0.1190812,0.17009069,0.21748918,0.43998706,4.0461724e-05,0.003980758,0.62088674,0.37505156,4.0461724e-05
45021631,-0.61848176,0.03745555,-2.4366417,-0.82087594,-0.66386724,-0.5415999,-0.0769648,-1.0072194,-0.35784113,-0.29647195,-0.25354064,-0.14109898,0.3589539,0.15980813,0.20199096,0.24142666,0.4297106,3.8676273e-05,0.003884969,0.61962503,0.3764126,3.8676273e-05
45217150,-0.6115135,0.036997654,-2.4174328,-0.81025,-0.65620553,-0.5363102,-0.08015657,-0.86935985,-0.32095587,-0.2664075,-0.22748089,-0.117866874,0.37157115,0.16130635,0.19296034,0.22330704,0.37402022,3.7847913e-05,0.0038040532,0.6182493,0.37787092,3.7847913e-05
45422446,-0.596843,0.03668907,-2.3984082,-0.7935389,-0.64135337,-0.5229747,-0.07274355,-0.7625694,-0.32463896,-0.27556825,-0.23953378,-0.12859797,0.3203284,0.07780939,0.097386464,0.11767933,0.22861478,3.6935016e-05,0.0036970582,0.61526096,0.3809668,3.824691e-05
45622855,-0.58434504,0.036465082,-2.3798366,-0.77919227,-0.6284763,-0.51133037,-0.06498035,-0.5217266,-0.17642939,-0.13436735,-0.10296857,-0.0013241768,0.38565072,0.14650589,0.15848488,0.1720798,0.2535647,3.5699864e-05,0.0036615124,0.6146258,0.38163954,3.748949e-05
45818374,-0.56884253,0.036313754,-2.3616102,-0.7620592,-0.6128268,-0.49695036,-0.055095986,-0.58875895,-0.3439988,-0.3080697,-0.28047073,-0.18444955,0.54129606,0.2916725,0.29463574,0.30059543,0.35029587,4.029434e-05,0.003574,0.6119319,0.38441345,4.029434e-05
46018783,-0.5565824,0.036167096,-2.3471785,-0.74831176,-0.600446,-0.48575473,-0.04815472,-0.6277019,-0.37937152,-0.34608757,-0.3208114,-0.23472726,0.49061593,0.27341163,0.2787812,0.2862692,0.33891985,4.0846408e-05,0.003490152,0.6092478,0.38718,4.1144885e-05
46219190,-0.5462321,0.035988137,-2.3347147,-0.73670125,-0.5900031,-0.4763301,-0.04244321,-0.6047281,-0.30634594,-0.2693007,-0.24149942,-0.14910817,0.35443285,0.12825422,0.13693106,0.1473014,0.21289861,3.702044e-05,0.003416283,0.6068401,0.3896646,4.18869e-05
46419598,-0.53514296,0.035860624,-2.3226056,-0.724527,-0.57891214,-0.4661704,-0.036208335,-0.6713505,-0.3988719,-0.3657087,-0.34087908,-0.25844812,0.37699425,0.17571932,0.18391979,0.19349068,0.25300026,3.9629653e-05,0.0033303893,0.6038504,0.39273643,4.311071e-05
46620006,-0.522181,0.03563405,-2.3092291,-0.7105299,-0.56599754,-0.45425215,-0.027941098,-0.5403204,-0.30417633,-0.26029718,-0.22586846,-0.09836757,0.47954407,0.106652796,0.1007469,0.10052258,0.13392961,3.6459045e-05,0.0032322293,0.6002208,0.3964657,4.4882174e-05
46820414,-0.5026501,0.035214316,-2.2938254,-0.68964267,-0.54681265,-0.4367935,-0.016233321,-0.6075599,-0.47203243,-0.41679752,-0.37145007,-0.18731129,0.79311055,0.18399262,0.155056,0.13826913,0.12197405,4.033818e-05,0.0030171769,0.5913923,0.4054996,5.0630002e-05
47020822,-0.49257496,0.0348275,-2.288067,-0.67865187,-0.537113,-0.4284137,-0.012726647,-0.54657817,-0.4444989,-0.3930012,-0.35059047,-0.17594755,0.7578511,0.16101718,0.13087237,0.11278403,0.08810234,3.937816e-05,0.0028379825,0.58350044,0.4135658,5.643923e-05
47221230,-0.48804668,0.034617078,-2.288571,-0.6738725,-0.5329888,-0.42502713,-0.012729027,-0.39250386,-0.38831043,-0.3535056,-0.3241372,-0.19700229,0.72181016,0.2583058,0.22966158,0.21111512,0.17137057,3.9612867e-05,0.002706323,0.5772743,0.41991797,6.177484e-05
47416751,-0.48423195,0.034426227,-2.2904303,-0.67001945,-0.5295427,-0.42210922,-0.011752107,-0.2383467,-0.36415434,-0.3401953,-0.31849086,-0.21329165,0.6565569,0.22751957,0.19161344,0.16654068,0.09513551,3.871375e-05,0.002603518,0.57205856,0.4252321,6.70341e-05
47626934,-0.48327875,0.03425485,-2.2964387,-0.6694278,-0.52901006,-0.4218116,-0.012309394,-0.084410906,-0.37017477,-0.3621657,-0.3520155,-0.28315413,0.6152141,0.26796514,0.22542435,0.193856,0.087293446,3.9717437e-05,0.0025183724,0.5674166,0.42995268,7.259612e-05
47817566,-0.48278034,0.034011364,-2.297337,-0.6688075,-0.5286256,-0.4216801,-0.0131102605,0.16985393,-0.26776028,-0.27449584,-0.27493978,-0.23908687,0.45582202,0.18387437,0.13478029,0.09691912,-0.043003857,3.6796173e-05,0.0024816494,0.56546205,0.4319448,7.47225e-05
48017975,-0.48479238,0.033742335,-2.2995603,-0.6709077,-0.53064185,-0.42362213,-0.014818382,0.13127077,-0.41375613,-0.4307871,-0.43859947,-0.425614,0.36255276,0.14208618,0.08822402,0.04581511,-0.11790642,4.0502833e-05,0.0024869654,0.5656713,0.43172657,7.4647556e-05
48218382,-0.48410115,0.03342432,-2.3021116,-0.67052674,-0.5301411,-0.42309168,-0.014187258,0.21854854,-0.3951453,-0.42112374,-0.43560135,-0.44544446,0.45137972,0.29521155,0.24009567,0.19589409,0.019231588,4.1917105e-05,0.0024605168,0.5640669,0.4333537,7.701621e-05
48423678,-0.49007437,0.03305262,-2.300836,-0.675461,-0.53572685,-0.4290953,-0.02177042,0.40005755,-0.24665606,-0.28100348,-0.30207586,-0.33755445,0.18617082,0.1170727,0.064769536,0.021935433,-0.15604046,3.790362e-05,0.0024885964,0.5659751,0.43142498,7.341041e-05
48619198,-0.4979134,0.03269319,-2.303681,-0.68258977,-0.54320216,-0.43677416,-0.029564407,0.30224514,-0.3761059,-0.4165671,-0.44242752,-0.49605286,0.2183879,0.20438343,0.15327847,0.110758066,-0.07062018,4.067884e-05,0.0025318207,0.5684341,0.4289233,7.008874e-05
48824494,-0.49840367,0.03233323,-2.298876,-0.6826333,-0.54342777,-0.43702716,-0.030591762,0.36371863,-0.321082,-0.36557448,-0.3947518,-0.46204877,0.18174465,0.21513472,0.1664854,0.12541598,-0.053774774,4.0697643e-05,0.0025705504,0.5707113,0.4266107,6.683502e-05
49020014,-0.49464422,0.031927165,-2.2846313,-0.6773987,-0.5390876,-0.43325743,-0.02895617,0.47027183,-0.22554755,-0.27107668,-0.30103028,-0.37083077,0.07162615,0.10846705,0.059318982,0.017752133,-0.1639495,3.635361e-05,0.002619391,0.5738282,0.42345414,6.1928295e-05
