timestamp,main_state
212127653,8
212633655,8
213139654,8
213645654,8
214151653,8
214657768,8
215163752,8
215669654,8
216175653,8
216681653,8
217187695,8
217693669,8
218199730,8
218705654,8
219205670,8
219711670,8
220217698,8
220723756,8
221229977,8
221735671,8
222242024,8
222747670,8
223253684,8
227301670,8
227807719,8
228313674,8
228819709,8
229325674,8
229831672,8
230337670,8
230843670,8
231349671,8
231855698,8
232361671,8
232867696,8
233373682,8
233880440,8
234385730,8
234892067,8
235397716,8
235903670,8
236409672,8
236915671,8
237421670,8
237927697,8
238433668,8
238939670,8
239445670,8
239951670,8
240457695,8
240963702,8
241469670,8
241975671,8
242481671,8
242987720,8
243493670,8
243999669,8
244505676,8
245011687,8
245517731,8
246023669,8
246529687,8
247035672,8
247542422,8
248047701,8
248553703,8
249059690,8
249565671,8
250071669,8
250577695,8
251083668,8
251589686,8
252095670,8
252601670,8
253107694,8
253613670,8
254119669,8
254625678,8
255131670,8
255637713,8
256143669,8
256649724,8
257155670,8
257661669,8
258167671,8
258673693,8
259179723,8
259685671,8
260191691,8
260697696,8
261203841,8
261709670,8
262215821,8
262721689,8
263227694,8
263733689,8
264239669,8
264745670,8
265251667,8
265757693,8
266263670,8
266769670,8
267275671,8
267781697,8
268287736,8
268793684,8
269299671,8
269805694,8
270311668,8
270817669,8
271323682,8
271829671,8
272335714,8
272841669,8
273347696,8
273853670,8
274359762,8
274865806,8
275371670,8
275878286,8
276383669,8
276889671,8
277395716,8
277901709,8
278407696,8
278913672,8
279419683,8
279925669,8
280431670,8
280937696,8
281443687,8
281949672,8
282455688,8
282961670,8
283467671,8
283973699,8
284479670,8
284985671,8
285491670,8
285997697,8
286503670,8
287009675,8
287515907,8
288021738,8
289033697,8
289540069,8
290045684,8
290551685,8
291057694,8
291563674,8
292069670,8
292575670,8
293081669,8
293587695,8
294093668,8
294599699,8
295105668,8
296623718,8
297129671,8
297635672,8
298141672,8
298647670,8
299153696,8
299659669,8
300165671,8
300671671,8
301178482,8
301683697,8
302189721,8
302695692,8
303201819,8
303707698,8
304213672,8
304719679,8
305225671,8
305731670,8
306237697,8
306743671,8
307249670,8
307755672,8
308261743,8
308767718,8
309273667,8
309779686,8
310285716,8
310791669,8
311297670,8
311803671,8
312309734,8
312815721,8
313321670,8
313827695,8
314333671,8
314840142,8
315346653,8
315852654,8
316358656,8
316864653,8
317370654,8
317876654,8
318382670,8
318888671,8
319394653,8
319900691,8
320406654,8
320912677,8
321418653,8
321924681,8
322431072,8
322936706,8
323443250,8
323948671,8
324454653,8
324960655,8
325466653,8
325972677,8
326478653,8
326984670,8
327490654,8
327996655,8
328502655,8
329008671,8
329514679,8
330020656,8
330526653,8
331032650,8
331538718,8
332044652,8
332550653,8
333056667,8
336598667,8
337104716,8
337610653,8
338116654,8
338622656,8
339128665,8
339634652,8
340140717,8
340646652,8
341152654,8
341658653,8
342164653,8
342670652,8
343176667,8
343682655,8
344188708,8
344694668,8
345200712,8
345706669,8
346212658,8
346718653,8
347224656,8
347730660,8
348236650,8
348742656,8
349248672,8
349755091,8
350260654,8
350766671,8
351272699,8
351778957,8
352284653,8
352790650,8
353296653,8
353802654,8
354308672,8
354814681,8
355320716,8
355826670,8
356332657,8
356838652,8
357344654,8
357850654,8
358356652,8
358862672,8
359368672,8
359874653,8
360380654,8
360886682,8
361392655,8
361898653,8
362404650,8
362910748,8
363416834,8
363922679,8
364428674,8
364934652,8
365440911,8
365946672,8
366452679,8
366958669,8
367464670,8
367970670,8
368476653,8
368982677,8
369488673,8
369994680,8
370500653,8
371006654,8
371512655,8
372018677,8
372524655,8
373030653,8
373536652,8
374042675,8
374548674,8
375054653,8
375560653,8
376066654,8
376572772,8
377078797,8
377584670,8
378090654,8
378596653,8
379102978,8
379608674,8
380114652,8
380620687,8
381126654,8
381632696,8
382138653,8
382644651,8
383150654,8
383656652,8
384162654,8
384668671,8
385174652,8
385680654,8
386186655,8
386692652,8
387198654,8
387704678,8
388210703,8
388716652,8
389222655,8
389728878,8
390234696,8
390741204,8
391246650,8
391752716,8
394788671,8
395294662,8
395800652,8
396306652,8
396812657,8
397318652,8
397824653,8
398330653,8
398836700,8
399342652,8
399848673,8
400354669,8
400860670,8
401366665,8
401872654,8
402378652,8
402884653,8
403391005,8
403896654,8
404403134,8
404908718,8
405414656,8
405920650,8
406426653,8
406932653,8
407438652,8
407944653,8
408450654,8
408956659,8
409462653,8
409968672,8
410474654,8
410980670,8
411486653,8
411992654,8
412498677,8
413004653,8
413510682,8
414016711,8
414522701,8
415028672,8
415534654,8
416040653,8
416546653,8
417053126,8
417558653,8
418064659,8
418570673,8
419076682,8
419582694,8
420088672,8
420594654,8
421100652,8
421606653,8
422112695,8
422618670,8
423124666,8
423630702,8
424136687,8
424642654,8
425148672,8
425654677,8
426160652,8
426666652,8
427172666,8
427678666,8
428184684,8
428690653,8
429196654,8
429703387,8
430208756,8
430714824,8
431220654,8
431726670,8
432232652,8
432738867,8
433244685,8
433750671,8
434256684,8
434762697,8
435268671,8
435774653,8
436280666,8
436786652,8
437292695,8
437798653,8
438304653,8
438810652,8
439316671,8
439822653,8
440328671,8
440834654,8
441340653,8
441846653,8
442352654,8
442858653,8
446400972,8
446906653,8
447412654,8
447918669,8
448424671,8
448930652,8
449436653,8
449942680,8
450448671,8
450954653,8
451460654,8
451966652,8
452472654,8
452978655,8
453484654,8
453990660,8
454496669,8
455002717,8
455508687,8
456014659,8
456520654,8
457026909,8
457532700,8
458039308,8
458544652,8
459050655,8
459556652,8
460062652,8
460568671,8
461074652,8
461580671,8
462086654,8
462592649,8
463098654,8
463604653,8
464110675,8
464616654,8
465122655,8
465628672,8
466134732,8
466640671,8
467146653,8
467652653,8
468158654,8
468664658,8
469170653,8
469676654,8
470182655,8
470688877,8
471194652,8
471701144,8
472206672,8
472713028,8
473218706,8
473724653,8
474230652,8
474736653,8
475242677,8
475748674,8
476254653,8
476760653,8
477266704,8
477772729,8
478278650,8
478784653,8
479290653,8
479796665,8
480302653,8
480808672,8
481314653,8
481820705,8
482326651,8
483338654,8
483844748,8
484351032,8
484856654,8
485363148,8
485868686,8
486374653,8
486880654,8
487386654,8
487892652,8
488398654,8
488904652,8
489410658,8
489916653,8
490422655,8
490928695,8
491434653,8
491940654,8
492446653,8
492952653,8
493458651,8
493964653,8
494470697,8
494976653,8
498012832,8
498518655,8
499024670,8
499530669,8
500036653,8
500542655,8
501048664,8
501554652,8
502060652,8
502566654,8
503072691,8
503578652,8
504084653,8
504590653,8
505096653,8
505602692,8
506108674,8
506614654,8
507120653,8
507626654,8
508132653,8
508638679,8
509144654,8
509650653,8
510156653,8
510662655,8
511168718,8
511674811,8
512180652,8
512686653,8
513192653,8
513698884,8
514204653,8
514710653,8
515216688,8
515722679,8
516228672,8
516734652,8
517240653,8
517746687,8
518252652,8
518758653,8
519264670,8
519770700,8
520276653,8
520782666,8
521288674,8
521794653,8
522300692,8
522806671,8
523312698,8
523818657,8
524324924,8
524830694,8
525336708,8
525842653,8
526348704,8
526854653,8
527360653,8
527866654,8
528372653,8
528878653,8
529384652,8
529890653,8
530396653,8
530902654,8
531408678,8
531914654,8
532420653,8
532926677,8
533432671,8
533938673,8
534444673,8
534950655,8
535456652,8
535962655,8
536468671,8
536974664,8
537480654,8
537986833,8
538492653,8
538999204,8
539504667,8
540010653,8
540516653,8
541022916,8
541528673,8
542034653,8
542540652,8
543046653,8
543552654,8
544058668,8
544564696,8
545070653,8
545576653,8
546082653,8
546588691,8
550130653,8
550636673,8
551142656,8
551649168,8
552154652,8
552661176,8
553166673,8
553672692,8
554178674,8
554684653,8
555190669,8
555696671,8
556202654,8
556708671,8
557214653,8
557720653,8
558226676,8
558732654,8
559238700,8
559744653,8
560250675,8
560756653,8
561262653,8
561768670,8
562274653,8
562780707,8
563286653,8
563792655,8
564298655,8
564804723,8
565310888,8
565816654,8
566323060,8
566828705,8
567334672,8
567840652,8
568346653,8
568852654,8
569358653,8
569864650,8
570370652,8
570876654,8
571382716,8
571888685,8
572394656,8
572900653,8
573406653,8
573912655,8
574418654,8
574924652,8
575430653,8
575936681,8
576442677,8
576948689,8
577454670,8
577961371,8
578466682,8
578972916,8
579478652,8
579985058,8
580490653,8
580996653,8
581502655,8
582008671,8
582514653,8
583020653,8
583526653,8
584032678,8
584538653,8
585044677,8
585550656,8
586056654,8
586562720,8
587068714,8
587574653,8
588080671,8
588586669,8
589092653,8
589598680,8
590104652,8
590610655,8
591116654,8
591622896,8
592128706,8
592634717,8
593140673,8
593646652,8
594152653,8
594658654,8
595164652,8
595670653,8
596176653,8
596682678,8
597188671,8
597694649,8
598200653,8
598706652,8
599212713,8
599718669,8
600224668,8
600730682,8
601236653,8
601742654,8
602248671,8
602754681,8
603260655,8
603766653,8
604272654,8
604778655,8
605284833,8
605790665,8
606296668,8
606802699,8
607308671,8
607814653,8
608320889,8
608826653,8
609332679,8
609838653,8
610344671,8
610850668,8
611356652,8
611862657,8
612368673,8
612874652,8
613380654,8
613886676,8
614392653,8
614898654,8
615404653,8
615910657,8
616416693,8
616922654,8
617428672,8
617934653,8
618440745,8
618946779,8
619452654,8
619959171,8
620464652,8
620970670,8
621476669,8
621982759,8
622488673,8
622994649,8
627042719,8
627548685,8
628054652,8
628560655,8
629066653,8
629572654,8
630078654,8
630584655,8
631090653,8
631596654,8
632102758,8
632608914,8
633114670,8
633621102,8
634126654,8
634632653,8
635138653,8
635644653,8
636150652,8
636656653,8
637162655,8
637668672,8
638174652,8
638680680,8
639186671,8
639692654,8
640198653,8
641210652,8
641716653,8
642222654,8
642728672,8
643234680,8
643740653,8
644246671,8
644752695,8
645259225,8
645764666,8
646270844,8
646776675,8
647283032,8
647788673,8
648294652,8
648800652,8
649306654,8
649812695,8
650318653,8
650824655,8
651330655,8
651836652,8
652342654,8
652848672,8
653354652,8
653860653,8
654366697,8
654872652,8
655378671,8
655884670,8
656390654,8
656896653,8
657402654,8
657908672,8
658414813,8
658920998,8
659426671,8
659932658,8
660438668,8
660944933,8
661450653,8
661956653,8
662462654,8
662968673,8
663474670,8
663980652,8
664486652,8
664992655,8
665498681,8
666004670,8
666510671,8
667016670,8
667522709,8
668028681,8
668534653,8
669040672,8
669546654,8
670052747,8
670558653,8
671064653,8
671570671,8
672076748,8
672582816,8
673088671,8
673594854,8
674100653,8
674606653,8
675112699,8
675618748,8
676124650,8
676630655,8
677136669,8
677642697,8
678148671,8
678654653,8
679160675,8
679666653,8
680172655,8
680678665,8
681184694,8
681690655,8
682196654,8
683208673,8
683714654,8
684220691,8
684726653,8
685232655,8
685738731,8
686244750,8
686750655,8
687256652,8
687762653,8
688268689,8
688774689,8
689280765,8
689786652,8
690292653,8
690798656,8
691304652,8
691810651,8
692316653,8
692822655,8
693328671,8
693834654,8
694340653,8
694846650,8
697882653,8
698388683,8
698894891,8
699400739,8
699906754,8
700412650,8
700918653,8
701424656,8
701930654,8
702436653,8
702942655,8
703448670,8
703954654,8
704460671,8
704966651,8
705472655,8
705978679,8
706485654,8
706991742,8
707497796,8
708003650,8
708509738,8
709015671,8
709521890,8
710027711,8
710533655,8
711039653,8
711545654,8
712051651,8
712557655,8
713063655,8
713569652,8
714075662,8
714581653,8
715087653,8
715593652,8
716099674,8
716605654,8
717111652,8
717617679,8
718123653,8
718629653,8
719135657,8
719641654,8
720148061,8
720653730,8
721159734,8
721665653,8
722171754,8
722677653,8
723183966,8
723689674,8
724195654,8
724701661,8
725207655,8
725713654,8
726219652,8
726725653,8
727231680,8
727737653,8
728243653,8
728749653,8
729255657,8
729761654,8
730267652,8
730773654,8
731279652,8
731785680,8
732291653,8
732797655,8
733303655,8
733809677,8
734315672,8
734822181,8
735327679,8
735833652,8
736339654,8
736845654,8
737351652,8
737857654,8
738363653,8
738869653,8
739375653,8
739881653,8
740387679,8
740893675,8
741399653,8
741905654,8
742411671,8
742917705,8
743423690,8
743929653,8
744435653,8
744941655,8
745447657,8
745953652,8
746459654,8
746965657,8
747472008,8
747977654,8
748483678,8
748989675,8
749495654,8
750001653,8
750507655,8
751013655,8
751519716,8
752025654,8
752531652,8
753037654,8
753543652,8
754049699,8
754555671,8
755061654,8
755567655,8
756073653,8
756579676,8
757085654,8
757591650,8
758097653,8
758603679,8
759109654,8
759615653,8
760121654,8
760627656,8
761134004,8
761639654,8
762145656,8
762651652,8
763157678,8
763663669,8
764169653,8
764675650,8
768722653,8
769228673,8
769734652,8
770240656,8
770746668,8
771252654,8
771758653,8
772258875,8
772764700,8
773270887,8
773776653,8
774283238,8
774788670,8
775294654,8
775800653,8
776306653,8
776810680,8
777316653,8
777822654,8
778328673,8
778834700,8
779340665,8
779846653,8
780352656,8
780858654,8
781364672,8
781870654,8
782376656,8
782882677,8
783389105,8
783894658,8
784401203,8
784906673,8
785412671,8
785918670,8
786424883,8
786930653,8
787439673,8
787945672,8
788451670,8
788957713,8
789463680,8
789969670,8
790475674,8
790981670,8
791487735,8
791993671,8
792499671,8
793005686,8
793512677,8
794018653,8
794524653,8
795030652,8
795536652,8
796042654,8
796548670,8
797054653,8
797560654,8
798066653,8
798572653,8
799078653,8
799584679,8
800090660,8
800596652,8
801102654,8
801608769,8
802114850,8
802620655,8
803126671,8
803632671,8
804137670,8
804643672,8
805149679,8
805655662,8
806161654,8
806667655,8
807174108,8
807679666,8
808185731,8
808691652,8
809198075,8
809703654,8
810209653,8
810719667,8
811225690,8
814261653,8
814767654,8
815273653,8
815779653,8
816285653,8
816791655,8
817297655,8
817803652,8
818309653,8
818815653,8
819321650,8
819827701,8
820333654,8
820839671,8
821345663,8
821851655,8
822357673,8
822863670,8
823369680,8
823875653,8
824381653,8
824887655,8
825393748,8
825900379,8
826405652,8
826911776,8
827417656,8
827923653,8
828429652,8
828935654,8
829441652,8
829947654,8
830453653,8
830959652,8
831465669,8
831971653,8
832477711,8
832983670,8
833489671,8
833995654,8
834501677,8
835007654,8
835513654,8
836019654,8
836525657,8
837031662,8
837537655,8
838043652,8
838549653,8
839055738,8
839562417,8
840067653,8
840573656,8
841079669,8
841585654,8
842091652,8
842597655,8
843103653,8
843609653,8
844115671,8
844621719,8
845127653,8
845633653,8
846139681,8
846645653,8
847151652,8
847657694,8
848163676,8
848669653,8
849175654,8
849681653,8
850187718,8
850693680,8
851199654,8
851705655,8
852211654,8
852717721,8
853224207,8
853729653,8
854235655,8
854741653,8
855247678,8
855753651,8
856259679,8
856765653,8
857271666,8
857777655,8
858283653,8
858789652,8
859296653,8
859802656,8
860308798,8
860814874,8
861320653,8
861826653,8
862332656,8
862838880,8
863344671,8
863850654,8
864356652,8
864862653,8
865368687,8
865874681,8
866380652,8
866886654,8
867392654,8
867898652,8
868404654,8
868910653,8
870428670,8
870934654,8
871440657,8
871946654,8
872452652,8
872958655,8
873464653,8
873970742,8
874476776,8
874982654,8
875488761,8
875994649,8
879536656,8
880042654,8
880548674,8
881054653,8
881560653,8
882066654,8
882572654,8
883078668,8
883584654,8
884090678,8
884596653,8
885102702,8
885608672,8
886114650,8
886620655,8
887126656,8
887632720,8
888138741,8
888644691,8
889150788,8
889656654,8
890162828,8
890668685,8
891174652,8
891680652,8
892186665,8
892692681,8
893198653,8
893704653,8
894210676,8
894716653,8
895222654,8
895728694,8
896234703,8
896740653,8
897246653,8
897752687,8
898258653,8
898764659,8
899270671,8
899776670,8
900282654,8
900788867,8
901294652,8
901801114,8
902306673,8
902812654,8
903318653,8
903824751,8
904330654,8
904836653,8
905342654,8
905848673,8
906354654,8
906860652,8
907366654,8
907872655,8
908378652,8
908884653,8
909390654,8
909896714,8
910402670,8
910908690,8
911414682,8
911920680,8
912426654,8
912932655,8
913438652,8
913944654,8
914450839,8
914956652,8
915462655,8
915968671,8
916474668,8
916980653,8
917486654,8
917992694,8
918498653,8
919004652,8
919510656,8
920016654,8
920522653,8
921028714,8
921534653,8
922040653,8
922546653,8
923052686,8
923558653,8
924064654,8
924570653,8
925076660,8
925582692,8
926088672,8
926594654,8
927100654,8
927606768,8
928112858,8
928618653,8
929124653,8
929630653,8
930136653,8
930642654,8
931148674,8
931654669,8
932160671,8
932666668,8
933172655,8
933678653,8
934184651,8
934690657,8
935196653,8
935702693,8
936208668,8
936714663,8
937220682,8
937726652,8
938232671,8
938738654,8
939244653,8
939750655,8
940256654,8
940762699,8
941268720,8
941774729,8
942280653,8
942786653,8
943292697,8
943798670,8
944304653,8
944810653,8
945316654,8
945822652,8
946328670,8
946834654,8
947340653,8
947846685,8
948353653,8
948859747,8
949365784,8
949871652,8
950378101,8
950883674,8
951389653,8
951895654,8
952401650,8
954425650,8
956955654,8
957461653,8
957967676,8
958473655,8
958979654,8
959485690,8
959991653,8
960497677,8
961003653,8
961509652,8
962015691,8
962521748,8
963027946,8
963533652,8
964039674,8
964545652,8
965052033,8
965557659,8
966063653,8
966569652,8
967075653,8
967581652,8
968087654,8
968593652,8
969099653,8
969605653,8
970111653,8
970617731,8
971123653,8
971629694,8
972135674,8
972641655,8
973147657,8
973653677,8
974159653,8
974665654,8
975171671,8
975678520,8
976183724,8
976689969,8
977195652,8
977701973,8
978207710,8
978713653,8
979219670,8
979725653,8
980231652,8
980737654,8
981243653,8
981749654,8
982255653,8
982761680,8
983267654,8
983773663,8
984279652,8
984785705,8
985291654,8
985797652,8
986303653,8
986809654,8
987315678,8
987821653,8
988327653,8
988833653,8
989340384,8
989845656,8
990351843,8
990857653,8
991363980,8
991869669,8
992375652,8
992881654,8
993387654,8
993893655,8
994399652,8
994905655,8
995411654,8
995917654,8
996423654,8
996929652,8
997435652,8
997941674,8
998447671,8
998953652,8
999459653,8
999965652,8
1000471652,8
1000977654,8
1001483654,8
1001989653,8
1002495655,8
1003002375,8
1003507654,8
1004013842,8
1004519656,8
1005025654,8
1005531672,8
1006037677,8
1006543653,8
1007049653,8
1007555653,8
1008061654,8
1008567655,8
1009073669,8
1009579697,8
1010085654,8
1010591653,8
1011097654,8
1011603674,8
1014639654,8
1015145654,8
1015651654,8
1016157767,8
1016663808,8
1017169655,8
1017675654,8
1018181653,8
1018687656,8
1019193656,8
1019699654,8
1020205670,8
1020711671,8
1021217653,8
1021723650,8
1022229653,8
1022735653,8
1023241662,8
1023747654,8
1024253652,8
1024759653,8
1025265670,8
1025771667,8
1026277652,8
1026783652,8
1027289654,8
1027795669,8
1028301666,8
1028807655,8
1029313656,8
1029819708,8
1030325728,8
1030831653,8
1031337653,8
1031843653,8
1032349653,8
1032855653,8
1033361652,8
1033867689,8
1034373654,8
1034879654,8
1035385653,8
1035891654,8
1036397656,8
1036903652,8
1037409656,8
1037915672,8
1038421652,8
1038927653,8
1039433653,8
1039939655,8
1040445653,8
1040951680,8
1041457654,8
1041963669,8
1042469671,8
1042975882,8
1043481672,8
1043987749,8
1044493653,8
1044999653,8
1045505652,8
1046011845,8
1046517654,8
1047023653,8
1047529654,8
1048035654,8
1048541652,8
1049047656,8
1049553652,8
1050059675,8
1050565653,8
1051071654,8
1051577652,8
1052083699,8
1052589654,8
1053095689,8
1053601671,8
1054107653,8
1054613654,8
1055119650,8
1055625656,8
1056131673,8
1056638354,8
1057143654,8
1060179655,8
1060685653,8
1061191655,8
1061697679,8
1062203652,8
1062709653,8
1063215655,8
1063721654,8
1064227720,8
1064733669,8
1065239697,8
1065745693,8
1066251654,8
1066757654,8
1067263653,8
1067769680,8
1068275654,8
1068781652,8
1069287677,8
1069793784,8
1070300431,8
1070805666,8
1071312084,8
1071817672,8
1072323910,8
1072829671,8
1073335654,8
1073841649,8
1074347655,8
1074853654,8
1075359672,8
1075865670,8
1076371653,8
1076877657,8
1077383652,8
1077889653,8
1078395653,8
1078901676,8
1079407653,8
1079913652,8
1080419653,8
1080925653,8
1081431661,8
1081937656,8
1082443652,8
1082949653,8
1083455766,8
1083961933,8
1084467655,8
1084973760,8
1085479654,8
1085985653,8
1086491653,8
1086997655,8
1087503653,8
1088009654,8
1088515654,8
1089021652,8
1089527654,8
1090033653,8
1090539655,8
1091045653,8
1091551669,8
1092057655,8
1092563657,8
1093069654,8
1093575665,8
1094081653,8
1094587702,8
1095093662,8
1095599654,8
1096105655,8
1096612432,8
1097117741,8
1097624204,8
1098129671,8
1098635672,8
1099141680,8
1099647654,8
1100153652,8
1100659739,8
1101165653,8
1101671653,8
1102177657,8
1102683653,8
1103189653,8
1103695679,8
1104201653,8
1104707654,8
1105213689,8
1105719701,8
1106225655,8
1106731652,8
1107237655,8
1107743652,8
1108249675,8
1108755653,8
1109261672,8
1109767694,8
1110274078,8
1110779660,8
1111285697,8
1111791673,8
1112297659,8
1112803654,8
1113309652,8
1113815654,8
1114321653,8
1114827697,8
1115333652,8
1115839686,8
1116345654,8
1116851652,8
1117357654,8
1117863653,8
1118369656,8
1118875653,8
1119381699,8
1119887653,8
1120393669,8
1120899671,8
1121405653,8
1121911652,8
1122417707,8
1122923653,8
1123429654,8
1123935817,8
1124441653,8
1124947655,8
1125453660,8
1125959943,8
1126465653,8
1126971653,8
1127477653,8
1127983653,8
1128489672,8
1128995651,8
1129501653,8
1130007656,8
1130513676,8
1131019684,8
1131525654,8
1132031652,8
1132537653,8
1133043650,8
1137601654,8
1138107687,8
1138613673,8
1139119666,8
1139625653,8
1140131655,8
1140637655,8
1141143652,8
1141649655,8
1142155732,8
1142662211,8
1143167654,8
1143673674,8
1144179655,8
1144685653,8
1145191667,8
1145697678,8
1146203652,8
1146709652,8
1147215657,8
1147721650,8
1148227709,8
1148733654,8
1149239670,8
1149745671,8
1150251654,8
1150757654,8
1151263652,8
1151769652,8
1152275653,8
1152781653,8
1153287708,8
1153793654,8
1154299653,8
1154805668,8
1155312047,8
1155817720,8
1156324170,8
1156829656,8
1157335654,8
1157841653,8
1158347654,8
1158853652,8
1159359740,8
1159865652,8
1160371668,8
1160877696,8
1161020654,8
1161218655,8
1161724652,8
1162230774,8
1162736792,8
1163242654,8
1163748781,8
1164254653,8
1164760932,8
1165266653,8
1165772652,8
1166278669,8
1166784654,8
1167290654,8
1167521655,8
1167620653,8
1168126653,8
1168632652,8
1169138680,8
1169644652,8
1170150653,8
1170656662,8
1171162670,8
1171668684,8
1172174670,8
1172680689,8
1173186654,8
1173351654,8
1173527654,8
1174033656,8
1174539653,8
1175045653,8
1175551650,8
1176057654,8
1176563653,8
1177069655,8
1177575653,8
1178081700,8
1178587653,8
1179093653,8
1179599653,8
1180105679,8
1180611691,8
1181117655,8
1181623655,8
1182129654,8
1182635883,8
1183141653,8
1183647703,8
1184153654,8
1184659966,8
1185165653,8
1185671880,8
1186177702,8
1186683717,8
1187189653,8
1187695653,8
1188201653,8
1188707652,8
1189213703,8
1189719654,8
1189939653,8
1190061247,8
1190566674,8
1190918667,8
1190951654,8
1191457654,8
1191963654,8
1192469652,8
1192975686,8
1193481697,8
1193987654,8
1194493653,8
1194999654,8
1195505673,8
1196011782,8
1196517797,8
1197023654,8
1197529650,8
1198035654,8
1198299655,8
1198321879,8
1198827698,8
1199333652,8
1199839653,8
1200345653,8
1200851652,8
1201357650,8
1201863652,8
1202369651,8
1202875661,8
1203381653,8
1203887654,8
1204393670,8
1207429653,8
1207935653,8
1208441653,8
1208947701,8
1209453714,8
1209959734,8
1210465652,8
1210971754,8
1211477653,8
1211983886,8
1212489670,8
1212995653,8
1213501652,8
1214007721,8
1214513652,8
1215019671,8
1215525689,8
1216031707,8
1216537711,8
1217043653,8
1217549672,8
1218055654,8
1218561653,8
1219067653,8
1219573653,8
1220079653,8
1220585679,8
1221091653,8
1221597696,8
1222103654,8
1222610118,8
1223115677,8
1223622145,8
1224127654,8
1224633702,8
1225139652,8
1225645654,8
1226151653,8
1226657678,8
1227163654,8
