timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
32094906,32094511,2621474,-3.7691267,3.8548825,-10.985903,30.920029,0,0,0,0
33094496,33094107,2621474,-3.1327043,-2.4777813,-4.249273,30.872107,0,0,0,0
34096535,34096147,2621474,-8.365124,-3.5220885,-19.627666,30.920029,0,0,0,0
35093690,35093299,2621474,3.0815554,2.1251807,-6.5024343,30.77626,0,0,0,0
36093285,36092895,2621474,-9.829069,-0.72522545,-24.820688,30.728338,0,0,0,0
37095537,37095146,2621474,-2.953139,-7.5384707,-17.576271,30.872107,0,0,0,0
38097370,38096976,2621474,9.129091,6.1855288,-15.429107,31.25549,0,0,0,0
39094520,39094127,2621474,8.090225,-3.571061,-4.2784386,31.207565,0,0,0,0
40094113,40093723,2621474,-1.9369092,1.098721,-17.507927,31.111721,0,0,0,0
41096151,41095763,2621474,11.860005,4.103444,-7.8717003,31.063797,0,0,0,0
42093303,42092915,2621474,-6.6317215,6.5579367,-28.435934,31.063797,0,0,0,0
43095573,43095184,2621474,9.677798,-0.4324799,0.39678454,31.063797,0,0,0,0
44094975,44094551,2621474,-2.9805818,3.3836055,-25.860573,31.015875,0,0,0,0
45096984,45096591,2621474,3.583032,-1.2811157,0.9520217,31.207565,0,0,0,0
46094137,46093744,2621474,-2.0200534,6.9804044,-16.745266,31.207565,0,0,0,0
47096207,47095783,2621474,10.821393,-1.4213578,-0.62728083,31.25549,0,0,0,0
48095768,48095379,2621474,-0.060725667,9.322151,-25.903522,31.25549,0,0,0,0
49093075,49092686,2621474,-13.67198,-3.894278,-8.101978,31.543026,0,0,0,0
50094959,50094570,2621474,5.2352486,-5.6128798,2.5517838,30.920029,0,0,0,0
53093749,53093358,2621474,0.97400486,-12.945885,-34.615368,31.44718,0,0,0,0
54095793,54095399,2621474,-4.8495646,-9.4333725,-19.949142,31.399258,0,0,0,0
55095577,55095185,2621474,-15.676363,0.4165911,-9.604449,31.590948,0,0,0,0
56092536,56092147,2621474,-9.625998,-3.9153905,-15.017087,31.44718,0,0,0,0
57094610,57094188,2621474,-1.347337,-5.807136,11.763311,31.25549,0,0,0,0
58096618,58096227,2621474,-0.7541735,-11.380294,-14.5759,31.543026,0,0,0,0
59096215,59095824,2621474,0.18935959,-8.302439,-24.523155,31.734718,0,0,0,0
60093364,60092975,2621474,-2.010912,3.0310593,6.585796,31.303411,0,0,0,0
61095608,61095185,2621474,1.0307038,-4.6034513,-27.336796,31.734718,0,0,0,0
62095041,62094611,2621474,0.5175466,-8.818244,-24.029606,31.638872,0,0,0,0
63094600,63094207,2621474,-2.554613,-4.427532,7.52367,31.638872,0,0,0,0
64094192,64093803,2621474,-0.16302338,11.459085,-8.648727,31.543026,0,0,0,0
65096232,65095843,2621474,-4.6075325,-6.3148165,4.6136265,31.734718,0,0,0,0
66095829,66095439,2621474,-1.6276219,9.904378,-1.2991809,31.830563,0,0,0,0
67093100,67092676,2621474,0.6085263,-2.6577635,-30.726585,31.543026,0,0,0,0
68095026,68094632,2621474,1.5616726,1.400608,-31.283947,31.734718,0,0,0,0
69097064,69096671,2621474,-0.083579406,-3.8461764,-30.702374,31.590948,0,0,0,0
70094216,70093824,2621474,-4.5444126,5.24352,9.114509,31.590948,0,0,0,0
71093840,71093419,2621474,-5.012461,6.113993,6.3252816,31.734718,0,0,0,0
72095847,72095459,2621474,-4.338511,7.8956423,3.6533344,31.734718,0,0,0,0
73095577,73095186,2621474,0.43269756,-2.6656172,-30.81773,31.734718,0,0,0,0
74095055,74094664,2621474,-4.0940847,-4.981899,11.583148,31.78264,0,0,0,0
75094644,75094248,2621474,-3.7565024,5.3129516,9.162393,31.97433,0,0,0,0
76096711,76096287,2621474,-2.2278047,-10.088169,3.0408359,31.78264,0,0,0,0
77093831,77093439,2621474,-2.7737918,-6.1448274,10.298767,31.734718,0,0,0,0
78093425,78093035,2621474,-1.3422765,-13.660009,3.3599355,31.78264,0,0,0,0
79095610,79095188,2621474,-2.379238,-9.307459,5.253477,31.926409,0,0,0,0
80097506,80097115,2621474,-3.5619192,8.710106,8.595184,31.830563,0,0,0,0
81094659,81094267,2621474,-3.3026924,1.7978278,11.138263,31.78264,0,0,0,0
82094288,82093864,2621474,1.3826514,-2.7160225,-30.488762,31.97433,0,0,0,0
83096293,83095902,2621474,-3.4254496,0.062249243,14.290555,31.830563,0,0,0,0
84093476,84093054,2621474,-1.1984975,-8.360154,3.3848026,32.07018,0,0,0,0
85095610,85095186,2621474,-2.861869,-1.3202028,14.282012,31.78264,0,0,0,0
86095084,86094693,2621474,-0.27838036,11.547889,-17.795666,32.261868,0,0,0,0
87097121,87096731,2621474,0.086626574,10.706653,-23.419863,32.166023,0,0,0,0
88094273,88093884,2621474,-3.9486918,7.637939,8.825463,32.07018,0,0,0,0
89093872,89093478,2621474,-0.45446303,12.422207,-12.313815,32.166023,0,0,0,0
90095909,90095519,2621474,-3.328811,-7.1873937,10.648321,32.166023,0,0,0,0
91093060,91092670,2621474,0.7733272,7.2544312,-30.34716,32.30979,0,0,0,0
92095104,92094712,2621474,-0.5626374,-7.6472983,-24.672903,31.78264,0,0,0,0
93094699,93094308,2621474,-1.4785284,6.4323497,-30.412674,32.30979,0,0,0,0
94096734,94096346,2621474,-3.0584838,-6.670899,9.382223,32.30979,0,0,0,0
95093892,95093499,2621474,-4.6521516,9.448391,-6.2140417,32.357716,0,0,0,0
96095929,96095539,2621474,-0.36021852,-1.7797625,-36.944057,32.30979,0,0,0,0
97095609,97095186,2621474,-2.9520507,10.480219,-12.591906,32.30979,0,0,0,0
98093073,98092683,2621474,-1.8272113,-8.972162,9.028317,32.261868,0,0,0,0
99094722,99094327,2621474,-1.9871874,-9.752237,-13.3293915,31.97433,0,0,0,0
100096760,100096367,2621474,-0.2762038,-6.692012,-29.996084,32.1181,0,0,0,0
101096355,101095964,2621474,2.7352667,12.699282,-12.08963,32.166023,0,0,0,0
102093535,102093115,2621474,1.9740193,-9.420385,-4.669292,32.30979,0,0,0,0
103095545,103095157,2621474,1.5401248,-8.562972,-5.353,32.357716,0,0,0,0
104095112,104094752,2621474,1.9309237,5.1666875,-3.6597767,32.30979,0,0,0,0
105094741,105094349,2621474,1.4104025,2.4682045,-15.672227,32.357716,0,0,0,0
106094369,106093944,2621474,0.19772117,3.6140475,-8.402651,32.357716,0,0,0,0
107096376,107095983,2621474,2.6107683,-0.6814769,-8.888365,32.357716,0,0,0,0
108096000,108095578,2621474,1.1164961,1.120287,-7.8332295,32.30979,0,0,0,0
109093118,109092730,2621474,2.1837296,-0.8303527,-11.284961,32.693176,0,0,0,0
110095536,110095148,2621474,2.2424965,-3.5449421,-11.833233,32.645252,0,0,0,0
111097236,111096845,2621474,1.6713705,2.5015056,-16.154985,32.501484,0,0,0,0
112094356,112093964,2621474,1.9099201,-1.8483237,-12.016934,32.45356,0,0,0,0
113093951,113093559,2621474,2.038554,2.419885,-18.444712,32.45356,0,0,0,0
118096818,118096427,2621474,-0.054413676,0.4546807,-8.615426,32.59733,0,0,0,0
119093969,119093579,2621474,1.6580936,-1.0810909,-14.831862,32.78902,0,0,0,0
120093565,120093175,2621474,2.5659313,4.2042184,-19.168633,32.645252,0,0,0,0
121095605,121095215,2621474,0.8653951,-2.5234885,-8.073901,32.645252,0,0,0,0
122097616,122097255,2621474,0.87053174,1.7707517,-7.2278557,32.59733,0,0,0,0
123094801,123094408,2621474,0.8895548,0.81859934,-5.809639,32.59733,0,0,0,0
124094426,124094004,2621474,4.3861775,-2.9935503,-14.414093,32.645252,0,0,0,0
125096436,125096044,2621474,0.9084908,7.386112,-9.536976,32.501484,0,0,0,0
126093584,126093195,2621474,1.0399542,-1.1827357,-7.1044674,32.501484,0,0,0,0
127093215,127092791,2621474,0.6218939,-0.1707864,-6.0106435,32.693176,0,0,0,0
128095609,128095186,2621474,-0.04229757,4.6008577,-8.242438,32.645252,0,0,0,0
129097266,129096872,2621474,-1.7976102,7.8508053,-20.447355,32.45356,0,0,0,0
130094416,130094023,2621474,-2.4063904,-9.291462,-5.220448,32.78902,0,0,0,0
131094011,131093621,2621474,-0.1802181,9.293638,-17.628725,32.693176,0,0,0,0
132096050,132095661,2621474,-1.9610689,-7.4329085,-41.668686,32.78902,0,0,0,0
133093200,133092811,2621474,-0.47579318,10.26329,-2.2451084,32.693176,0,0,0,0
134095536,134095147,2621474,-1.767574,7.538906,11.116496,32.78902,0,0,0,0
135094841,135094448,2621474,-0.17434143,9.064666,-8.757119,32.78902,0,0,0,0
136096912,136096487,2621474,-1.471237,-6.2662244,-39.890198,32.78902,0,0,0,0
137094034,137093641,2621474,-2.2910335,8.57146,9.279708,32.980713,0,0,0,0
138096073,138095680,2621474,-0.3684894,8.397772,-10.309869,32.78902,0,0,0,0
