timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
31081580,0.09629389,0.009211534,0.0
1404927327,0.22310647,0.005322212,0.0
1404932172,0.12261551,0.0051840767,0.0
1405127716,0.13960959,0.014855106,0.0
1405328115,0.13801527,0.017319223,0.0
1405528495,0.13973168,0.016674953,0.0
1405728910,0.1349552,0.016748037,0.0
