timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
68508470,63.32117980814712,10.270465533148958,78.86291,115.5117,-0.0,0.55530095,0.8935424,0.0,2,0,0,0
68703990,63.32119661611234,10.270524412345207,79.20095,115.82975,-0.0,0.555112,0.8940313,0.0,2,0,0,0
68909286,63.3212122707662,10.270589122109223,79.54167,116.15087,-0.0,0.555713,0.89405656,0.0,2,0,0,0
69109694,63.32122564869623,10.27065480158848,79.87356,116.46226,-0.0,0.55588293,0.8937877,0.0,2,0,0,0
69310102,63.32123728276057,10.270722279300232,80.21425,116.78293,-0.0,0.55606127,0.8945648,0.0,2,0,0,0
69510510,63.32124726653948,10.270791209709131,80.560486,117.10928,-0.0,0.55624753,0.8942944,0.0,2,0,0,0
69710918,63.32125556750676,10.2708614809453,80.918236,117.44704,-0.0,0.55643225,0.894021,0.0,2,0,0,0
69911326,63.32126213625747,10.270932960661643,81.27314,117.782135,-0.0,0.5566476,0.8937493,0.0,2,0,0,0
70101958,63.32126671105336,10.271002074937744,81.60138,118.08978,-0.0,0.55644876,0.89422756,0.0,2,0,0,0
70312142,63.32126971509566,10.271079150630339,81.965385,118.43439,-0.0,0.55706644,0.8942487,0.0,2,0,0,0
70512550,63.32127054348717,10.271153367879345,82.30211,118.75079,-0.0,0.55726594,0.8939725,0.0,2,0,0,0
70708070,63.32126928475679,10.27122591893901,82.61191,119.03981,-0.0,0.55748403,0.8936986,0.0,2,0,0,0
70903633,63.321265963764674,10.271298581815303,82.90607,119.31506,-0.0,0.5573414,0.89417434,0.0,2,0,0,0
71103998,63.32126045922444,10.27137335289663,83.180565,119.56966,-0.0,0.5576342,0.89390224,0.0,2,0,0,0
71309294,63.32125275370571,10.271450291000061,83.4302,119.799194,-0.0,0.5583334,0.8939266,0.0,2,0,0,0
71509703,63.32124301265753,10.271525043575146,83.67869,120.02768,-0.0,0.55860656,0.894702,0.0,2,0,0,0
71710110,63.32123100637564,10.271598484118043,83.97227,120.30136,-0.0,0.55894786,0.894426,0.0,2,0,0,0
71910518,63.32121703868142,10.271670841366488,84.283134,120.591934,-0.0,0.5592698,0.8941505,0.0,2,0,0,0
72110926,63.321201283851984,10.271741983190545,84.57197,120.86104,-0.0,0.5596362,0.8938745,0.0,2,0,0,0
72311333,63.32118380021014,10.271811927914735,84.83477,121.10347,-0.0,0.55997014,0.89464813,0.0,2,0,0,0
72511742,63.32116458404986,10.271880294634357,85.069695,121.31839,-0.0,0.56029475,0.8943701,0.0,2,0,0,0
72707262,63.321144078325105,10.271945185655348,85.26122,121.48972,-0.0,0.5605956,0.8940939,0.0,2,0,0,0
72902782,63.3211217045043,10.272007701116431,85.44661,121.655,-0.0,0.56049305,0.8945671,0.0,2,0,0,0
73108079,63.3210963649389,10.272070595089556,85.67299,121.86129,-0.0,0.56114334,0.89458483,0.0,2,0,0,0
73308486,63.321070366508664,10.272130256000024,85.879425,122.04672,-0.0,0.5613505,0.89430237,0.0,2,0,0,0
73504006,63.32104391684146,10.272187005982664,86.05342,122.20093,-0.0,0.5611325,0.89372265,0.0,2,0,0,0
73709302,63.321015097683116,10.272244999755246,86.234795,122.3633,-0.0,0.5616967,0.8937365,0.0,2,0,0,0
