timestamp,voltage_v,rssi_v,free_memory_bytes,actuators[0],actuators[1],actuators[2],actuators[3],actuators[4],actuators[5],actuators[6],actuators[7],servos[0],servos[1],servos[2],servos[3],servos[4],servos[5],servos[6],servos[7],raw_inputs[0],raw_inputs[1],raw_inputs[2],raw_inputs[3],raw_inputs[4],raw_inputs[5],raw_inputs[6],raw_inputs[7],raw_inputs[8],raw_inputs[9],raw_inputs[10],raw_inputs[11],raw_inputs[12],raw_inputs[13],raw_inputs[14],raw_inputs[15],raw_inputs[16],raw_inputs[17],status_outputs_armed,status_override,status_rc_ok,status_rc_ppm,status_rc_dsm,status_rc_sbus,status_fmu_ok,status_raw_pwm,status_mixer_ok,status_arm_sync,status_init_ok,status_failsafe,status_safety_off,status_fmu_initialized,status_rc_st24,status_rc_sumd,alarm_vbatt_low,alarm_temperature,alarm_servo_current,alarm_acc_current,alarm_fmu_lost,alarm_rc_lost,alarm_pwm_error,alarm_vservo_fault,arming_io_arm_ok,arming_fmu_armed,arming_fmu_prearmed,arming_manual_override_ok,arming_failsafe_custom,arming_inair_restart_ok,arming_always_pwm_enable,arming_rc_handling_disabled,arming_lockdown,arming_force_failsafe,arming_termination_failsafe,arming_override_immediate
30711542,0.045,1.3410001,376,1028,-466,0,466,0,0,0,0,1551,1476,1000,1523,900,900,900,900,1465,1530,995,1995,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
32146065,0.045,1.5320001,376,1387,1544,-10000,-1544,1391,-1411,-1339,-2377,1569,1577,950,1421,1569,1429,1433,1381,1465,1530,1504,1508,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
33160398,0.045,1.6830001,376,839,541,-10000,-541,982,-194,-1891,-2897,1541,1527,950,1472,1549,1490,1405,1355,1465,1530,1500,1508,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
34182195,0.048,1.6400001,376,1015,573,-10000,-573,2161,531,1336,-28,1550,1528,950,1471,1608,1526,1566,1498,1465,1512,1590,1505,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
35201029,0.043,1.562,376,577,216,-10000,-216,1095,65,2366,562,1528,1510,950,1489,1554,1503,1618,1528,1465,1530,1594,1221,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
36222479,0.045,1.6600001,376,1474,-1663,-10000,1663,1343,529,808,145,1573,1416,950,1583,1567,1527,1541,1507,1470,1641,1577,1186,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
37247206,0.045,1.422,376,1218,440,-10000,-440,926,598,1368,384,1560,1522,950,1478,1546,1529,1568,1519,1444,1618,1583,1206,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
38273376,0.043,1.2320001,376,1101,-531,-10000,531,934,182,-826,-1361,1555,1473,950,1526,1546,1509,1456,1431,1458,1589,1528,1559,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
39297097,0.048,1.3470001,376,-1696,-650,-10000,626,15,-471,204,-372,1415,1467,950,1531,1500,1476,1510,1481,1465,1576,1534,1501,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
40318878,0.045,1.5350001,376,701,293,-10000,-293,1259,653,611,-299,1535,1514,950,1485,1562,1532,1530,1485,1465,1544,1570,1397,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
41338280,0.055000003,1.1910001,376,620,-56,-10000,56,1032,504,723,53,1531,1497,950,1502,1551,1525,1536,1502,1465,1530,1571,1473,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
42357177,0.045,1.4130001,376,688,-50,-10000,50,972,835,1957,1123,1534,1497,950,1502,1548,1541,1597,1556,1465,1567,1599,1355,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
43381385,0.045,1.4610001,376,816,-198,-10000,198,962,566,166,-358,1540,1490,950,1509,1549,1526,1508,1482,1465,1649,1560,1495,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
44400231,0.045,1.371,376,715,294,-10000,-294,1078,714,640,320,1535,1514,950,1485,1553,1535,1531,1516,1465,1605,1573,1471,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
45424531,0.045,1.4610001,376,867,-932,-10000,932,-745,-643,-950,-774,1543,1453,950,1546,1462,1467,1452,1459,1465,1611,1520,1502,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
46443692,0.048,1.567,376,-1295,-64,-10000,64,763,1669,2103,585,1435,1496,950,1503,1538,1581,1605,1529,1448,1581,1605,1475,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
47465277,0.048,1.6350001,376,705,-163,-10000,163,1323,1515,1104,776,1535,1491,950,1508,1565,1575,1555,1538,1465,1537,1596,1464,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
48479549,0.045,1.4080001,376,1094,434,-10000,-434,1983,917,919,357,1554,1521,950,1478,1599,1545,1545,1517,1465,1536,1590,1480,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
49498348,0.045,1.2770001,376,1468,-143,-10000,135,775,665,633,-297,1573,1492,950,1506,1538,1533,1531,1485,1414,1563,1568,1486,995,995,995,995,1495,1495,995,995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
50515109,0.048,1.2980001,376,1073,147,-8950,272,-7166,-7651,-7594,-7974,1553,1507,1005,1512,1140,1117,1120,1101,1465,1530,1563,1510,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
53577647,0.048,1.297,376,418,-1031,10000,3282,-4926,-830,-4725,-2175,1520,1448,2000,1664,1253,1458,1264,1391,1465,1530,1563,1432,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
54601546,0.048,1.649,376,253,-1365,10000,2488,-6925,-2171,-6488,-3872,1512,1431,2000,1624,1153,1391,1175,1306,1465,1530,1560,1477,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
55626098,0.048,1.4460001,376,-40,-1191,10000,2727,-8954,-6886,-8343,-7441,1498,1440,2000,1636,1052,1155,1082,1127,1465,1530,1593,1451,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
56639797,0.045,1.5450001,376,415,-384,1474,1040,-10000,-10000,-10000,-10000,1520,1480,1552,1551,900,900,900,900,1465,1522,1572,1495,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
57666626,0.048,1.631,376,-80,1324,3696,-571,-10000,-10000,-10000,-10000,1496,1566,1669,1471,900,900,900,900,1465,1455,1693,1488,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
58692899,0.048,1.297,376,202,1528,4222,-807,-10000,-10000,-10000,-10000,1510,1576,1696,1459,900,900,900,900,1465,1397,1709,1486,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
59718991,0.048,1.291,376,-152,1172,3676,-840,-10000,-10000,-10000,-10000,1492,1558,1667,1457,900,900,900,900,1476,1364,1680,1501,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
60745907,0.048,1.4890001,376,212,627,3474,-437,-10000,-10000,-10000,-10000,1510,1531,1657,1478,900,900,900,900,1496,1381,1673,1505,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
61772042,0.045,1.521,376,197,224,4182,-273,-10000,-10000,-10000,-10000,1509,1511,1694,1486,900,900,900,900,1642,1365,1708,1508,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
62798426,0.045,1.5090001,376,103,692,4484,-962,-10000,-10000,-10000,-10000,1505,1534,1710,1451,900,900,900,900,1745,1315,1724,1518,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
63825521,0.048,1.654,376,-544,1009,4484,-962,-10000,-10000,-10000,-10000,1472,1550,1710,1451,900,900,900,900,1786,1291,1722,1514,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
64851849,0.045,1.521,376,819,2062,4546,-1765,-10000,-10000,-10000,-10000,1540,1603,1713,1411,900,900,900,900,1823,1246,1727,1529,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
65878292,0.05,1.4000001,376,-526,1725,4444,-1702,-10000,-10000,-10000,-10000,1473,1586,1708,1414,900,900,900,900,1856,1227,1720,1534,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
66904573,0.043,1.57,376,460,2408,4324,-2100,-10000,-10000,-10000,-10000,1523,1620,1702,1394,900,900,900,900,1852,1223,1715,1538,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
67931137,0.048,1.276,376,1147,2488,4304,-2558,-10000,-10000,-10000,-10000,1557,1624,1700,1372,900,900,900,900,1895,1220,1713,1545,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
68957433,0.045,1.6240001,376,1510,3882,4464,-2811,-10000,-10000,-10000,-10000,1575,1694,1709,1359,900,900,900,900,1817,1218,1724,1542,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
69984514,0.045,1.519,376,-58,3654,4728,-2596,-10000,-10000,-10000,-10000,1497,1682,1723,1370,900,900,900,900,1878,1217,1735,1531,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
71010506,0.038000003,1.677,376,779,3431,5132,-2329,-10000,-10000,-10000,-10000,1538,1671,1744,1383,900,900,900,900,1834,1309,1754,1536,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
72037006,0.055000003,1.3050001,376,875,2413,5192,-1854,-10000,-10000,-10000,-10000,1543,1620,1747,1407,900,900,900,900,1845,1346,1757,1539,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
73063777,0.045,1.5090001,376,360,2089,5272,-1229,-10000,-10000,-10000,-10000,1518,1604,1751,1438,900,900,900,900,1765,1406,1761,1536,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
74089808,0.048,1.4080001,376,921,1241,5314,427,-10000,-10000,-10000,-10000,1546,1562,1753,1521,900,900,900,900,1542,1485,1763,1540,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
75116343,0.055000003,1.345,376,-974,1311,5090,55,-10000,-10000,-10000,-10000,1451,1565,1742,1502,900,900,900,900,1661,1470,1753,1536,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
76143608,0.045,1.5090001,376,-254,2267,5192,-507,-10000,-10000,-10000,-10000,1487,1613,1747,1474,900,900,900,900,1505,1391,1757,1543,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
77169376,0.048,1.485,376,115,691,5556,137,-10000,-10000,-10000,-10000,1505,1534,1766,1506,900,900,900,900,1552,1409,1772,1575,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
78195897,0.048,1.292,376,-148,496,5112,1246,-10000,-10000,-10000,-10000,1492,1524,1743,1562,900,900,900,900,1475,1520,1751,1541,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
79222133,0.048,1.6600001,376,381,1172,5152,668,-10000,-10000,-10000,-10000,1519,1558,1745,1533,900,900,900,900,1479,1428,1754,1540,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
80248716,0.048,1.268,376,-314,1263,5212,633,-10000,-10000,-10000,-10000,1484,1563,1748,1531,900,900,900,900,1498,1467,1758,1539,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
81275590,0.048,1.296,376,-262,1757,5474,234,-10000,-10000,-10000,-10000,1486,1587,1762,1511,900,900,900,900,1506,1390,1770,1537,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
82301837,0.045,1.424,376,-105,1158,5334,814,-10000,-10000,-10000,-10000,1494,1557,1755,1540,900,900,900,900,1478,1435,1763,1535,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
83328334,0.045,1.3240001,376,-439,1490,5616,502,-10000,-10000,-10000,-10000,1478,1574,1769,1525,900,900,900,900,1539,1395,1777,1535,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
84354888,0.048,1.442,376,116,1165,5474,596,-10000,-10000,-10000,-10000,1505,1558,1762,1529,900,900,900,900,1531,1398,1771,1540,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
85381127,0.048,1.297,376,14,1091,5696,760,-10000,-10000,-10000,-10000,1500,1554,1774,1537,900,900,900,900,1513,1390,1782,1538,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
86407459,0.05,1.5510001,376,-40,1597,5758,226,-10000,-10000,-10000,-10000,1498,1579,1777,1511,900,900,900,900,1500,1336,1785,1540,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
87434240,0.045,1.6760001,376,3,1436,5656,305,-10000,-10000,-10000,-10000,1500,1571,1771,1515,900,900,900,900,1490,1322,1780,1542,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
88460687,0.041,1.258,376,61,1050,5474,711,-10000,-10000,-10000,-10000,1503,1552,1762,1535,900,900,900,900,1472,1331,1771,1543,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
89487444,0.048,1.5530001,376,742,1625,5474,920,-10000,-10000,-10000,-10000,1537,1581,1762,1545,900,900,900,900,1357,1323,1770,1521,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
90513848,0.048,1.6710001,376,-71,2301,5474,256,-10000,-10000,-10000,-10000,1496,1615,1762,1512,900,900,900,900,1285,1277,1771,1519,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
91539931,0.048,1.2930001,376,-1192,2918,5576,-198,-10000,-10000,-10000,-10000,1440,1645,1767,1490,900,900,900,900,1273,1243,1777,1503,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
92566525,0.048,1.411,376,-867,4568,6888,1533,-10000,-10000,-10000,-10000,1456,1728,1836,1577,900,900,900,900,1223,1254,1841,1367,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
93592942,0.041,1.281,376,-1312,5803,6444,702,-10000,-10000,-10000,-10000,1434,1790,1813,1535,900,900,900,900,1104,1235,1819,1351,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
94619529,0.055000003,1.5790001,376,-1814,6021,6142,203,-10000,-10000,-10000,-10000,1409,1801,1797,1510,900,900,900,900,1099,1266,1804,1342,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
95646331,0.05,1.674,376,-1146,6349,6828,803,-10000,-10000,-10000,-10000,1442,1817,1833,1540,900,900,900,900,1099,1339,1838,1312,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
96672418,0.045,1.511,376,-1238,5232,6142,1496,-10000,-10000,-10000,-10000,1438,1761,1797,1574,900,900,900,900,1125,1462,1804,1338,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
97698915,0.045,1.554,376,268,4640,5818,1669,-10000,-10000,-10000,-10000,1513,1732,1780,1583,900,900,900,900,1150,1473,1790,1339,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
98725911,0.05,1.5280001,376,-903,5689,5596,789,-10000,-10000,-10000,-10000,1454,1784,1768,1539,900,900,900,900,1052,1501,1769,1329,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
99751752,0.045,1.534,376,-1138,4622,3738,772,-10000,-10000,-10000,-10000,1443,1731,1671,1538,900,900,900,900,1098,1524,1685,1363,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
100778317,0.05,1.6580001,376,-2061,1874,3172,1111,-10000,-10000,-10000,-10000,1396,1593,1641,1555,900,900,900,900,1465,1530,1656,1419,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
101804891,0.045,1.529,376,-553,1235,1314,342,-10000,-10000,-10000,-10000,1472,1561,1543,1516,900,900,900,900,1320,1530,1557,1509,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
102831169,0.048,1.266,376,350,1150,60,-149,-10000,-10000,-10000,-10000,1517,1557,1478,1492,900,900,900,900,1465,1530,1502,1507,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
103857779,0.048,1.4430001,376,-33,1352,40,-452,-10000,-10000,-10000,-10000,1498,1567,1477,1477,900,900,900,900,1465,1526,1502,1507,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
104884240,0.048,1.3340001,376,255,1339,0,-463,-10000,-10000,-10000,-10000,1512,1567,1475,1476,900,900,900,900,1465,1530,1500,1507,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
105910725,0.055000003,1.45,376,262,1323,-2606,-536,-10000,-10000,-10000,-10000,1513,1566,1338,1473,900,900,900,900,1465,1530,1373,1508,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
106937341,0.048,1.5300001,376,407,1476,-10000,-696,-10000,-10000,-10000,-10000,1520,1573,950,1465,900,900,900,900,1465,1530,995,1511,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
107963964,0.048,1.2550001,376,488,1550,-10000,-867,-10000,-10000,-10000,-10000,1524,1577,950,1456,900,900,900,900,1465,1530,995,1512,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
108990386,0.045,1.6630001,376,171,1539,-10000,-941,-10000,-10000,-10000,-10000,1508,1576,950,1452,900,900,900,900,1465,1530,995,1519,995,995,995,995,1495,1495,995,1995,995,1495,995,995,998,998,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
