timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
32093252,32092870,2424842,0.10783382,0.21397291,0.028181087,43.859196,0
33095322,33094909,2424842,-0.51865065,0.12783173,0.124724716,43.955044,0
34094888,34094506,2424842,0.15945072,0.09156433,0.1366444,43.859196,0
35094519,35094102,2424842,0.12015296,0.2076378,-0.29263702,43.667507,0
36094080,36093698,2424842,-0.29391614,0.29812878,-0.41201526,43.955044,0
37096122,37095739,2424842,-0.068128504,0.0252274,-0.36131835,43.715427,0
38095716,38095335,2424842,-0.12604016,-0.010555803,0.08599589,43.955044,0
39095344,39094930,2424842,-0.0057701827,-0.015224405,0.061385863,44.050888,0
40094908,40094526,2424842,-0.041012682,0.01907792,-0.102555916,43.76335,0
41096994,41096610,2424842,-0.092435904,-0.058880072,0.054134805,43.859196,0
42094099,42093718,2424842,0.07481062,0.08149273,-0.032732673,44.194656,0
43093728,43093314,2424842,0.0390597,-0.049046554,-0.028984072,43.955044,0
44095737,44095355,2424842,0.10018328,0.0028084246,0.0070694825,44.24258,0
45097781,45097397,2424842,-0.15557703,-0.051955853,0.07045272,44.050888,0
46094929,46094546,2424842,0.09088643,0.060526393,0.062608495,44.050888,0
47094555,47094142,2424842,0.115270495,-0.0603206,0.010475101,44.434273,0
48096607,48096225,2424842,-0.20041499,0.063286394,0.023823189,44.290504,0
49093717,49093334,2424842,-0.101926446,0.102894865,0.076166406,44.290504,0
50095759,50095375,2424842,-0.13170543,-0.026728455,0.035976887,44.434273,0
53094544,53094162,2424842,0.67508715,-0.8658663,-0.19058551,44.290504,0
54094172,54093758,2424842,-0.51643133,0.21647063,0.23182818,44.24258,0
55096179,55095797,2424842,-0.18530759,0.09689065,-0.050600063,44.434273,0
56093333,56092951,2424842,0.038301103,-0.31333303,-0.0061979024,44.72181,0
57095374,57094990,2424842,0.07844221,0.108124346,0.05989692,44.24258,0
58094971,58094586,2424842,-0.24215399,0.044595845,0.14109913,44.38635,0
59097009,59096626,2424842,-0.14158332,-0.1490886,0.04784006,44.72181,0
60094162,60093779,2424842,0.1302528,0.005084217,-0.00566527,44.482193,0
61096228,61095845,2424842,-0.088659056,-0.16710126,0.048711643,44.62596,0
62095796,62095413,2424842,0.080282204,-0.26462138,0.30490777,44.290504,0
63092947,63092565,2424842,-0.054715857,-0.32209724,0.31802988,44.817654,0
64094989,64094606,2424842,-0.20118973,0.026050558,0.07151799,44.769733,0
65094585,65094202,2424842,-0.09122538,-0.38310787,0.26936665,44.57804,0
66096624,66096242,2424842,-0.19082761,-0.11461277,0.14594123,44.9135,0
67093778,67093394,2424842,-0.12938121,-0.2015771,0.25164452,44.72181,0
68095851,68095434,2424842,-0.02454547,-0.05317445,0.4348942,44.817654,0
69095412,69095030,2424842,0.5829418,-0.15325283,0.2506761,44.9135,0
70092563,70092182,2424842,0.31459194,-0.24476872,0.3009372,44.769733,0
71094638,71094222,2424842,0.16919951,-0.09054748,0.32042268,44.961422,0
72096644,72096262,2424842,0.24656032,-0.13112438,0.42586368,44.9135,0
73096272,73095858,2424842,0.3020469,-0.03834952,0.17856495,44.9135,0
74093393,74093011,2424842,0.24869084,-0.022515817,0.08386537,44.961422,0
75095431,75095050,2424842,-0.30761933,-0.037720047,-0.017625285,44.817654,0
76095069,76094647,2424842,0.08908274,-0.15419704,-0.174659,44.961422,0
77094626,77094242,2424842,-0.040964264,0.116404355,0.2100992,45.10519,0
78094224,78093838,2424842,0.16787599,0.2231245,-0.26462138,45.10519,0
79096260,79095878,2424842,0.085172735,0.047307428,0.033265304,45.296883,0
80095860,80095474,2424842,-0.069581136,0.038446367,-0.0032926358,44.9135,0
81093008,81092627,2424842,0.18903601,-0.31401092,0.046968482,45.009346,0
82095052,82094668,2424842,-0.030941091,-0.0008715801,-0.0025178979,45.10519,0
83097089,83096706,2424842,0.049922165,-0.038930576,0.058008496,45.24896,0
84094241,84093859,2424842,-0.030360037,0.017576864,0.059848495,45.10519,0
85093869,85093454,2424842,0.012072998,-0.16041109,-0.0015978967,44.72181,0
86095876,86095494,2424842,-0.10928645,0.14628018,0.0013557911,45.296883,0
87095472,87095090,2424842,0.050406378,0.1640023,0.0479369,45.10519,0
88095070,88094687,2424842,0.03176425,0.023435818,-0.023677925,45.10519,0
89094668,89094282,2424842,-0.04478953,0.11035172,-0.033216886,45.10519,0
90096736,90096322,2424842,-0.0968503,-0.081847824,-0.13755228,45.296883,0
91093934,91093519,2424842,-0.12689963,0.025965821,-0.13022858,45.344807,0
92093452,92093070,2424842,-0.06454535,0.013703175,-0.18167602,45.44065,0
93095492,93095110,2424842,-0.07887799,0.100473806,-0.22593291,45.153114,0
94097532,94097150,2424842,0.087012745,-0.19508867,-0.36795202,45.44065,0
95094689,95094302,2424842,0.021208448,-0.09868223,-0.29062352,45.24896,0
96094281,96093898,2424842,0.1149033,-0.20017289,-0.20012447,45.344807,0
97096319,97095937,2424842,-0.28442562,0.0007747378,-0.4073668,45.296883,0
98093473,98093090,2424842,0.15969282,-0.033652674,-0.23372872,45.44065,0
99095513,99095130,2424842,-0.16390547,-0.47917536,-0.18327391,45.5365,0
100095108,100094726,2424842,-0.6144639,-0.07471378,-0.2909625,45.44065,0
101097148,101096766,2424842,-0.09098327,-0.052924275,0.22607818,45.5365,0
102094302,102093918,2424842,-1.0635698,0.11906751,-0.46997532,45.24896,0
103093898,103093514,2424842,0.055248488,0.039027415,0.03229688,45.488575,0
104095938,104095554,2424842,-0.18429075,0.06745061,0.08110537,45.5365,0
105093089,105092707,2424842,0.17136233,-0.053214803,0.058105335,45.44065,0
106095128,106094746,2424842,-0.22356029,0.06633692,0.02527582,45.296883,0
107094756,107094342,2424842,-0.021038974,-0.0006657903,0.041234616,45.5365,0
108096764,108096382,2424842,-0.34538782,0.133497,0.061543234,45.488575,0
109093917,109093533,2424842,0.21668449,-0.049776904,0.029004248,45.680267,0
110095989,110095574,2424842,0.15912388,-0.07288185,0.07718729,45.680267,0
111095553,111095171,2424842,0.25072452,-0.14487597,0.010943172,45.632343,0
112092703,112092322,2424842,-0.12807384,0.058395863,0.052827436,45.344807,0
113094746,113094362,2424842,-0.22278553,-0.052004278,0.047888484,45.77611,0
118095203,118094821,2424842,-0.08178326,-0.040044263,0.08846537,45.5365,0
119094768,119094382,2424842,-0.22181712,0.04784006,0.06309271,45.5365,0
120094362,120093979,2424842,-0.3762805,0.1476844,0.05970323,45.632343,0
121096434,121096019,2424842,-0.028051965,-0.21886747,0.17319426,45.824036,0
122095999,122095615,2424842,-0.09204854,0.105025396,-0.0009200011,45.632343,0
123093148,123092766,2424842,-0.16129072,-0.07558535,-0.02091792,45.44065,0
124095204,124094822,2424842,-0.5284196,0.01263791,0.086915895,45.824036,0
125097230,125096848,2424842,-0.22346345,0.05999376,0.10439592,45.967804,0
126094381,126093998,2424842,-0.077183254,0.34558147,-0.015252651,45.871956,0
127093983,127093597,2424842,0.09175801,0.23915187,-0.078248516,45.824036,0
128096018,128095635,2424842,0.04784006,0.041545313,0.032829516,45.824036,0
129095616,129095230,2424842,-0.022080028,-0.13775808,0.08778748,45.77611,0
130095213,130094828,2424842,0.4240237,-0.27653298,-0.02784214,45.680267,0
131094804,131094421,2424842,-0.798222,0.19412024,0.2594403,45.77611,0
132096877,132096462,2424842,-0.004926848,-0.38984242,0.13772982,45.680267,0
133094030,133093615,2424842,-0.49641323,0.18375812,0.16205336,45.824036,0
134093592,134093210,2424842,0.40552682,-0.6057965,0.30979827,45.77611,0
135095680,135095297,2424842,-0.20864658,-0.00392211,0.42935002,45.871956,0
136097741,136097327,2424842,-0.22530343,-0.43862265,0.36902538,45.871956,0
137094858,137094442,2424842,-0.17292795,-0.046649706,0.3676938,45.824036,0
138094424,138094038,2424842,0.1986234,-0.27580664,0.3506657,45.824036,0
139096461,139096078,2424842,0.7459757,-0.07815168,0.47045955,45.824036,0
140093614,140093230,2424842,0.98561174,-0.12579805,0.48237115,45.871956,0
141095686,141095270,2424842,-0.12845314,0.085620634,0.03892654,46.06365,0
142095247,142094865,2424842,-0.206855,0.13892017,0.03176425,45.824036,0
143097288,143096906,2424842,0.034088463,0.053360067,-0.03641268,46.06365,0
144094440,144094058,2424842,-0.12758963,0.016850548,0.018448444,45.824036,0
145094036,145093654,2424842,-0.029197931,0.007360009,0.027551614,46.159492,0
146096080,146095697,2424842,-0.8974853,0.03215162,-0.075101145,45.967804,0
147093230,147092846,2424842,0.021837922,0.03665478,-0.009490538,46.207417,0
148095267,148094885,2424842,0.08091167,-0.028520035,-0.06599798,45.824036,0
149094865,149094483,2424842,-0.15175176,0.016172651,0.036509518,45.967804,0
150096905,150096522,2424842,0.093936965,-0.04580637,0.0003873689,45.824036,0
151094056,151093674,2424842,0.3772489,-0.41317737,0.02527582,46.207417,0
152096103,152095720,2424842,-0.30316457,-0.18007812,0.1071075,45.871956,0
153095692,153095310,2424842,-0.052343223,0.044014793,0.012880015,46.159492,0
154092848,154092462,2424842,-0.01907792,0.28306985,-0.031618986,46.159492,0
155094884,155094502,2424842,-0.0940338,0.077619046,0.060768496,46.207417,0
156094481,156094098,2424842,0.05437691,0.020240024,-0.006778956,46.159492,0
157096520,157096138,2424842,-0.0832359,0.02266108,0.007311588,46.207417,0
158093673,158093290,2424842,-0.12875174,0.03404004,0.17988445,46.159492,0
159095714,159095330,2424842,0.45244688,-0.22181712,0.6096218,45.871956,0
