timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
303162381,303161829,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303167233,303166675,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303172092,303171564,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303176984,303176451,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303181896,303181340,-0.08,0.02,-0.027775627,0.4949495,0.0,0.0,0.0,0.0
303186765,303186228,-0.08,0.02,-0.027775627,0.4949495,0.0,0.0,0.0,0.0
303191681,303191116,-0.08,0.02,-0.027775627,0.4949495,0.0,0.0,0.0,0.0
303196533,303196004,-0.08,0.02,-0.027775627,0.4949495,0.0,0.0,0.0,0.0
303201429,303200892,-0.08,0.02,-0.027775627,0.4949495,0.0,0.0,0.0,0.0
303206342,303205778,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303211202,303210668,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303216107,303215556,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303221008,303220443,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303225858,303225332,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303230758,303230219,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303235664,303235107,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303240572,303240017,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303245413,303244884,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303250332,303249773,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303255190,303254661,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303260077,303259547,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303264971,303264434,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303269859,303269328,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303274773,303274211,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303279625,303279099,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303284519,303283987,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303289429,303288875,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303294315,303293763,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303299197,303298651,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303304064,303303539,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303308964,303308431,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303313839,303313316,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303318735,303318203,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303323613,303323091,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303328514,303327980,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303333391,303332867,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
303338284,303337755,-0.08,0.02,-0.025841393,0.4949495,0.0,0.0,0.0,0.0
