Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0.23760750000003025,1000,,,,0.0018008616530471252,22.511968384700747,0.0737149418258049,0,0,1.6593573234070007,0,,
0.23948125000003495,1000,,,,0.0022079558995970346,22.515623897150693,-0.004640117485274668,0,0,0.14251576407423175,0,,
0.7401435000000172,1000,,,,0.0028165870267624618,22.516545177348767,-0.009682234177181085,0,0,0.21801026006582425,0,,
1.239735000000015,1000,,,,0.002382754421129491,22.51680215808934,-0.004875943102740532,0,0,0.10979077368890203,0,,
1.740052500000002,1000,,,,0.0020999699835369643,22.51768649773397,-0.0055229799632811735,0,0,0.12436481778299983,0,,
2.2402215000000254,1000,,,,0.0018946926235912476,22.51886611111925,-0.004813858487593891,0,0,0.1084028208776426,0,,
2.7405160000000266,1000,,,,0.002661602891945425,22.51962900373728,-0.0033481424471081085,0,0,0.07639454543954342,0,,
3.239826000000041,1000,,,,0.0029097117997848878,22.5205548588945,-0.003355620531736251,0,0,0.08331838081190102,0,,
3.7404242500000286,1100,,,,0.00237356926224747,22.52185399234826,-0.004352435043114446,0,0,0.09757700919380302,0,,
4.2402382500000355,1100,,,,0.0016537438938191995,22.521493115601427,-0.006570172929790947,0,0,0.14797020046406156,0,,
4.740237750000041,1100,,,,0.0012116214477489561,22.522777207637507,-0.00793334419380266,0,0,0.17868127343756227,0,,
5.240205250000022,1100,,,,0.002392049266104632,22.52336511721662,-0.00643782605908,0,0,0.14500154097680362,0,,
5.740324500000024,1100,,,,0.0014413115096720984,22.524090893846466,-0.0053722968256070345,0,0,0.12100600299303285,0,,
6.239426500000013,1100,,,,0.0013748582082579329,22.524484439614508,-0.005647666390089109,0,0,0.12721062757529347,0,,
6.7400840000000315,1100,,,,0.0015609982239769076,22.525180713246993,-0.005428681658196185,0,0,0.1222812955388198,0,,
7.240504500000045,1100,,,,0.001707231444187955,22.526011040052442,-0.004224655212901427,0,0,0.09497626076460104,0,,
7.740092000000033,1100,,,,0.0021113097325268617,22.526301422796873,-0.007288423873409312,0,0,0.16418085674886956,0,,
8.240394500000047,1100,,,,0.002202900896988708,22.527342620140114,-0.005256757105793623,0,0,0.11842070522512885,0,,
8.74008875000003,1104.0015718750005,,,,0.003105103269430302,22.527757714542044,-0.00860730855627206,0,0,0.1939036570903788,0,,
9.23901250000003,1112.7237993750002,,,,0.00210148119019031,22.528722471339165,-0.007823390278017952,0,0,0.176251147212167,0,,
9.739019500000037,1121.479298750001,,,,0.0032014786420831477,22.529424137423373,-0.007846401485468408,0,0,0.17677446139115235,0,,
10.239698250000032,1130.2340893750004,,,,0.00307872083838712,22.52947911873276,-0.005837800658272878,0,0,0.13152248596533017,0,,
10.739169750000018,1138.9781918750004,,,,0.0019339727343351712,22.53017808933217,-0.0025436221242786496,0,0,0.06070113010210042,0,,
11.238974750000017,1147.726450625,,,,0.002979115213563948,22.508440246300744,0.7351961821728052,16,0,16.552261552933526,0.00006280437415629512,,
11.740779750000012,1156.4971881250005,,,,0.013744259136662265,22.503332761646636,0.7536563439445676,600,0,16.954895209936456,0.0012883433892729827,,
12.23939250000004,1165.2329037500006,,,,0.03253925810073077,22.518671981785445,0.24544862791364216,887,0,5.527164014827329,0.0059541098009610995,,
12.739429500000039,1173.9827856250008,,,,0.04793656247390701,22.519119877865514,0.2732607079619061,1015,0,6.153586532980979,0.007774119903751911,,
13.240156250000037,1182.7374887499998,,,,0.06308051720209645,22.5182258594915,0.3277165137731283,1138,0,7.379590998937418,0.008534801190885195,,
13.739243750000039,1191.482431250001,,,,0.08198148580866425,22.516374321848282,0.39498100533794284,1258,0,8.893532498434663,0.009211674938556626,,
14.239331750000014,1200.2286206250005,,,,0.09536727313289975,22.514100521886316,0.4624666430789467,1380,0,10.412011382760129,0.009165990646670577,,
14.739312500000029,1208.9775400000005,,,,0.11621460045001446,22.5113836425661,0.5472973201726365,1499,0,12.320402252239159,0.009422855330723272,,
15.24002750000004,1217.7341200000005,,,,0.12615814265840541,22.50876257034772,0.6281276076773904,1612,0,14.138343204048843,0.008935671518766968,,
15.73935000000003,1226.4816525000008,,,,0.13951424298629894,22.504891763285737,0.7305621778455536,1726,0,16.44119895082646,0.008486736046698412,,
16.240106750000052,1235.2367625000004,,,,0.17549503151023688,22.503992346240256,0.7514698439894537,1779,0,16.911061548476866,0.01038884238636383,,
16.740957500000032,1244.004118125001,,,,0.1846209626499398,22.500256015400588,0.826463520542702,1859,0,18.595610576222214,0.009942618795887806,,
17.239340750000004,1252.7302612500002,,,,0.18933447811602133,22.495428552414104,0.9276316750159512,1958,0,20.86743137596018,0.009042141023640803,,
17.74045750000003,1261.4904550000003,,,,0.267132828881876,22.490581335686525,1.0353449073435255,2064,0,23.28545481580779,0.011473114985118658,,
18.240331250000036,1270.2406693750004,,,,0.26807964051026967,22.486343914794,1.1432102223231182,2173,0,25.706574187818074,0.010438048342292889,,
18.73941325000002,1278.981495000001,,,,0.29165627769117186,22.479774661114146,1.2671913508880572,2281,0,28.48611418077338,0.010234004530520037,,
19.24014750000005,1287.7397943750007,,,,0.3210612457712242,22.473876894950557,1.390869508927494,2385,0,31.258170772507974,0.010270135209185167,,
19.74041825000004,1296.4946550000004,,,,0.358458552296147,22.467696768808004,1.537331125147595,2486,0,34.540212368638024,0.010381792293549038,,
