Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0.234141750000001,1000,,,,0.0024847543586507706,22.893662452100905,0.11215742005277711,0,0,2.5675541184369597,0,,
0.23595875000000524,1000,,,,0.0019699540405839064,22.897892495625886,0.027511424797941934,0,0,0.6299512834508648,0,,
0.7355320000000123,1000,,,,0.002654884986823264,22.89973582694925,0.02136056448315754,0,0,0.48915119932308426,0,,
1.2356475000000038,1000,,,,0.0032206171269993865,22.90044875873208,0.021442677548468868,0,0,0.4910470289803178,0,,
1.735738000000015,1000,,,,0.0005709382384330453,22.90097655441722,0.021199084855722885,0,0,0.48547980163072985,0,,
2.236067250000007,1000,,,,0.0011810281942902414,22.90186464136198,0.019987923066670847,0,0,0.4577605279660458,0,,
2.735690000000011,1000,,,,0.0017598716847797547,22.903314104818175,0.018335247581718034,0,0,0.41993890944880985,0,,
3.235617000000013,1000,,,,0.0024054838009363085,22.903547670405892,0.022830038142777658,0,0,0.5228887437660363,0,,
3.735779750000013,1100,,,,0.0027254289569905886,22.903962520124765,0.019780934096880812,0,0,0.45306192050362365,0,,
4.235739750000015,1100,,,,0.0013499100179405097,22.90516328111948,0.019436621007085278,0,0,0.4451986403936032,0,,
4.735494250000011,1100,,,,0.0009573508696515485,22.90468474564717,0.01851565173417023,0,0,0.42409505950173126,0,,
5.235288500000015,1100,,,,0.001140471796255873,22.90604480041359,0.018705095970449195,0,0,0.42845965302733874,0,,
5.735546500000018,1100,,,,0.001048745600477073,22.906527275436893,0.01902478975047352,0,0,0.43579180478467583,0,,
6.236051500000007,1100,,,,0.0022301144600784433,22.90639198227027,0.01977821053805236,0,0,0.4530472544008986,0,,
6.735984000000016,1100,,,,0.0017395372343475724,22.907421650964217,0.020701765339438686,0,0,0.4742240782244096,0,,
7.235915500000016,1100,,,,0.00033084009933628903,22.90733756414741,0.017911618162861805,0,0,0.41030711314502166,0,,
7.735791250000001,1100,,,,-0.00021094427533440308,22.907871856839964,0.017821570679046654,0,0,0.4082538614829945,0,,
8.235896250000009,1100,,,,-0.001229039759083673,22.90809729630698,0.022600245694197694,0,0,0.5177280248595469,0,,
8.735235750000012,1104.620735,,,,-0.00263936526465919,22.908538431905324,0.02043069470535299,0,0,0.4680373734413097,0,,
9.235353500000011,1114.6086699999998,,,,-0.001107686002942762,22.90940820061625,0.016701233498120322,0,0,0.38261515773052585,0,,
9.735884250000016,1124.6183899999999,,,,0.0002995939172216714,22.90942764932032,0.01825002734594624,0,0,0.4180983257273202,0,,
10.235606250000014,1134.608655,,,,0.000028341323493123922,22.909269591445796,0.019457709729655822,0,0,0.4457618266909439,0,,
10.735277750000007,1144.6066299999998,,,,0.0010719014398726967,22.89499939967871,0.37187282969553764,15,0,8.505374977365808,0.00003950387009986009,,
11.235565000000015,1154.6083649999998,,,,0.007662434746893976,22.848094545790282,1.2487732336082362,416,0,28.52620400282379,0.0003933925862906579,,
11.735652000000021,1164.61513,,,,0.028376423705765215,22.883852394934472,0.33156854116350387,869,0,7.5873657435709685,0.003956447008800535,,
12.236057750000018,1174.614915,,,,0.04654585243940088,22.887063731023957,0.3080617161667949,1020,0,7.050618850866945,0.006584558065587704,,
12.735658500000012,1184.6122299999995,,,,0.06479881963770101,22.885094986623585,0.38095317901367687,1170,0,8.718135530833393,0.007423311907882821,,
13.23544950000001,1194.6123149999996,,,,0.08625771346944693,22.88145265702702,0.4511421175019533,1301,0,10.322751014892855,0.008363759401749885,,
13.73533700000001,1204.6080699999998,,,,0.10308904303762785,22.876941840507833,0.5376656324901734,1445,0,12.300121215090773,0.008376660020089143,,
14.235805750000008,1214.6195049999997,,,,0.12813130092367514,22.871330082410406,0.6487662929562856,1587,0,14.838057816400129,0.008621272491166338,,
