Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
19.235991999999992,1378.0537940625009,,,,0.6563990245284214,22.395511871640412,3.2722001262022244,3405,0,73.2821776471306,0.008957305089864186,,
19.736688499999993,1388.6927978125009,,,,0.7051727165322645,22.37349818646354,3.629828797346851,3529,0,81.21112346007044,0.008688157260913855,,
20.23591425,1399.3015203125008,,,,0.7592490739471964,22.352502768922328,3.9138073354940524,3640,0,87.48273670577308,0.008680126442163105,,
20.736502999999992,1409.9344518750004,,,,0.8094418191565564,22.328020420981563,4.305879070495686,3757,0,96.14114429277588,0.008420360917937474,,
21.236343999999995,1420.5603709375005,,,,0.8601125574125884,22.30061835370417,4.711001847413754,3875,0,105.0570576405823,0.008189716433564209,,
21.73655599999999,1431.1840853125007,,,,0.9291470861889184,22.269904172759627,5.140963995174735,3991,0,114.4879887014037,0.008115972735513243,,
22.236951499999986,1441.8140631250003,,,,0.9864885477030063,22.24440794362551,5.513765677095593,4074,0,122.64950250420841,0.008045910575231253,,
22.736158749999987,1452.4237896875006,,,,1.0312819379844766,22.21118963975471,6.039856514323481,4217,0,134.14761287457364,0.0077018071856798185,,
23.2361535,1463.051233437501,,,,1.1188474146332916,22.152421632221955,6.96776079114007,4440,0,154.35161472965285,0.0072469160723990945,,
23.737125250000002,1473.6867734375005,,,,1.200065598743548,22.116296319705377,7.345783901797216,4530,0,162.46103058456788,0.0073869234334136506,,
24.236563500000003,1484.304548437501,,,,1.2475289124267488,22.082046615949135,7.826898249245775,4611,0,172.83180406783336,0.007219729761964268,,
24.7375955,1494.9654715625004,,,,1.313779879465606,22.04120428498693,8.38375337541628,4695,0,184.7858491874867,0.007112084407222143,,
25.23659924999999,1505.5583309375004,,,,1.3666083777442464,22.00444608287759,8.958156120139625,4810,0,197.1178265553808,0.006933288901293714,,
25.737523999999986,1516.199438437501,,,,1.425387735928956,21.957285860123335,9.338885356244337,4925,0,205.05444402420807,0.006952310819199875,,
26.236411499999985,1526.8127615625003,,,,1.491368241590242,21.91157034543979,9.992562173153708,5000,0,218.95126415394034,0.006811479535216268,,
26.73621374999999,1537.4340481250006,,,,1.5612978350465532,21.864287750697333,10.736304511404754,5107,0,234.73858671260706,0.006652226376736873,,
27.238305749999995,1548.0851218750001,,,,1.6307039479048604,21.817142169719013,11.362244004350666,5202,0,247.88766943920442,0.006581712180064028,,
27.736902499999992,1558.6901893750003,,,,1.7128003776662812,21.74686539574863,12.162264060795827,5370,0,264.487647189153,0.006476346930454362,,
28.236554249999983,1569.3128146875006,,,,1.7940461164823147,21.680528695175386,13.212490837659763,5515,0,286.44671877807434,0.0062653160652754725,,
28.736327499999987,1579.9333150000007,,,,1.9057496475496734,21.621321550697484,14.304331466891517,5628,0,309.2743478003114,0.006162556596690088,,
29.23777449999999,1590.585568125001,,,,1.9770145645215131,21.56102703579494,14.803736600964793,5703,0,319.1815564052893,0.006194280056134247,,
29.73763674999998,1601.1920009375006,,,,2.047129827950134,21.507536039786256,15.711761581876852,5810,0,337.91841103743116,0.006058457131829622,,
30.238072999999996,1611.8322796875007,,,,2.103266262207806,21.456469632262806,16.481173459024852,5890,0,353.62098609724137,0.005949155474134015,,
30.737163,1622.4452681250004,,,,2.1562762141035536,21.37757986543243,17.497936447795787,6022,0,374.0568580713564,0.005764796839122149,,
31.23702775,1633.0653328125004,,,,2.2643283319556935,21.30425475903106,18.436426508106756,6125,0,392.76893800820255,0.005765453221087882,,
31.738172249999998,1643.7314781250006,,,,2.328944856544021,21.24754702239815,19.40977019589607,6208,0,412.4067189843192,0.0056473721251501085,,
32.23645924999999,1654.3097387500009,,,,2.4049435286684133,21.17327759581885,20.488679257793102,6326,0,433.8047296349003,0.005544300393995618,,
32.737003249999994,1664.941262500001,,,,2.4824405437884014,21.099661092539783,21.45145881210206,6407,0,452.6129803137137,0.005484740347258,,
33.236051999999994,1675.5545431250007,,,,2.5776629780620794,21.030410091808484,22.4311772298553,6490,0,471.73230719831224,0.0054641941933749995,,
33.73788624999999,1686.2013190625007,,,,2.6380815161358346,20.97382725635797,23.095759649314616,6559,0,484.4017473080383,0.0054463777659954455,,
34.23611349999999,1696.8041287500007,,,,2.683741708678975,20.902605464083045,23.97750759456776,6658,0,501.1878328184981,0.005354991616623212,,
34.73559124999999,1707.4199221875006,,,,2.7421985144187957,20.835979711897025,25.090463289283793,6747,0,522.7758228265117,0.0052460875247607505,,
35.23804149999999,1718.0773496875004,,,,2.8188130009419647,20.760171924960552,26.2656554884177,6833,0,545.2748963874088,0.005169623511021976,,
