Row,Model_1,Model_2
e0,24.3443509379302,24.5426093636105
e1,20.4725900538139,-5.6176638256832
e2,59.3695543585297,57.2692031303741
e4,14.1708748567729,13.9082294720263
q,72.2223546233907,57.962766390248
u,39.1867299161258,21.0986321333563
w,56.7012760314244,37.2044010699302
