Row,Model_1
c_T_0_pusher,0.0861
c_T_top,0
c_Q_top,0
c_T_J_pusher,0.607325828233117
c_L_0,0.418649561701
c_L_alpha,4.49000761629934
c_L_q,-2.8907550569527
c_L_delta_e,-0.411241801781117
c_D_p,0.0817968026574471
c_D_alpha,0.245070955316372
c_D_alpha_sq,0.183470146016435
c_D_q,87.9958748064607
c_D_delta_e,0.836017229266313
c_m_0,0.162389758563589
c_m_alpha,-2.54171091127574
c_m_q,-40.5113943529702
c_m_delta_e,-1.11944025156116
c_Y_beta,-0.351976
c_Y_p,0.112085
c_Y_r,0.258965
c_Y_delta_a,-0.00057
c_Y_delta_r,0.00558
c_l_beta,-0.02498
c_l_p,-0.472
c_l_r,0.141
c_l_delta_a,0.283041150794627
c_l_delta_r,-0.00830788802939694
c_n_beta,0.11104
c_n_p,-0.0635
c_n_r,-0.0869
c_n_delta_a,0.0103132403123548
