-0,0,-0,-0,-0.011396906773011,-0.0504980172356243,-0.0434944269942081,8554.2607569058
0,0,-0,-0,-0.0117968158661308,-0.0545861336506468,-0.0433635112171109,8693.158726897
0,0,-0,-0,-0.0119181657079955,-0.0554341449434679,-0.0430975802043834,8693.158726897
-0,0,-0,-0,-0.0126454532262526,-0.0563686986743374,-0.0430221957420314,8762.3568678082
-0,0,-0,-0,-0.0129588888567459,-0.0554281567666869,-0.042979280277518,8762.3568678082
-0,0,-0,-0,-0.0130888977442686,-0.0539479192874815,-0.042804231264916,8686.513476481
-0,0,-0,-0,-0.0138321862508187,-0.0528571557585782,-0.0420503893233385,8686.513476481
-0,0,-0,-0,-0.0150259282273939,-0.0502532962889418,-0.0420308345271199,8549.301056374
-0,0,-0,-0,-0.0159417041553892,-0.0506758685116449,-0.0423816986990061,8549.301056374
-0,0,-0,-0,-0.0166973443843735,-0.0497678368121749,-0.0426401921314698,8412.566322469
-0,0,-0,-0,-0.0177299709273953,-0.0502780210806714,-0.0426664858531102,8412.566322469
-0,0,-0,-0,-0.0185455106407197,-0.0476879370620689,-0.0426942259494448,8274.904453768
-0,-0,-0,-0,-0.019480429171039,-0.0473113317909357,-0.042620494633853,8274.904453768
-0,0,-0,-0,-0.0206889770667978,-0.0430136308796042,-0.0425540350022338,8135.43477689847
-0,0,-0,-0,-0.0217388865181394,-0.0424731500370034,-0.0426321349456713,8164.88612049625
-0,0,-0,-0,-0.0229565006423212,-0.0416277520738028,-0.0426431751658226,8175.223344394
-0,0,-0,-0,-0.0237145184897287,-0.041421875146465,-0.0426429147686754,8175.223344394
-0,0,-0,-0,-0.0246905451065066,-0.0364688773186318,-0.04276500144825,7972.97639605048
-0,0,-0,-0,-0.0257142157981816,-0.036608191783499,-0.042897753315863,7971.399583582
-0,0,-0,-0,-0.0263254075060772,-0.0395903075499075,-0.0429674585605333,7834.241285557
-0,-0,-0,-0,-0.0278753198561934,-0.0392954182032775,-0.0429616925157453,7834.241285557
-0,-0,-0,-0,-0.0287610506699647,-0.0383788984335353,-0.0432051615208717,7697.106518872
-0,0,-0,-0,-0.0295745691852789,-0.0375225046033486,-0.0433400323098466,7697.106518872
-0,0,-0,-0,-0.0306511607592443,-0.0359198514669777,-0.0433953325255578,7559.272871389
-0,0,-0,-0,-0.0320323705065974,-0.0353317004343903,-0.0435458399515186,7559.272871389
-0,0,-0,-0,-0.033892908534757,-0.0347221806897141,-0.0436059147810265,7424.6657235901
-0,0,-0,-0,-0.0354432851386965,-0.0355064820181755,-0.0436494471799148,7448.05513768111
-0,-0,-0,-0,-0.0363083990680242,-0.0367899271679155,-0.0437917723042954,7482.3930421915
-0,-0,-0,-0,-0.0372354054078944,-0.034732761072209,-0.0440178980354715,7413.51368403937
-0,0,-0,-0,-0.0390847153848081,-0.0326159904879085,-0.0441396872193448,7344.944720401
-0,0,-0,-0,-0.0401893837120997,-0.0315552736674018,-0.0442853099079149,7269.32137313025
-0,0,-0,-0,-0.0407378473185724,-0.0307663188509146,-0.0445226741042907,7217.6888808748
-0,0,0,-0,-0.0416686805371179,-0.0307554641660112,-0.0446270570394657,7163.5070224296
-0,0,0,-0,-0.0426862975277811,-0.0309101010632137,-0.0448544789444602,7137.8022170521
-0,0,0,-0,-0.044252090115749,-0.0312123327462971,-0.0450300301991332,7079.98341885662
-0,0,0,-0,-0.0446726132369115,-0.0309184002624675,-0.0457016638233209,7063.446359383
-0,0,0,-0,-0.0456591637458955,-0.030790433930238,-0.0460334510988756,7011.96504131117
-0,0,0,-0,-0.0463582628215981,-0.0304409184914107,-0.0462418046623613,7004.2222122442
-0,0,0,-0,-0.0471578827911443,-0.0304068674515262,-0.0464077049525016,7004.2222122442
-0,0,0,-0,-0.0478695537954821,-0.0303383341568068,-0.0464488954841989,6799.777694683
-0,0,0,-0,-0.0484175840976322,-0.0305020067290718,-0.0467662829725715,6799.777694683
-0,0,0,-0,-0.0484937405242649,-0.033234695746227,-0.0468962163608994,6751.5331531315
-0,0,0,-0,-0.0488823846698999,-0.0331175915086299,-0.0469784986750168,6751.5331531315
-0,0,0,-0,-0.0493090525837884,-0.0358841797921841,-0.0470867704558733,6611.68110496
-0,0,0,-0,-0.0499530688945005,-0.03602594721276,-0.0473482825429754,6611.68110496
-0,0,0,-0,-0.0504657583595192,-0.0362993407012903,-0.0475254273827636,6533.752366282
-0,0,0,-0,-0.0507850136799177,-0.0363407162319801,-0.0476116298461392,6533.752366282
-0,0,0,-0,-0.0508695784280732,-0.0378646596156321,-0.0476633701983559,6420.758401303
-0,0,0,-0,-0.0503937306300368,-0.0378470953324949,-0.0479153625685729,6420.758401303
-0,0,0,-0,-0.0501528132994142,-0.0374832581012924,-0.0480048403101282,6384.73309633
0,0,0,-0,-0.0496687641414541,-0.0372718558412329,-0.0480098770226879,6384.73309633
0,0,0,-0,-0.0489715557468081,-0.037369181984852,-0.048104996684657,6333.0742750012
