Row,Model_1,Model_2
e0,54.4438321305036,42.0475140950262
e1,33.7583790710732,12.6759502104371
e2,23.1418988633705,-19.0334829165702
e4,61.9777817070862,53.9150248908585
q,35.418495632412,26.8720293108677
u,-62.6667609245201,-88.7449476422908
w,9.77225224270363,12.3323994512868
