Row,Model_1,Model_2,Model_3,Model_4,Model_5
e0,72.1813340559665,71.6705749609651,71.4771079874195,73.5977939513851,71.976589335742
e1,2.25484056936298,10.4987561139798,6.19153585580007,5.05899878491797,9.29745602057094
e2,42.2261804196948,35.424331977444,36.2419650597541,42.0930522414314,38.7301258582386
e4,67.9629039619938,67.7140084710681,67.4236399344927,68.833174819338,68.0932735660105
q,11.750758246817,14.2417457319706,12.8081239226108,10.3175143730853,17.5816320509926
u,-99.8528083194725,-94.9976688248113,-98.9248495753459,-94.7394131712636,-106.061677498604
w,-29.0448331756553,-11.0485512886042,-19.2382947718672,-23.0499125906343,-6.59212072948623
