Row,Model_1,Model_2
e0,-40.2474960954972,-56.2953429469024
e1,-20.5464604092545,-12.4652090233405
e2,-40.891039588733,-17.5663045540015
e4,-58.9536380194045,-66.7399924477314
q,25.933159704932,13.3410003011789
u,-282.363627459423,-356.6454401257
w,16.9843365263181,19.1830423051781
